PN10RB.m500.gff	1462949
PN10RC.m500.gff	1505524
PN10RA.m500.gff	1501153
PN10RD.m500.gff	1606806
PN10RE.m500.gff	1634704
PN10RF.m500.gff	1530986
PN10RH.m500.gff	1599046
PN10RJ.m500.gff	1517014
PN10RG.m500.gff	1657828
PN10RI.m500.gff	1640185
PN10RL.m500.gff	1501127
PN10RK.m500.gff	1669161
PN10RN.m500.gff	1549035
PN10RM.m500.gff	1604050
PN10RO.m500.gff	1645086
PN10RP.m500.gff	1278862
PN10RQ.m500.gff	1454111
PN10RR.m500.gff	1427493
PN10RS.m500.gff	1536379
PN10RT.m500.gff	1508955
PN11RB.m500.gff	1510825
PN11RA.m500.gff	2095308
PN11RC.m500.gff	1890252
PN11RD.m500.gff	1817368
PN11RE.m500.gff	1992735
PN11RF.m500.gff	1924283
PN11RI.m500.gff	1823191
PN11RH.m500.gff	1810535
PN11RG.m500.gff	1918685
PN11RJ.m500.gff	2180944
PN11RK.m500.gff	1949781
PN11RL.m500.gff	1883745
PN11RN.m500.gff	1949477
PN11RM.m500.gff	2030388
PN11RO.m500.gff	1880824
PN12RA.m500.gff	1293182
PN12RB.m500.gff	1198254
PN12RC.m500.gff	1158105
PN12RD.m500.gff	1352550
PN12RE.m500.gff	1096277
PN12RF.m500.gff	1075230
PN12RG.m500.gff	1183360
PN12RH.m500.gff	1181510
PN12RI.m500.gff	1345653
PN12RJ.m500.gff	1419162
PN13RA.m500.gff	1719044
PN13RC.m500.gff	1548417
PN13RB.m500.gff	1640989
PN13RD.m500.gff	1658782
PN13RE.m500.gff	1383467
PN13RG.m500.gff	1537362
PN13RF.m500.gff	1596066
PN13RH.m500.gff	1596753
PN13RI.m500.gff	1580641
PN13RJ.m500.gff	1697937
PN13RM.m500.gff	1510770
PN13RL.m500.gff	1686110
PN13RK.m500.gff	1766715
PN13RN.m500.gff	1725792
PN13RO.m500.gff	1538667
PN13RP.m500.gff	1712854
PN13RR.m500.gff	1642944
PN13RQ.m500.gff	1817907
PN13RT.m500.gff	1176748
PN13RS.m500.gff	1885959
PN14RA.m500.gff	1220109
PN14RB.m500.gff	1337897
PN14RC.m500.gff	1290448
PN13RU.m500.gff	1714494
PN14RE.m500.gff	1136886
PN14RD.m500.gff	1512300
PN14RF.m500.gff	1314686
PN14RG.m500.gff	1559888
PN14RH.m500.gff	1667653
PN14RM.m500.gff	1132332
PN14RJ.m500.gff	1305055
PN14RL.m500.gff	1547708
PN14RI.m500.gff	1848887
PN14RK.m500.gff	1481456
PN14RN.m500.gff	1335244
PN14RO.m500.gff	1418920
PN14RP.m500.gff	1280419
PN14RR.m500.gff	1343725
PN14RQ.m500.gff	1346639
PN15RA.m500.gff	872812
PN14RS.m500.gff	1191077
PN14RT.m500.gff	1229219
PN15RB.m500.gff	1388888
PN15RD.m500.gff	738298
PN15RC.m500.gff	1360442
PN15RE.m500.gff	1147608
PN15RF.m500.gff	1197511
PN15RG.m500.gff	1128733
PN15RI.m500.gff	1115992
PN15RH.m500.gff	1220014
PN15RK.m500.gff	1403234
PN15RJ.m500.gff	1403177
PN15RL.m500.gff	1404054
PN15RN.m500.gff	1327294
PN15RM.m500.gff	1355792
PN15RO.m500.gff	1107606
PN15RP.m500.gff	1386010
PN16RB.m500.gff	1571995
PN16RC.m500.gff	1779855
PN16RA.m500.gff	1976417
PN16RD.m500.gff	1334871
PN16RE.m500.gff	1441067
PN16RF.m500.gff	1704184
PN16RI.m500.gff	1427972
PN16RG.m500.gff	1545750
PN16RH.m500.gff	1861125
PN16RJ.m500.gff	1705847
PN16RM.m500.gff	1301555
PN16RL.m500.gff	1470060
PN16RK.m500.gff	1707197
PN16RN.m500.gff	1602424
PN16RP.m500.gff	1516404
PN16RO.m500.gff	1782953
PN16RR.m500.gff	1547021
PN16RS.m500.gff	1503389
PN16RQ.m500.gff	1712483
PN16RU.m500.gff	1640657
PN16RT.m500.gff	1734274
PN16RV.m500.gff	1495087
PN1CA.m500.gff	1748687
PN1CB.m500.gff	1648252
PN1CE.m500.gff	824407
PN1CC.m500.gff	1026389
PN1CF.m500.gff	685636
PN1CG.m500.gff	853331
PN1CD.m500.gff	1432463
PN1CI.m500.gff	934359
PN1DA.m500.gff	6894
PN1DB.m500.gff	6735
PN1DC.m500.gff	112644
PN1DD.m500.gff	16402
PN1DE.m500.gff	7382
PN1DF.m500.gff	6512
PN1DG.m500.gff	17611
PN1CK.m500.gff	798414
PN1DH.m500.gff	44856
PN1DI.m500.gff	14556
PN1CH.m500.gff	1442131
PN1DK.m500.gff	91315
PN1DJ.m500.gff	191751
PN1GA.m500.gff	30685
PN1DL.m500.gff	215040
PN1CJ.m500.gff	1381268
PN1GC.m500.gff	204738
PN1GD.m500.gff	203410
PN1CL.m500.gff	1224302
PN1GB.m500.gff	544638
PN1GE.m500.gff	312107
PN1GF.m500.gff	217707
PN1GI.m500.gff	50521
PN1GK.m500.gff	200644
PN1GH.m500.gff	198498
PN1GL.m500.gff	221364
PN1GJ.m500.gff	304675
PN1IB.m500.gff	146965
PN1IC.m500.gff	75504
PN1IA.m500.gff	124020
PN1IE.m500.gff	27562
PN1IG.m500.gff	12891
PN1IF.m500.gff	22369
PN1GG.m500.gff	395547
PN1IJ.m500.gff	17065
PN1IH.m500.gff	51838
PN1IL.m500.gff	31648
PN1II.m500.gff	99909
PN1IK.m500.gff	81904
PN1ID.m500.gff	134544
PN1JD.m500.gff	6638
PN1JB.m500.gff	34266
PN1JA.m500.gff	76809
PN1JF.m500.gff	112229
PN1JI.m500.gff	58505
PN1JC.m500.gff	162316
PN1JG.m500.gff	177735
PN1JH.m500.gff	189902
PN1LA.m500.gff	23407
PN1JK.m500.gff	101425
PN1LB.m500.gff	14837
PN1JJ.m500.gff	172852
PN1JL.m500.gff	179832
PN1JE.m500.gff	419982
PN1LE.m500.gff	572696
PN1LF.m500.gff	858895
PN1LG.m500.gff	718886
PN1LD.m500.gff	1342698
PN1LC.m500.gff	1505530
PN1LL.m500.gff	449464
PN1LJ.m500.gff	615675
PN1LH.m500.gff	1288295
