DATASET_SIMPLEBAR
SEPARATOR TAB

#数据集名称
DATASET_LABEL	simplebar_size
PN13RL.bin.167	2.236067977
PN5RB.vae.542	2.236067977
PN10RQ.vae.11348	2.236067977
PN10RI.bin.119	2.236067977
PN16RF.bin.211	2.236067977
PN12RJ.vae.37198	2.236067977
PN10RK.vae.17141	2.236067977
PN3GH.vae.448	2.236067977
PN14RQ.bin.75	2.236067977
PN2CC.vae.17166	2.236067977
PN13RR.bin.13	2.236067977
PN11RO.bin.20	2.236067977
PN15RI.vae.24372	2.236067977
PN10RQ.vae.15095	2.236067977
PN7RQ.vae.42891	2.236067977
PN6RC.vae.13639	2.236067977
PN7RL.bin.138	2.236067977
PN13RB.vae.8101	2.236067977
PN14RB.vae.36677	2.236067977
PN5RH.vae.9465	2.236067977
PN6RQ.vae.7837	2.236067977
PN2CG.bin.148	2.236067977
PN3RB.vae.22250	2.236067977
PN1JJ.vae.12846	2.236067977
PN1RK.vae.9763	2.236067977
PN8RO.vae.220	2.236067977
PN5CB.vae.15962	2.236067977
PN10RD.vae.8579	2.236067977
PN3RF.vae.37328	2.236067977
PN6RK.bin.147	2.236067977
PN16RB.bin.164	2.236067977
PN10RB.bin.129	2.236067977
PN1RE.vae.5820	2.236067977
PN13RN.bin.171	2.236067977
PN3CH.vae.104815	2.236067977
PN11RK.vae.9311	2.236067977
PN3RF.vae.56011	2.236067977
PN10RS.vae.8767	2.236067977
PN9RH.vae.1288	2.236067977
PN1RH.bin.217	2.236067977
PN1RD.vae.72805	2.236067977
PN11RH.bin.174	2.236067977
PN12RB.vae.7057	2.236067977
PN10RH.bin.111	2.236067977
PN14RF.vae.3391	2.236067977
PN4RE.bin.18	2.236067977
PN3RF.vae.2615	2.236067977
PN7RE.vae.9209	2.236067977
PN6RF.bin.162	2.236067977
PN11RB.vae.23289	2.236067977
PN1RC.bin.153	2.236067977
PN11RO.vae.13758	2.236067977
PN3RF.vae.21076	2.236067977
PN6RT.bin.182	2.236067977
PN12RB.bin.61	2.236067977
PN7RE.vae.2160	2.236067977
PN7RN.vae.63066	2.236067977
PN1CA.vae.35480	2.236067977
PN14RK.vae.4602	2.236067977
PN6RC.vae.4761	2.236067977
PN9RJ.vae.4381	2.236067977
PN13RI.vae.33305	2.236067977
PN1RD.bin.39	2.236067977
PN7RP.vae.9750	2.236067977
PN9RJ.bin.283	2.236067977
PN1CJ.vae.6639	2.236067977
PN4RA.vae.6628	2.236067977
PN11RI.vae.4412	2.236067977
PN3CG.bin.112	2.236067977
PN14RM.vae.123731	2.236067977
PN9RP.vae.4363	2.236067977
PN5IE.bin.107	2.236067977
PN5RB.vae.5444	2.236067977
PN10RP.vae.45483	2.236067977
PN1RF.vae.23371	2.236067977
PN11RK.vae.26252	2.236067977
PN3CH.bin.177	2.236067977
PN1RH.vae.26451	2.236067977
PN7RE.bin.203	2.236067977
PN3RG.bin.41	2.236067977
PN11RO.bin.104	2.236067977
PN6RO.bin.102	2.236067977
PN6RF.vae.33473	2.236067977
PN13RR.vae.2159	2.236067977
K319	2.236067977
PN2RF.vae.3973	2
PN7RR.bin.15	2
PN15RO.bin.75	2
PN1II.bin.15	2
PN3JA.bin.5	2
PN9RN.bin.124	2
PN8RD.vae.3381	2
PN5RB.vae.5788	2
PN3GB.bin.8	2
PN1RG.vae.3313	2
PN15RC.vae.11312	2
PN8RE.bin.116	2
PN2CG.vae.2503	2
PN1RC.vae.604	2
PN9RD.vae.1750	2
PN3GA.bin.52	2
PN5RA.bin.104	2
PN5LE.vae.5041	2
PN3GB.bin.19	2
PN1GH.vae.83207	2
PN5RC.bin.202	2
PN5RD.vae.11977	2
PN9RC.vae.5449	2
PN11RD.bin.137	2
PN10RM.vae.5165	2
PN8RD.bin.209	2
PN5RD.vae.13310	2
PN7RT.bin.186	2
PN11RG.bin.31	2
PN6RC.vae.16352	2
PN13RE.vae.2571	2
PN8RD.vae.8264	2
PN8RL.vae.44930	2
PN15RL.vae.36467	2
PN5RB.bin.46	2
PN8RB.vae.24384	2
PN13RO.bin.213	2
PN10RJ.vae.57880	2
PN15RI.vae.1573	2
PN3DD.bin.63	2
PN1JH.bin.31	2
PN6RP.vae.10731	2
PN3JA.bin.21	2
PN1LI.bin.105	2
PN5LH.bin.17	2
PN15RB.vae.7963	2
PN3GA.vae.28292	2
PN5RC.vae.56164	2
PN8RS.vae.39850	2
PN7RE.bin.59	2
PN5RG.vae.33178	2
PN8RR.vae.515	2
PN8RN.vae.742	2
PN10RP.vae.19310	2
PN4RH.vae.11860	2
PN10RB.vae.48460	2
PN5RD.vae.76495	2
PN5CF.vae.13160	2
PN1RC.vae.62660	2
PN12RA.vae.46444	2
PN16RN.vae.1121	2
PN3LH.vae.4288	2
PN13RE.bin.16	2
PN10RA.vae.27096	2
PN13RI.vae.5943	2
J183	2
PN5RB.bin.251	2
PN2CD.vae.19363	2
PN1RF.vae.10247	2
PN3CG.vae.9795	2
PN1GE.bin.59	2
PN10RF.vae.6867	2
PN6RS.vae.6788	2
PN3CB.vae.17327	2
PN6RI.vae.32989	2
PN8RO.vae.1661	2
PN3GB.bin.65	2
PN2RJ.bin.67	2
PN6RP.vae.19582	2
PN1RH.vae.18292	2
PN2CI.vae.6379	2
PN12RI.vae.26997	2
PN16RV.bin.55	2
PN16RR.vae.90224	2
PN12RI.bin.1	2
PN8RK.vae.11923	2
PN13RL.vae.10087	2
PN2JC.vae.28754	2
PN7RB.vae.24627	2
PN1RK.vae.7124	2
PN9RP.bin.129	2
PN2LE.bin.18	2
PN16RT.bin.59	2
PN5LC.bin.69	2
PN5RC.bin.232	2
PN5LB.vae.23756	2
J252	2
PN5LB.vae.12017	2
PN6RC.bin.157	2
PN3LE.vae.45329	2
PN13RC.vae.13024	2
PN5RA.vae.24964	2
PN5RE.vae.51329	2
PN10RN.vae.63041	2
PN10RC.vae.8821	2
PN6RS.bin.9	2
PN2RB.vae.20406	2
PN1RE.vae.4637	2
PN2CC.vae.102026	2
PN3RG.vae.41243	2
PN11RM.vae.4344	2
PN2CE.bin.127	2
PN1RD.vae.35317	2
PN5RF.bin.155	2
PN16RQ.vae.723	2
PN3LB.bin.64	2
PN5RG.vae.12730	2
PN11RI.vae.1829	2
PN1RD.bin.202	2
PN10RF.vae.9549	2
PN10RR.vae.8502	2
PN1CB.bin.39	2
PN1RC.vae.5954	2
PN5LD.vae.18976	2
PN10RB.vae.13718	2
PN11RI.bin.91	2
PN9RK.bin.125	2
PN1RB.vae.23408	2
PN2RD.bin.116	2
PN15RB.vae.111800	2
PN12RE.bin.122	2
PN5LF.bin.295	2
PN5RE.vae.2799	2
PN6RC.vae.8122	2
PN5LC.bin.9	2
PN11RG.vae.2977	2
PN16RT.vae.55935	2
PN7RD.vae.5371	2
PN3RF.vae.54806	2
PN5LB.vae.1462	2
PN10RI.vae.2839	2
PN1LI.vae.5751	2
PN1CI.vae.22147	2
PN5RA.bin.305	2
PN8RS.bin.57	2
PN11RG.bin.206	2
PN6RK.vae.23825	2
PN3RD.bin.39	2
PN5RE.vae.12715	2
PN3CB.bin.54	2
PN6RB.vae.1691	2
PN3RB.bin.143	2
PN10RM.vae.18158	2
PN13RO.bin.25	2
PN7RN.vae.5847	2
PN13RP.bin.156	2
PN12RE.vae.2368	2
PN1LL.vae.6549	2
PN10RJ.vae.39342	2
PN7RT.vae.20564	2
PN10RO.vae.8897	2
PN10RQ.bin.23	2
PN1RE.vae.44287	2
PN2CJ.bin.131	2
PN9RJ.vae.56010	2
PN5RF.vae.15887	2
PN6RB.bin.142	2
PN8RE.vae.10656	2
PN9RJ.vae.40224	2
PN3CH.vae.32233	2
PN15RI.vae.146	2
PN5RE.bin.327	2
PN10RF.vae.4766	2
PN1RA.bin.34	2
PN14RB.bin.6	2
PN3RH.vae.7974	2
PN13RB.vae.38664	2
PN1RF.vae.12205	2
PN2LG.bin.137	2
PN11RK.vae.24606	2
PN6RN.vae.18953	2
PN3RA.bin.56	2
PN6RJ.vae.32487	2
PN8RL.bin.124	2
PN3RH.vae.1356	2
PN4RG.vae.489	2
PN2CH.bin.95	2
PN16RN.bin.55	2
PN1RA.vae.34901	2
PN1RJ.vae.21767	2
PN15RH.vae.10913	2
PN7RP.vae.48459	2
PN16RJ.bin.77	2
PN7RG.vae.29528	2
PN11RI.vae.52251	2
PN2RA.vae.32426	2
PN5RC.vae.12905	2
PN4RD.bin.105	2
PN4RH.vae.8900	2
PN1RI.bin.68	2
PN1RL.vae.15923	2
PN4RE.vae.32771	2
PN11RF.vae.18451	2
PN8RN.vae.2013	2
PN16RJ.bin.144	2
PN2LG.vae.6786	2
PN14RD.bin.20	2
PN1RD.vae.6090	2
PN6RH.vae.20397	2
PN2CF.bin.75	2
PN1RE.vae.19731	2
PN15RA.bin.63	2
PN7RT.vae.1176	2
PN1RC.bin.174	2
J406	2
PN1RE.bin.102	2
K260	2
PN1RE.vae.1889	1.732050808
PN1LJ.bin.85	1.732050808
PN9RH.bin.188	1.732050808
PN15RJ.vae.2033	1.732050808
PN10RE.bin.81	1.732050808
PN16RF.vae.14450	1.732050808
PN1RE.vae.534	1.732050808
PN9RC.bin.106	1.732050808
PN14RA.bin.96	1.732050808
PN10RR.vae.7277	1.732050808
PN7RJ.bin.115	1.732050808
PN3RD.vae.4706	1.732050808
PN14RA.vae.15210	1.732050808
PN2LB.vae.1136	1.732050808
K67	1.732050808
PN1GB.vae.867	1.732050808
PN13RR.vae.13926	1.732050808
PN8RM.vae.3591	1.732050808
PN1RG.bin.35	1.732050808
PN8RA.vae.3959	1.732050808
PN10RE.vae.1614	1.732050808
PN7RR.vae.10652	1.732050808
PN4RC.vae.1613	1.732050808
PN5RB.vae.25072	1.732050808
PN11RB.bin.172	1.732050808
PN5RC.vae.11842	1.732050808
PN16RK.vae.8937	1.732050808
PN1GF.vae.19345	1.732050808
PN2CB.bin.112	1.732050808
PN5GF.bin.69	1.732050808
PN4RG.vae.11719	1.732050808
PN16RM.bin.80	1.732050808
PN3GD.vae.24199	1.732050808
PN7RV.vae.20698	1.732050808
PN12RA.vae.8317	1.732050808
PN16RI.vae.59225	1.732050808
PN13RA.bin.191	1.732050808
PN1CI.vae.4555	1.732050808
PN1GD.bin.19	1.732050808
PN15RN.vae.1625	1.732050808
PN1LF.bin.53	1.732050808
PN11RM.vae.652	1.732050808
PN5GH.vae.19480	1.732050808
PN5LD.bin.59	1.732050808
PN11RA.vae.1033	1.732050808
PN5JB.vae.7699	1.732050808
G32	1.732050808
PN2LD.vae.8668	1.732050808
PN3RB.vae.134867	1.732050808
PN3GA.bin.38	1.732050808
PN2RB.vae.24203	1.732050808
PN3GA.bin.54	1.732050808
PN4RH.vae.13294	1.732050808
PN1GF.bin.3	1.732050808
PN10RB.vae.3433	1.732050808
PN9RB.bin.189	1.732050808
PN2CH.vae.12961	1.732050808
PN5GD.bin.7	1.732050808
PN12RD.bin.73	1.732050808
PN1CB.vae.2581	1.732050808
PN10RI.vae.3953	1.732050808
PN7RL.bin.56	1.732050808
PN5RB.bin.12	1.732050808
PN2RA.bin.16	1.732050808
PN15RC.bin.96	1.732050808
PN14RO.vae.1320	1.732050808
PN14RQ.bin.92	1.732050808
PN1DJ.bin.33	1.732050808
PN13RR.vae.34023	1.732050808
PN14RO.vae.7348	1.732050808
PN5RE.vae.29715	1.732050808
PN10RN.vae.30074	1.732050808
PN15RA.bin.17	1.732050808
PN3CH.vae.19501	1.732050808
PN1RF.vae.8342	1.732050808
PN3GA.bin.55	1.732050808
PN7RB.bin.94	1.732050808
PN9RA.bin.136	1.732050808
PN2CF.vae.10636	1.732050808
PN3JG.bin.78	1.732050808
PN2RH.vae.43779	1.732050808
PN10RN.vae.11384	1.732050808
PN1LF.vae.9401	1.732050808
PN7RT.vae.21396	1.732050808
PN7RF.bin.55	1.732050808
PN6RD.vae.1901	1.732050808
PN12RJ.vae.32321	1.732050808
PN14RK.vae.5901	1.732050808
PN10RG.vae.10218	1.732050808
PN1CA.bin.54	1.732050808
PN3CE.bin.4	1.732050808
PN10RR.vae.8239	1.732050808
PN14RM.vae.30501	1.732050808
PN6RQ.bin.108	1.732050808
PN5RA.vae.5961	1.732050808
PN3JG.bin.5	1.732050808
PN2RJ.vae.30272	1.732050808
PN15RD.vae.14904	1.732050808
PN8RI.vae.5552	1.732050808
PN3DG.bin.56	1.732050808
PN6RC.bin.176	1.732050808
PN1GJ.bin.9	1.732050808
PN5RB.vae.3219	1.732050808
PN2RE.vae.2835	1.732050808
PN2CB.bin.32	1.732050808
PN10RO.vae.2161	1.732050808
PN3CA.vae.4328	1.732050808
PN10RF.vae.9542	1.732050808
PN16RA.vae.68150	1.732050808
PN16RA.vae.13675	1.732050808
PN6RP.vae.77926	1.732050808
PN9RB.vae.27512	1.732050808
PN9RB.vae.52324	1.732050808
PN11RD.vae.20348	1.732050808
J276	1.732050808
PN3CC.vae.26171	1.732050808
PN1CE.bin.89	1.732050808
PN6RI.bin.110	1.732050808
PN13RK.vae.10127	1.732050808
PN13RK.vae.19292	1.732050808
PN10RN.bin.182	1.732050808
PN5RE.bin.165	1.732050808
PN12RG.bin.90	1.732050808
PN8RE.vae.28853	1.732050808
PN3LH.vae.14063	1.732050808
PN11RJ.vae.39599	1.732050808
PN5RA.vae.67410	1.732050808
PN5RG.vae.121717	1.732050808
PN6RA.bin.10	1.732050808
PN6RT.vae.25275	1.732050808
PN3RB.bin.56	1.732050808
PN5LE.vae.10689	1.732050808
PN16RI.vae.20113	1.732050808
PN1JE.bin.56	1.732050808
PN3CD.vae.38841	1.732050808
PN1LJ.vae.98180	1.732050808
PN13RA.vae.11960	1.732050808
PN8RL.bin.149	1.732050808
PN2RB.vae.12927	1.732050808
PN2CE.bin.38	1.732050808
PN13RO.vae.10291	1.732050808
PN1GE.bin.16	1.732050808
PN11RD.bin.63	1.732050808
PN1RH.vae.11488	1.732050808
PN10RP.vae.148402	1.732050808
PN15RJ.vae.4905	1.732050808
PN1RJ.bin.125	1.732050808
PN10RJ.bin.118	1.732050808
PN16RE.vae.30577	1.732050808
PN8RQ.bin.99	1.732050808
PN6RD.vae.25455	1.732050808
PN1RL.vae.10596	1.732050808
PN8RP.bin.137	1.732050808
PN8RQ.vae.11114	1.732050808
PN5RC.vae.8055	1.732050808
PN8RS.bin.88	1.732050808
PN13RE.vae.66355	1.732050808
PN1CB.vae.17334	1.732050808
PN1RC.vae.8095	1.732050808
PN3RD.vae.16036	1.732050808
PN8RK.bin.94	1.732050808
PN7RC.vae.10312	1.732050808
PN1RL.vae.35177	1.732050808
PN5LB.bin.198	1.732050808
PN6RI.vae.2480	1.732050808
PN11RK.vae.814	1.732050808
PN5LF.bin.48	1.732050808
PN3RD.vae.9286	1.732050808
PN1RH.bin.189	1.732050808
PN14RM.bin.124	1.732050808
PN10RF.vae.9448	1.732050808
PN10RD.vae.7968	1.732050808
PN5RE.vae.13625	1.732050808
PN3RA.bin.116	1.732050808
PN2RE.vae.2846	1.732050808
PN15RK.bin.7	1.732050808
PN5RH.vae.7509	1.732050808
PN1RD.bin.223	1.732050808
PN14RC.bin.108	1.732050808
PN5RE.vae.103030	1.732050808
PN8RO.vae.3999	1.732050808
PN7RJ.bin.112	1.732050808
PN3JG.bin.24	1.732050808
PN11RE.vae.35415	1.732050808
PN16RU.bin.17	1.732050808
PN6RB.bin.8	1.732050808
PN11RK.vae.102815	1.732050808
PN10RL.vae.8061	1.732050808
PN5RA.vae.64030	1.732050808
PN9RK.bin.47	1.732050808
PN1LD.bin.152	1.732050808
PN6RQ.bin.180	1.732050808
PN3CB.vae.31052	1.732050808
PN9RO.bin.142	1.732050808
PN8RQ.bin.136	1.732050808
PN5LC.vae.9455	1.732050808
PN15RE.bin.78	1.732050808
PN6RI.vae.18462	1.732050808
PN11RI.vae.51642	1.732050808
PN9RJ.bin.67	1.732050808
PN11RC.vae.35492	1.732050808
PN1RD.bin.272	1.732050808
PN3LD.bin.95	1.732050808
PN5CB.vae.4835	1.732050808
PN8RM.vae.13113	1.732050808
PN2CC.bin.88	1.732050808
PN10RH.vae.20479	1.732050808
PN14RE.bin.96	1.732050808
PN3LA.vae.19898	1.732050808
PN7RF.vae.60356	1.732050808
PN9RH.vae.994	1.732050808
PN10RN.bin.73	1.732050808
PN16RR.bin.160	1.732050808
PN14RD.bin.91	1.732050808
PN5LG.bin.131	1.732050808
PN2RB.vae.10840	1.732050808
PN12RG.bin.56	1.732050808
PN15RK.vae.25170	1.732050808
PN11RE.bin.178	1.732050808
PN5LG.vae.5458	1.732050808
PN3LC.bin.10	1.732050808
PN5CB.vae.27027	1.732050808
PN3CD.vae.19124	1.732050808
PN14RD.vae.41410	1.732050808
PN4RE.bin.8	1.732050808
PN2CA.vae.30002	1.732050808
PN6RB.bin.34	1.732050808
PN13RS.vae.29261	1.732050808
PN16RA.vae.1770	1.732050808
PN16RK.vae.20626	1.732050808
PN3LA.bin.49	1.732050808
PN2RC.vae.13718	1.732050808
PN10RD.vae.22907	1.732050808
PN16RE.bin.34	1.732050808
PN6RI.vae.12555	1.732050808
PN1CA.vae.23148	1.732050808
PN12RC.bin.47	1.732050808
PN3CH.vae.61649	1.732050808
PN5RG.bin.24	1.732050808
PN2RC.vae.4607	1.732050808
PN5CG.vae.60887	1.732050808
PN2RH.vae.22093	1.732050808
PN3RG.vae.16712	1.732050808
PN5RE.vae.103082	1.732050808
PN8RC.bin.103	1.732050808
PN15RA.bin.5	1.732050808
PN5RC.bin.217	1.732050808
PN14RQ.vae.76274	1.732050808
PN5RE.vae.85444	1.732050808
PN9RI.vae.53597	1.732050808
PN14RJ.bin.222	1.732050808
PN6RP.bin.105	1.732050808
CH28	1.732050808
PN5RC.bin.253	1.732050808
PN16RM.vae.1065	1.732050808
PN2RA.vae.251639	1.732050808
PN7RH.vae.37087	1.732050808
PN1RD.vae.28968	1.732050808
PN14RB.bin.73	1.732050808
PN14RH.bin.58	1.732050808
PN16RQ.bin.188	1.732050808
PN10RD.bin.153	1.732050808
PN10RO.bin.82	1.732050808
PN7RL.vae.10052	1.732050808
PN13RQ.vae.4980	1.732050808
PN16RH.bin.4	1.732050808
PN5RA.vae.21980	1.732050808
PN6RG.vae.26675	1.732050808
PN14RH.bin.60	1.732050808
PN1RI.vae.31873	1.732050808
PN9RQ.vae.1427	1.732050808
PN4RB.vae.84121	1.732050808
PN3RB.vae.2662	1.732050808
PN2RF.vae.40079	1.732050808
PN16RH.bin.164	1.732050808
PN11RG.vae.87033	1.732050808
PN7RA.bin.60	1.732050808
PN3RF.vae.13995	1.732050808
PN6RP.vae.4793	1.732050808
PN8RM.vae.48793	1.732050808
PN5RC.vae.14468	1.732050808
PN13RG.vae.43545	1.732050808
PN5CE.vae.12919	1.732050808
PN7RL.vae.4461	1.732050808
PN8RR.vae.25205	1.732050808
PN14RI.vae.6677	1.732050808
PN8RF.vae.2424	1.732050808
PN16RO.vae.2805	1.732050808
PN1RF.vae.5656	1.732050808
PN3LH.vae.11922	1.732050808
PN10RL.bin.49	1.732050808
PN1RA.bin.12	1.732050808
PN16RM.vae.10735	1.732050808
PN8RM.vae.20521	1.732050808
PN7RG.bin.162	1.732050808
PN10RN.bin.109	1.732050808
PN14RD.vae.68413	1.732050808
PN2RF.vae.2524	1.732050808
PN16RR.bin.78	1.732050808
PN2RH.bin.145	1.732050808
PN16RF.bin.170	1.732050808
PN8RG.vae.10847	1.732050808
PN16RP.vae.89974	1.732050808
PN14RB.vae.23181	1.732050808
PN14RD.bin.137	1.732050808
PN8RB.vae.15171	1.732050808
PN3LD.vae.54935	1.732050808
PN15RB.vae.92164	1.732050808
PN15RH.vae.12504	1.732050808
PN16RR.bin.55	1.732050808
PN15RK.vae.86164	1.732050808
PN3LD.vae.11938	1.732050808
PN2CG.bin.170	1.732050808
PN5CC.vae.50755	1.732050808
PN1RA.vae.1175	1.732050808
PN10RN.vae.22944	1.732050808
PN5RE.vae.19515	1.732050808
PN13RA.vae.27190	1.732050808
PN7RM.bin.170	1.732050808
PN11RJ.bin.205	1.732050808
PN8RG.bin.183	1.732050808
PN4RE.bin.75	1.732050808
PN9RK.vae.25277	1.732050808
PN14RQ.bin.207	1.732050808
PN4RG.vae.8229	1.732050808
PN13RG.vae.2876	1.732050808
PN14RO.vae.33693	1.732050808
PN1LD.vae.5683	1.732050808
PN12RD.vae.10282	1.732050808
PN10RK.bin.95	1.732050808
PN11RA.vae.49668	1.732050808
J1001	1.732050808
PN10RJ.vae.2376	1.732050808
PN12RF.bin.54	1.732050808
CH2	1.732050808
J427	1.732050808
PN8RR.vae.4854	1.414213562
PN5IA.bin.34	1.414213562
PN8RM.vae.508	1.414213562
PN2RD.bin.31	1.414213562
PN12RE.bin.117	1.414213562
PN14RC.vae.335	1.414213562
PN13RS.vae.16054	1.414213562
PN2JH.vae.1664	1.414213562
PN1DH.bin.3	1.414213562
PN1CE.bin.18	1.414213562
PN5RF.vae.4017	1.414213562
PN3DF.bin.18	1.414213562
PN5GA.vae.6292	1.414213562
PN1GJ.bin.90	1.414213562
PN11RH.bin.78	1.414213562
PN7RJ.vae.390	1.414213562
PN5LD.vae.9312	1.414213562
PN1CF.bin.53	1.414213562
PN7RN.bin.141	1.414213562
PN8RB.bin.150	1.414213562
PN2LC.vae.53418	1.414213562
PN1GK.bin.25	1.414213562
PN14RP.vae.111753	1.414213562
PN8RC.vae.6474	1.414213562
PN15RO.vae.261	1.414213562
PN8RF.bin.54	1.414213562
PN1RJ.vae.3602	1.414213562
PN5RH.vae.4409	1.414213562
PN11RI.vae.576	1.414213562
PN1RK.bin.254	1.414213562
PN6RC.bin.65	1.414213562
PN11RI.vae.288	1.414213562
PN16RK.vae.36348	1.414213562
PN10RP.vae.19791	1.414213562
PN5LF.vae.19924	1.414213562
PN1GD.bin.25	1.414213562
PN6RK.vae.81483	1.414213562
PN5CE.vae.6158	1.414213562
X28a	1.414213562
PN11RI.bin.118	1.414213562
PN16RQ.vae.9914	1.414213562
PN2LB.vae.2767	1.414213562
PN7RV.bin.107	1.414213562
PN6RC.vae.10670	1.414213562
PN8RS.vae.15767	1.414213562
PN3GD.bin.33	1.414213562
PN3GB.vae.7714	1.414213562
PN1CL.vae.62331	1.414213562
PN3JF.vae.16046	1.414213562
R78	1.414213562
PN5RG.vae.450	1.414213562
PN8RS.vae.9408	1.414213562
PN13RG.bin.11	1.414213562
PN9RN.vae.8861	1.414213562
PN10RO.vae.26865	1.414213562
PN6RF.vae.32939	1.414213562
PN15RD.vae.5788	1.414213562
PN7RA.vae.24338	1.414213562
PN10RS.vae.30369	1.414213562
PN13RB.bin.67	1.414213562
PN1LF.vae.3486	1.414213562
PN10RM.vae.8333	1.414213562
PN12RH.bin.61	1.414213562
PN14RI.vae.7554	1.414213562
PN3DF.bin.15	1.414213562
PN7RG.vae.32444	1.414213562
PN7RH.vae.14632	1.414213562
PN10RI.bin.149	1.414213562
PN3LG.bin.72	1.414213562
PN6RO.vae.45512	1.414213562
PN6RE.bin.46	1.414213562
PN16RF.bin.140	1.414213562
PN10RP.vae.14595	1.414213562
PN2RI.vae.11061	1.414213562
PN6RC.vae.11816	1.414213562
PN10RB.vae.19525	1.414213562
PN1GE.bin.83	1.414213562
PN3LE.bin.54	1.414213562
PN3RH.vae.16642	1.414213562
PN1LD.vae.9714	1.414213562
PN2JB.bin.10	1.414213562
PN1CJ.bin.98	1.414213562
PN5RF.bin.235	1.414213562
PN5LE.vae.18766	1.414213562
PN10RR.vae.17193	1.414213562
PN1CA.vae.30833	1.414213562
PN10RD.vae.2387	1.414213562
PN2CG.bin.10	1.414213562
PN12RG.vae.7281	1.414213562
PN2RA.bin.118	1.414213562
PN1RD.vae.160564	1.414213562
PN3RF.vae.24060	1.414213562
PN4RB.vae.16410	1.414213562
PN3CH.bin.113	1.414213562
PN1GB.bin.37	1.414213562
PN16RB.bin.91	1.414213562
PN2GE.bin.34	1.414213562
PN5LH.vae.12128	1.414213562
PN9RI.vae.69848	1.414213562
PN6RQ.vae.5580	1.414213562
PN8RD.bin.64	1.414213562
PN15RN.vae.4908	1.414213562
PN15RA.vae.5033	1.414213562
PN11RE.vae.24347	1.414213562
PN5RC.vae.30971	1.414213562
PN10RD.vae.8840	1.414213562
PN3GB.bin.51	1.414213562
PN9RI.vae.17238	1.414213562
PN12RH.bin.30	1.414213562
PN1RI.vae.25899	1.414213562
PN1CC.bin.18	1.414213562
PN7RJ.vae.644	1.414213562
PN10RB.vae.90602	1.414213562
PN5RG.bin.121	1.414213562
PN11RF.vae.22053	1.414213562
PN4RE.vae.130192	1.414213562
PN5GF.vae.5113	1.414213562
PN5RD.bin.223	1.414213562
PN8RC.vae.40903	1.414213562
PN10RO.vae.27464	1.414213562
PN2LD.vae.33551	1.414213562
PN6RB.vae.7066	1.414213562
PN10RO.bin.29	1.414213562
PN1CD.vae.41772	1.414213562
PN5RB.vae.46801	1.414213562
PN5LA.bin.172	1.414213562
PN8RA.vae.23359	1.414213562
PN13RB.vae.23509	1.414213562
PN9RK.vae.13598	1.414213562
PN11RG.bin.126	1.414213562
PN3CG.vae.18280	1.414213562
PN10RI.vae.10777	1.414213562
PN9RF.vae.9912	1.414213562
PN2RB.bin.21	1.414213562
PN4RE.vae.3744	1.414213562
PN5LF.vae.11880	1.414213562
PN1GC.vae.2069	1.414213562
PN11RJ.vae.75920	1.414213562
PN6RI.vae.2077	1.414213562
PN16RL.vae.5728	1.414213562
PN3JA.bin.20	1.414213562
PN2RJ.vae.1482	1.414213562
PN5CG.vae.35720	1.414213562
PN3LA.vae.103619	1.414213562
PN5RF.vae.5024	1.414213562
PN5IE.bin.89	1.414213562
PN1CD.vae.27075	1.414213562
PN11RA.vae.10405	1.414213562
PN3GD.bin.73	1.414213562
PN14RM.vae.194787	1.414213562
PN16RF.bin.12	1.414213562
PN4RE.vae.17329	1.414213562
PN16RA.vae.36252	1.414213562
PN11RE.bin.206	1.414213562
PN16RC.vae.23695	1.414213562
PN1JG.vae.32237	1.414213562
PN16RA.vae.15936	1.414213562
PN1CI.vae.99327	1.414213562
PN5RA.vae.15715	1.414213562
PN16RA.vae.10211	1.414213562
PN11RB.vae.1260	1.414213562
PN3JG.bin.42	1.414213562
PN16RQ.bin.36	1.414213562
PN6RO.vae.50337	1.414213562
PN16RC.bin.216	1.414213562
PN13RG.bin.74	1.414213562
PN10RD.bin.13	1.414213562
PN11RK.vae.21049	1.414213562
PN9RD.vae.4553	1.414213562
PN13RR.vae.25367	1.414213562
PN16RD.bin.84	1.414213562
PN11RN.bin.172	1.414213562
PN10RP.vae.2380	1.414213562
PN16RQ.bin.87	1.414213562
PN7RQ.vae.45980	1.414213562
PN3RF.vae.29991	1.414213562
PN5GG.bin.30	1.414213562
PN16RL.vae.12770	1.414213562
PN8RG.vae.14352	1.414213562
PN10RA.bin.62	1.414213562
PN11RM.bin.100	1.414213562
PN6RR.vae.795	1.414213562
PN5RB.bin.166	1.414213562
PN12RI.vae.9756	1.414213562
PN3CD.vae.22017	1.414213562
PN10RF.vae.16545	1.414213562
PN1GJ.vae.17654	1.414213562
PN11RA.bin.203	1.414213562
PN14RE.vae.12682	1.414213562
PN10RI.vae.2334	1.414213562
PN5RB.vae.38219	1.414213562
PN5RH.vae.5657	1.414213562
PN8RK.vae.51668	1.414213562
PN5RH.vae.10684	1.414213562
PN2RA.vae.40846	1.414213562
PN1GG.bin.46	1.414213562
PN3RF.bin.141	1.414213562
PN6RI.vae.12583	1.414213562
PN7RK.vae.3297	1.414213562
PN11RL.vae.5202	1.414213562
PN9RB.vae.21883	1.414213562
PN1RD.vae.34943	1.414213562
PN3GE.bin.43	1.414213562
PN3LA.vae.5366	1.414213562
PN11RE.vae.50946	1.414213562
PN5LD.vae.12340	1.414213562
