DATASET_SIMPLEBAR
SEPARATOR TAB

#数据集名称
DATASET_LABEL	simplebar_size
PN9RG.bin.55	2.320172
PN5LF.bin.11	2.319286
PN5RC.vae.11857	2.319242
PN5RA.bin.82	2.318984
J1114	2.317392
PN5CA.vae.31839	2.317268
PN5CC.bin.18	2.316247
PN6RC.bin.92	2.315257
PN16RQ.bin.188	2.315129
PN5RE.bin.323	2.315058
PN5CG.vae.28743	2.315028
PN16RR.bin.8	2.314104
PN5RA.bin.305	2.313023
PN13RS.bin.123	2.312846
PN14RB.bin.101	2.311399
PN3RD.vae.9286	2.311151
PN11RM.vae.18554	2.311088
PN8RR.vae.23432	2.310982
PN5CA.vae.62899	2.310392
PN7RQ.bin.85	2.309796
PN10RJ.vae.57880	2.309305
PN3CB.vae.44640	2.30819
PN8RC.vae.36546	2.307892
PN13RF.bin.5	2.307777
PN5CC.vae.7322	2.305111
PN10RP.vae.45483	2.303963
PN7RE.vae.3268	2.303874
PN1RJ.bin.150	2.303745
PN11RK.bin.123	2.302938
PN5RE.vae.7350	2.302698
PN15RE.vae.16672	2.300959
PN10RM.bin.150	2.300703
PN13RB.vae.8101	2.300043
PN2CG.bin.10	2.299796
PN9RI.bin.18	2.299614
PN16RU.vae.14478	2.299286
PN8RM.vae.5252	2.298496
PN10RJ.vae.62633	2.298099
PN14RH.bin.111	2.297729
PN14RF.vae.4766	2.295919
PN1JH.bin.49	2.295609
PN8RE.vae.10656	2.295076
PN8RL.vae.33528	2.295018
PN7RE.bin.59	2.294705
PN1LF.bin.6	2.294626
PN5RC.bin.237	2.29439
PN15RM.vae.10032	2.294024
PN3GH.vae.1435	2.29357
PN8RM.vae.3300	2.292343
PN12RD.vae.9679	2.292242
PN10RB.vae.3433	2.288959
PN11RA.vae.19652	2.287197
PN10RR.vae.16186	2.285068
PN1RH.vae.26417	2.281017
PN6RO.vae.14063	2.279838
CH7	2.279066
PN6RF.bin.20	2.278642
PN5GB.bin.6	2.278192
PN2LB.vae.1958	2.276919
PN7RE.vae.2160	2.276146
PN3RH.bin.93	2.275473
PN16RT.vae.89614	2.274125
PN12RC.bin.100	2.272795
PN1CL.vae.8614	2.272485
PN2RC.vae.9956	2.27082
PN5RD.bin.132	2.270411
PN6RF.vae.7774	2.270338
PN3RA.vae.610	2.269648
PN10RP.vae.4655	2.26949
PN5RG.vae.33178	2.269026
PN10RO.bin.29	2.26897
PN2RF.vae.33192	2.267925
PN5LA.bin.181	2.267831
PN8RC.bin.88	2.267616
PN5RC.vae.4441	2.2672
PN14RD.vae.79669	2.264975
PN11RH.vae.11653	2.26453
K340	2.264451
PN7RC.vae.10312	2.263899
PN5JF.vae.4331	2.262754
PN14RQ.vae.8935	2.262729
PN11RI.bin.91	2.262115
PN16RI.bin.85	2.261961
PN13RU.vae.21611	2.261896
PN5GB.bin.11	2.261743
PN7RF.vae.17723	2.261177
PN5CB.vae.4835	2.259035
PN6RO.vae.4683	2.258293
PN11RN.vae.9868	2.257494
PN1RL.vae.15923	2.256874
PN3GH.bin.14	2.256701
PN14RI.bin.51	2.25596
PN16RK.vae.18101	2.255665
PN10RA.vae.1832	2.255527
PN14RB.bin.73	2.255072
PN7RK.bin.178	2.254427
PN3RG.bin.41	2.254093
PN6RM.vae.12444	2.253804
PN5CG.vae.5625	2.253682
PN5LB.vae.1504	2.253581
PN10RH.bin.87	2.25286
PN16RT.bin.50	2.252234
PN3CA.vae.9529	2.252171
PN16RG.vae.23847	2.251896
PN7RT.vae.20564	2.251708
PN3RD.vae.4706	2.25113
PN2GJ.vae.6147	2.250358
PN3GE.bin.43	2.250032
PN10RF.vae.4766	2.249103
PN2CG.vae.5780	2.248457
PN13RE.bin.187	2.248215
PN16RC.vae.7759	2.248177
PN6RO.vae.41184	2.247841
PN12RC.bin.33	2.247773
PN5RG.vae.52961	2.246021
PN8RJ.bin.77	2.245835
PN3RD.vae.16036	2.243983
PN1RC.bin.199	2.243856
PN3LA.vae.490	2.243655
PN7RI.vae.5076	2.242733
PN15RI.vae.24372	2.242502
PN3JG.bin.48	2.242118
PN5LF.vae.16661	2.241691
K329	2.241287
PN15RE.vae.15126	2.240034
PN2CF.vae.12729	2.238388
PN11RI.vae.43284	2.238045
R5	2.237914
PN11RM.vae.652	2.237641
PN12RB.vae.57498	2.237351
PN3CA.bin.39	2.236219
PN6RS.bin.39	2.236022
PN1CF.bin.53	2.23575
PN6RC.vae.15743	2.23475
PN11RM.vae.4344	2.234498
PN9RK.bin.125	2.233696
PN8RE.bin.145	2.233352
PN5IA.bin.19	2.232014
PN11RC.vae.35492	2.23184
PN8RG.vae.44321	2.231668
PN8RO.vae.2239	2.231527
PN13RQ.vae.4980	2.231104
PN5LG.vae.10074	2.230812
PN5RB.bin.27	2.22934
PN15RO.bin.41	2.229178
PN15RM.vae.8105	2.228504
PN11RO.bin.183	2.227816
PN6RQ.bin.180	2.227748
PN9RJ.vae.14565	2.226708
PN2CI.vae.2677	2.226302
PN12RE.bin.122	2.226078
PN6RO.vae.20214	2.225696
PN9RB.vae.9726	2.224544
PN6RT.vae.22999	2.224464
PN3RA.bin.220	2.224108
PN8RK.vae.152763	2.223789
PN13RC.vae.87658	2.223361
PN14RC.vae.5517	2.223271
PN16RC.bin.14	2.221711
PN3CH.vae.58057	2.220922
PN13RT.vae.934	2.21854
PN10RC.bin.78	2.217938
PN3LC.vae.3950	2.217743
PN8RC.bin.167	2.216982
PN4RE.bin.172	2.216825
PN3DD.bin.1	2.216663
PN3RE.vae.25173	2.214573
PN5RA.vae.36318	2.214367
PN9RJ.bin.167	2.21403
PN5RH.bin.185	2.213605
PN6RI.vae.25890	2.213181
PN10RJ.vae.39342	2.213105
PN3GB.bin.76	2.212999
PN2GD.bin.7	2.211824
PN5CB.vae.60796	2.211113
PN10RB.bin.129	2.210493
PN2RE.bin.29	2.209655
PN3RA.bin.29	2.207512
PN11RF.vae.26781	2.207439
PN5JD.bin.61	2.207416
PN3GB.bin.19	2.207378
PN14RS.vae.7012	2.206151
PN8RO.vae.2840	2.205798
PN14RK.vae.22272	2.205613
PN14RD.bin.91	2.205556
J520	2.205061
PN10RK.vae.23166	2.204103
PN16RK.vae.36348	2.203965
PN6RI.bin.121	2.20366
PN9RJ.bin.208	2.203599
PN1CL.vae.22093	2.203343
PN16RP.bin.77	2.203339
PN2CG.vae.3032	2.203332
PN13RT.vae.412	2.203148
PN5RG.bin.109	2.202908
PN15RB.vae.6065	2.202575
J312	2.201921
PN13RA.vae.11960	2.198496
CH38	2.198175
PN2LJ.vae.28089	2.197596
PN8RI.bin.53	2.197151
PN6RL.vae.46963	2.196509
PN9RP.vae.4363	2.195069
PN2CE.bin.127	2.194755
PN7RD.vae.5371	2.194646
PN12RC.vae.3991	2.193859
PN14RH.vae.6914	2.19305
PN9RC.vae.5449	2.192607
PN10RM.vae.5165	2.191005
K319	2.190396
PN8RQ.bin.134	2.190071
PN6RK.bin.6	2.189097
PN7RE.vae.9209	2.188333
PN1CA.vae.35480	2.187894
PN13RR.vae.34023	2.187542
PN10RO.vae.8897	2.187091
PN5RE.bin.167	2.187068
PN3RF.vae.42242	2.18612
PN6RG.bin.120	2.185557
PN10RJ.vae.13829	2.184816
PN14RC.bin.108	2.184461
PN5RE.vae.51329	2.18341
PN7RE.bin.183	2.183107
PN13RB.vae.30613	2.182907
PN16RD.bin.42	2.182463
PN8RM.bin.200	2.182152
PN7RL.vae.577	2.181146
PN8RG.vae.10847	2.180776
PN3GB.vae.7714	2.179765
PN10RR.bin.26	2.178559
PN11RO.bin.20	2.177981
PN3RE.vae.10097	2.17669
PN3CD.vae.22017	2.175746
PN2CD.vae.17192	2.175575
PN16RF.vae.49807	2.175186
PN11RF.vae.43843	2.175088
PN3LD.bin.75	2.174257
PN2CG.bin.148	2.173431
PN10RP.vae.18017	2.172997
H64	2.172509
PN5RA.vae.2887	2.172202
PN3CB.vae.3351	2.17216
PN1GJ.bin.90	2.171481
PN5LD.vae.12589	2.171474
PN11RJ.vae.50594	2.170001
PN2CG.bin.134	2.169239
PN9RJ.vae.15972	2.169216
PN1RG.vae.2129	2.168939
PN5LF.bin.80	2.168627
PN5LD.vae.16582	2.168452
PN2RJ.vae.1482	2.167923
PN2CC.vae.17166	2.16654
PN2GE.vae.20285	2.165932
PN8RE.bin.60	2.16533
PN1CA.bin.84	2.16496
PN6RH.vae.7808	2.164781
PN8RQ.bin.136	2.164169
PN8RM.vae.48793	2.163164
PN10RO.bin.82	2.162666
PN5RA.vae.14566	2.162322
PN8RJ.bin.112	2.162254
PN7RG.vae.71998	2.16102
PN2CJ.bin.131	2.160842
PN5GE.vae.2810	2.160255
PN9RG.vae.6345	2.159678
PN10RL.bin.49	2.159513
PN10RQ.vae.11348	2.15937
PN16RR.vae.39651	2.157966
PN10RB.vae.64619	2.156915
PN7RG.vae.7305	2.156186
PN10RH.bin.190	2.154987
PN16RA.vae.68150	2.15372
PN5LF.vae.5054	2.153284
PN6RF.bin.18	2.153107
PN3LA.bin.24	2.15288
PN3GF.bin.45	2.152519
PN10RB.vae.57037	2.152198
PN6RC.vae.11816	2.152019
PN2GC.bin.42	2.151961
PN3CF.bin.178	2.151775
PN5LG.vae.9777	2.150532
PN3RH.vae.5702	2.150417
PN9RH.vae.9560	2.149749
PN6RP.vae.77926	2.149348
PN3RD.bin.32	2.149201
PN8RS.vae.15767	2.148675
PN15RB.vae.155435	2.148494
PN1LD.vae.41572	2.148212
PN5JD.vae.7370	2.147446
PN1CD.vae.23152	2.145766
PN10RB.vae.19525	2.144578
PN11RG.vae.47579	2.143888
PN12RE.vae.6990	2.14387
PN11RK.vae.3461	2.142423
PN10RS.vae.14750	2.141772
PN8RS.vae.3301	2.141728
PN7RG.bin.22	2.140814
PN16RM.bin.80	2.13838
PN8RC.bin.160	2.137642
PN16RN.vae.13447	2.136023
PN8RE.vae.56070	2.135793
PN5RH.vae.15485	2.13577
PN7RM.bin.170	2.13535
PN2CC.bin.133	2.135278
PN10RI.vae.13870	2.134419
PN5LE.bin.182	2.134198
PN3LA.vae.16192	2.134175
PN10RI.vae.3953	2.133991
PN13RJ.vae.8247	2.13389
PN8RH.vae.18486	2.133659
PN3CD.vae.19124	2.133524
PN5CF.vae.63495	2.133065
PN16RT.vae.9023	2.13264
PN3CF.vae.69780	2.132287
PN3JG.bin.78	2.132174
PN6RB.bin.220	2.13215
PN6RN.vae.18953	2.132087
PN5RD.vae.76495	2.131618
PN12RI.bin.136	2.130323
PN5LD.vae.1684	2.130205
PN4RA.vae.6628	2.129646
PN1GE.bin.83	2.128342
PN1CD.vae.41772	2.127559
PN8RR.vae.25642	2.126863
PN1RE.vae.4637	2.126449
PN5IH.vae.665	2.125309
PN8RD.vae.25827	2.125284
PN5LB.bin.158	2.123943
PN1GG.bin.16	2.123732
PN1GG.bin.47	2.123656
PN11RD.bin.129	2.123262
PN7RE.vae.58404	2.122842
PN3LA.vae.4360	2.122782
PN11RD.vae.13902	2.122023
PN7RS.bin.135	2.121876
PN10RE.vae.35066	2.121121
PN8RP.vae.11599	2.120701
PN9RE.vae.43533	2.120487
PN10RR.bin.138	2.119405
PN3RB.vae.14931	2.117812
PN10RL.vae.34513	2.117741
PN7RL.vae.747	2.11683
PN5RA.bin.56	2.116579
PN5LF.bin.295	2.116447
PN6RA.vae.5473	2.116423
PN9RP.vae.118	2.114667
PN16RB.bin.70	2.113872
PN1RL.vae.7838	2.113245
PN1GJ.bin.91	2.113108
PN16RT.bin.100	2.112915
PN1RC.vae.12718	2.111929
PN10RD.vae.2040	2.111078
PN10RO.vae.32421	2.111073
PN13RQ.vae.314	2.110938
PN12RH.vae.10048	2.109497
PN2RE.vae.15616	2.109338
PN8RA.bin.133	2.108573
PN5RG.vae.86065	2.108101
PN16RR.bin.160	2.108037
PN5RA.vae.11471	2.107109
PN2RA.vae.69411	2.106739
PN15RB.vae.9378	2.106252
PN6RC.vae.3148	2.104809
PN2RJ.bin.167	2.104357
PN5JC.vae.770	2.104066
PN1GK.bin.25	2.103861
PN3GB.bin.12	2.103596
PN10RR.vae.3741	2.10348
PN7RJ.vae.3395	2.103444
PN5RF.vae.140329	2.102902
PN11RC.vae.11465	2.101372
PN3RG.vae.16712	2.100796
PN5IE.bin.107	2.100716
J1391	2.099794
PN1LI.vae.2220	2.099682
PN9RI.vae.69848	2.099616
PN10RR.bin.21	2.098988
PN1CL.vae.62331	2.098122
PN11RA.vae.10405	2.097775
PN5CE.vae.12919	2.097073
PN5CF.vae.25518	2.096778
PN2LE.vae.579	2.096501
PN10RS.vae.11887	2.096006
PN11RO.bin.158	2.095756
PN6RS.bin.92	2.09548
PN5JH.bin.28	2.095275
PN3CB.vae.17327	2.094589
PN3CB.bin.185	2.09358
PN4RA.bin.102	2.092596
PN13RL.bin.167	2.092472
PN13RC.vae.14047	2.09184
PN6RK.bin.124	2.091436
PN14RA.vae.10105	2.091154
PN5CC.bin.127	2.09074
PN7RN.vae.23254	2.090694
PN11RG.vae.2977	2.090544
PN3GA.bin.54	2.090172
PN5CA.bin.135	2.089651
PN13RG.vae.43545	2.089515
PN5LB.bin.186	2.089322
PN5RE.vae.35018	2.089311
PN5RF.vae.27605	2.089233
PN8RP.vae.5283	2.088669
PN4RB.vae.859	2.088578
PN3DG.bin.89	2.088563
K67	2.088374
PN12RA.vae.7782	2.088091
PN7RQ.vae.24053	2.087357
PN3GB.vae.4040	2.087156
PN2JC.vae.28754	2.086517
PN3RD.bin.86	2.08586
PN10RC.vae.31866	2.085842
PN10RA.bin.28	2.083015
PN16RM.vae.54418	2.082746
PN2CE.bin.38	2.082012
H100	2.081546
PN5LD.vae.12340	2.08122
PN16RO.vae.4631	2.081164
PN12RI.vae.6826	2.08034
PN5LD.vae.12064	2.07999
PN12RG.vae.22175	2.079317
PN10RM.vae.12084	2.079139
PN8RB.vae.19883	2.0785
PN10RP.bin.55	2.077899
PN1LD.bin.119	2.077762
PN13RQ.vae.23495	2.076848
PN7RG.vae.32444	2.076039
PN10RN.vae.63041	2.075385
PN11RF.bin.92	2.074462
PN1RA.vae.8397	2.07445
PN10RJ.bin.144	2.074177
PN14RK.vae.28654	2.073892
PN3RE.vae.35572	2.073797
H222	2.073618
PN16RU.vae.6427	2.073052
PN15RO.bin.135	2.073023
PN16RI.bin.110	2.072855
PN10RD.bin.153	2.072309
PN12RD.bin.155	2.071821
PN2LF.bin.88	2.069498
PN8RS.vae.39850	2.069141
PN8RP.vae.3124	2.068448
PN10RB.bin.92	2.068332
PN12RF.bin.98	2.068258
PN6RE.vae.5312	2.06798
PN4RG.vae.33620	2.067926
PN9RJ.vae.56010	2.067255
PN7RS.bin.117	2.067179
PN14RQ.bin.167	2.066757
PN6RO.bin.102	2.066166
PN8RL.bin.149	2.065921
PN3RD.vae.17069	2.065304
PN11RO.bin.34	2.064843
PN1RD.vae.55235	2.063408
PN15RK.vae.25170	2.063219
PN12RJ.bin.88	2.06296
PN1RF.vae.8342	2.062945
PN6RM.bin.60	2.062926
PN2GD.bin.23	2.061554
PN5RF.vae.257	2.060126
PN5LD.vae.927	2.059849
PN10RJ.vae.2376	2.058978
PN8RK.vae.40964	2.058242
PN6RO.vae.99779	2.057343
PN7RE.vae.45053	2.055646
PN3GD.vae.11167	2.055463
PN14RI.bin.213	2.054682
PN6RJ.vae.156555	2.054478
PN8RJ.vae.7960	2.054035
PN3RG.vae.15371	2.053679
PN8RO.bin.102	2.0531
PN15RD.vae.17892	2.052757
PN16RK.bin.136	2.051883
PN1RE.vae.4017	2.051138
PN6RI.vae.2330	2.050622
PN3CB.bin.38	2.050111
PN8RC.bin.93	2.049665
H198	2.049478
PN9RI.vae.53597	2.049442
PN1JE.bin.56	2.049016
PN12RG.vae.7281	2.048693
PN16RR.bin.56	2.047855
PN16RL.vae.18776	2.046912
PN1LF.vae.4791	2.046576
PN8RK.bin.153	2.045494
PN12RC.bin.47	2.045354
PN3CA.vae.26312	2.044805
PN14RT.vae.40680	2.044675
PN16RR.vae.90224	2.044039
PN14RH.vae.60503	2.043953
PN3JH.bin.22	2.04375
PN8RC.bin.102	2.043707
PN10RI.bin.119	2.042195
PN3GH.vae.3016	2.042148
PN2RD.bin.31	2.041483
PN7RV.vae.20698	2.041357
PN8RL.vae.16622	2.040149
R35	2.039836
PN5RB.vae.542	2.039814
PN4RA.vae.33526	2.039204
PN15RI.bin.107	2.038882
PN5LE.vae.10689	2.038182
PN16RO.vae.3839	2.038023
PN1RA.vae.14534	2.036921
PN6RT.vae.19627	2.036865
PN1GD.vae.23015	2.036813
PN11RI.bin.118	2.036692
PN12RH.bin.7	2.036662
PN10RR.vae.17193	2.036574
PN6RC.vae.3581	2.036483
PN7RT.vae.8749	2.036412
PN16RT.vae.55935	2.035957
PN5RB.vae.19792	2.035747
PN2RC.vae.4607	2.035602
PN2RC.bin.129	2.035493
PN5CG.bin.265	2.035434
PN14RK.vae.5901	2.034634
PN4RE.bin.70	2.034537
PN11RL.vae.9447	2.031549
PN1JE.bin.63	2.031146
PN1CH.vae.93024	2.030732
PN10RQ.vae.15095	2.030378
PN2CH.vae.27671	2.030354
PN3GB.vae.4466	2.029375
PN3CA.bin.99	2.029186
PN16RP.vae.38909	2.028498
PN16RF.vae.1970	2.02831
PN8RM.vae.23004	2.028161
PN6RB.vae.1691	2.02804
PN5RB.bin.251	2.027944
PN5RH.bin.84	2.027142
PN1RE.bin.150	2.026848
PN5RD.bin.57	2.025935
PN10RD.bin.48	2.025542
PN3CG.vae.9098	2.025303
PN10RB.vae.75587	2.025197
J1119	2.025136
PN5LC.vae.3858	2.024317
PN14RL.bin.170	2.023955
PN13RQ.bin.227	2.023297
PN3RB.bin.55	2.022951
PN7RV.vae.8510	2.02269
PN9RO.bin.142	2.022225
PN5LF.bin.107	2.022212
PN2RJ.vae.16485	2.022125
PN10RB.vae.48460	2.022072
PN10RS.vae.21007	2.021671
PN10RF.vae.5320	2.021367
PN10RD.bin.112	2.020957
PN8RS.bin.88	2.019693
PN4RA.bin.40	2.019469
PN10RH.vae.91881	2.019159
PN12RE.bin.72	2.018907
PN7RF.vae.38499	2.018476
PN6RM.vae.14177	2.018363
PN1LD.bin.152	2.017872
PN3CD.bin.116	2.017588
PN5RF.vae.7282	2.017072
PN2CI.vae.879	2.016847
PN11RN.vae.8734	2.015525
PN3CH.vae.19501	2.01514
PN3LF.bin.44	2.012958
PN12RJ.vae.37198	2.011825
PN14RH.bin.58	2.011128
PN5LG.bin.35	2.010906
PN16RL.bin.52	2.01024
PN4RE.bin.18	2.009776
PN8RM.vae.6944	2.009454
PN5LF.vae.11880	2.008941
PN5GH.vae.22826	2.008278
PN10RS.vae.18429	2.008146
PN1CA.bin.150	2.006562
PN5CA.vae.9885	2.004019
PN9RJ.vae.40224	2.003353
PN8RD.vae.8264	2.003067
PN1RC.vae.1239	2.002796
PN8RO.vae.4975	2.002579
PN5RE.bin.246	2.002187
PN3RE.bin.61	2.002146
PN16RV.vae.14979	2.001134
PN15RB.vae.111800	2.001089
PN6RF.bin.174	2.000076
PN6RB.vae.18442	1.998839
G32	1.99858
PN3GF.bin.46	1.998333
R78	1.997466
PN16RE.vae.7477	1.997218
PN10RO.vae.58256	1.995762
PN10RH.bin.3	1.99507
PN6RO.bin.136	1.994769
PN1GF.bin.37	1.994166
PN3LB.bin.24	1.994107
PN6RP.vae.19582	1.993901
PN3CA.vae.3419	1.993411
PN3RH.vae.1356	1.991673
PN15RM.bin.13	1.991234
PN5RF.bin.283	1.990728
PN5CF.vae.5712	1.989006
PN8RL.vae.41420	1.98887
PN11RJ.bin.205	1.988693
PN13RI.vae.33305	1.988682
PN14RI.vae.7554	1.988231
PN10RA.vae.5622	1.987928
PN1CD.vae.19287	1.987879
PN8RO.bin.62	1.987672
PN11RA.vae.1033	1.987049
PN15RE.bin.134	1.985661
PN5RC.bin.232	1.983973
PN5RE.bin.97	1.983915
PN10RI.vae.2839	1.983388
PN12RI.vae.7954	1.983045
PN5LA.bin.224	1.982679
PN2LD.vae.33551	1.981342
PN5GE.bin.22	1.980971
PN8RC.bin.197	1.979085
PN2RB.vae.21973	1.978802
PN11RN.bin.93	1.978772
PN13RC.vae.7082	1.978689
PN15RP.vae.1355	1.978025
PN5RH.vae.10684	1.977457
PN15RP.vae.37429	1.977283
PN1CD.bin.40	1.97633
PN8RK.bin.49	1.975379
PN6RA.vae.93628	1.975058
PN2GE.bin.22	1.973793
PN6RF.bin.48	1.973342
PN3RF.vae.29991	1.972777
PN1CK.bin.25	1.972411
PN14RP.vae.111753	1.97213
PN6RJ.vae.41625	1.972119
PN1RD.bin.152	1.971834
PN5CC.vae.66275	1.969835
PN12RI.vae.889	1.969118
PN2CD.vae.20473	1.968673
PN8RC.bin.109	1.968473
K338	1.968008
PN3LE.vae.45329	1.967368
PN5CE.vae.10264	1.967235
PN3RF.bin.74	1.966049
PN2RB.vae.12927	1.965652
PN13RP.bin.156	1.965346
PN9RD.vae.4553	1.965041
PN4RE.bin.135	1.96463
PN3CB.vae.52354	1.964588
PN13RI.vae.4653	1.964324
PN15RO.vae.4522	1.964067
PN6RK.bin.140	1.963915
PN3CF.bin.3	1.962617
PN6RC.vae.19415	1.961813
PN14RM.bin.95	1.961229
PN12RB.bin.61	1.960317
PN9RJ.vae.12821	1.96029
PN14RB.vae.23181	1.959809
PN1GC.bin.52	1.959731
PN5RG.vae.450	1.959459
PN1RL.bin.199	1.958962
PN9RO.vae.4921	1.957592
PN13RO.vae.45168	1.957591
PN10RS.vae.17941	1.956796
PN10RP.vae.14595	1.956767
PN13RC.vae.13024	1.956533
PN6RS.vae.155494	1.955
PN1RD.vae.34943	1.954611
PN3RA.vae.80477	1.954558
PN6RR.bin.27	1.9539
PN6RD.vae.25455	1.953856
PN6RF.vae.27684	1.953206
PN3LD.bin.79	1.952264
PN7RG.bin.178	1.951623
PN13RH.bin.5	1.951617
PN5LH.vae.12128	1.951329
PN8RR.bin.122	1.951303
PN6RQ.bin.154	1.950984
PN1JE.vae.20171	1.950897
PN1RD.vae.76817	1.950288
PN5LF.vae.16822	1.950283
PN14RB.vae.21314	1.949198
PN12RG.vae.28594	1.948884
PN16RM.bin.176	1.947976
PN5RB.vae.25072	1.947023
PN1GG.bin.69	1.946708
PN1CG.vae.31761	1.946498
PN1RK.vae.1860	1.946409
PN5RE.bin.306	1.945993
PN6RN.vae.3728	1.94578
PN16RS.bin.119	1.945547
PN6RD.vae.2816	1.945387
PN5RB.vae.38219	1.944972
PN3RG.bin.96	1.944745
PN11RK.vae.24606	1.944102
PN10RR.bin.84	1.944017
PN2CI.vae.6379	1.943535
PN5RE.vae.13625	1.943032
PN1LI.vae.9957	1.943016
PN10RS.vae.31748	1.941852
PN5RG.vae.12730	1.940851
PN1CD.bin.8	1.94051
PN5RH.vae.1187	1.938066
PN10RB.vae.21862	1.937423
PN10RP.vae.27143	1.937398
PN15RO.vae.13299	1.937273
PN14RA.bin.96	1.937148
PN5LG.vae.5458	1.936985
PN1GD.bin.25	1.936467
PN16RU.vae.32404	1.935155
PN3RD.bin.147	1.933918
PN12RG.vae.2658	1.93377
PN14RQ.bin.173	1.933548
PN13RU.vae.8201	1.93318
PN3RB.vae.44633	1.932828
PN10RH.vae.1653	1.932758
PN5RF.bin.177	1.931925
PN1RH.vae.21008	1.93176
PN8RK.bin.94	1.931676
PN11RO.vae.14900	1.930781
PN5RG.bin.63	1.930306
PN11RN.bin.19	1.929225
PN5RC.vae.5206	1.927771
PN6RF.bin.135	1.927208
K273	1.92678
PN1GG.vae.28871	1.926767
PN5CC.vae.50755	1.926398
PN9RB.vae.37285	1.925255
PN3RB.vae.2662	1.924508
PN3GD.bin.22	1.924472
PN5LG.vae.1874	1.924202
PN8RS.vae.9408	1.924018
PN8RP.bin.166	1.923306
PN5GA.vae.6292	1.92291
PN1RC.bin.224	1.922773
PN13RO.vae.51403	1.922182
PN16RB.bin.164	1.92208
PN11RA.vae.8181	1.921967
PN7RE.bin.29	1.921617
PN5RC.vae.11842	1.92096
PN6RI.bin.110	1.920243
PN4RE.vae.32418	1.920158
PN7RP.vae.19543	1.919799
PN3JG.bin.2	1.919774
PN16RR.vae.26068	1.919189
PN15RL.vae.36467	1.918921
PN1RE.vae.21623	1.918767
PN4RH.vae.13294	1.918691
PN3LD.vae.54935	1.91818
PN8RA.vae.11727	1.917966
PN6RQ.bin.90	1.91779
PN10RH.vae.12867	1.915807
PN10RB.bin.39	1.91554
PN2CG.bin.49	1.915206
PN3DG.bin.56	1.915105
PN3RD.bin.39	1.914739
PN14RJ.vae.18394	1.914596
PN14RB.bin.196	1.914212
PN1RH.bin.217	1.914101
PN5LB.vae.1462	1.913907
PN16RT.bin.223	1.913897
PN14RN.vae.373	1.913718
PN1CA.vae.30833	1.913676
PN12RI.vae.26997	1.912561
PN8RC.vae.62983	1.912338
PN14RO.bin.122	1.912317
PN11RI.vae.576	1.911133
PN16RC.vae.26035	1.910928
PN10RG.bin.62	1.910623
PN7RM.vae.3041	1.910608
PN10RO.vae.13997	1.909419
PN2RG.bin.62	1.908419
PN3CG.vae.3495	1.908009
PN4RD.vae.10709	1.907874
PN10RC.vae.8821	1.907791
PN4RE.bin.153	1.907093
PN3CF.vae.20389	1.906358
PN16RT.bin.87	1.906253
PN2CD.vae.19363	1.905895
PN6RQ.vae.16531	1.905573
PN9RJ.vae.18632	1.905382
PN10RD.vae.68802	1.905104
PN1GE.bin.16	1.904943
PN11RO.vae.13758	1.904372
PN16RK.vae.8937	1.904308
PN11RK.vae.9311	1.903015
PN11RD.bin.142	1.902726
PN11RE.bin.27	1.902604
PN10RF.vae.9549	1.901627
PN1RB.vae.6396	1.901338
PN14RN.vae.9396	1.900896
PN5RB.bin.277	1.90034
PN1RK.vae.7227	1.900262
PN6RI.vae.12583	1.900145
PN15RP.bin.110	1.900083
PN9RK.vae.25277	1.900062
PN8RS.bin.57	1.899847
PN6RC.vae.27573	1.899591
PN3RF.vae.13995	1.899339
PN11RG.bin.31	1.899223
PN5RH.vae.15428	1.898814
PN3CA.bin.94	1.898422
PN11RG.bin.24	1.897878
PN8RQ.bin.99	1.896808
PN4RA.vae.5061	1.895973
PN11RK.bin.57	1.89527
PN6RS.vae.32942	1.894507
PN1RC.vae.31697	1.893774
PN2LB.bin.114	1.893492
PN6RD.vae.5253	1.893304
PN14RD.vae.68413	1.893097
PN6RK.bin.30	1.891781
PN11RK.vae.102815	1.889818
PN11RK.vae.814	1.889815
PN3LA.bin.49	1.889786
PN2LJ.vae.9188	1.889545
PN3CB.vae.2124	1.889336
PN5RC.vae.89543	1.887558
PN1RA.vae.9654	1.887339
PN3CA.vae.75723	1.88712
PN8RE.bin.181	1.886098
PN5RA.vae.103884	1.885826
PN1CD.vae.18107	1.885817
PN5RD.vae.11977	1.885731
PN13RJ.bin.202	1.885686
PN15RC.vae.11312	1.885667
PN7RQ.vae.4036	1.885647
PN3RE.vae.18140	1.884608
PN3RG.bin.208	1.883542
PN6RP.vae.10731	1.883394
PN16RH.vae.11381	1.883339
PN16RC.vae.6676	1.882904
PN3RG.vae.8833	1.882562
PN3CA.vae.47362	1.882003
PN16RT.vae.19994	1.881813
PN6RQ.bin.177	1.878876
PN10RA.vae.11136	1.878508
PN6RC.vae.14954	1.878378
PN16RS.bin.57	1.877689
PN10RS.vae.30369	1.877542
PN5RC.bin.253	1.8775
PN7RU.vae.57803	1.877456
PN6RI.bin.103	1.876449
PN16RD.vae.6276	1.8762
PN1RL.bin.29	1.875124
PN8RG.bin.154	1.874282
PN5RA.vae.24964	1.874079
PN1RB.vae.23408	1.871964
PN6RE.vae.2948	1.870564
PN14RC.bin.72	1.869116
PN2LI.vae.6761	1.868886
PN5RA.bin.5	1.868451
PN3GF.bin.30	1.86826
