DATASET_GRADIENT
#In gradient datasets, each ID is associated to a single numeric value which is converted to a colored box based on the gradient defined.

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throught this file.
SEPARATOR TAB
#SEPARATOR SPACE
#SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL	abundance
PN1GJ.vae.17654	1.981072007
PN11RI.vae.36013	1.980135399
PN10RL.bin.190	1.979648119
PN3RB.vae.22250	1.979397285
PN2RJ.bin.21	1.978528518
PN5RA.vae.24964	1.977553846
PN15RI.bin.82	1.975734253
PN2CG.vae.9399	1.975151901
PN5RE.vae.51329	1.973887337
PN11RA.bin.203	1.973842651
PN4RE.vae.33932	1.973621832
PN10RN.vae.63041	1.973554527
PN10RC.vae.8821	1.97347751
PN1JJ.vae.12846	1.973473945
PN5LC.bin.191	1.973204019
PN12RG.bin.90	1.973178563
PN8RE.vae.28853	1.973155647
PN3LH.vae.14063	1.973019866
PN1RK.vae.9763	1.972309968
PN11RJ.vae.39599	1.971807027
PN14RE.vae.12682	1.971586403
PN10RI.vae.2334	1.971539438
PN8RB.vae.4988	1.970159364
PN8RO.vae.220	1.970017706
PN5RB.vae.38219	1.969762597
PN5RE.bin.154	1.966610514
PN14RM.vae.18396	1.966421801
PN6RS.bin.9	1.966396792
PN5RA.vae.67410	1.965957111
PN2RB.vae.20406	1.965493644
PN14RI.vae.889	1.965072504
PN10RD.vae.20059	1.964906649
PN5CB.vae.15962	1.964669901
PN2CA.bin.102	1.96464212
PN12RJ.bin.184	1.964376303
PN10RO.vae.16077	1.96359019
PN5RB.bin.27	1.962675108
PN8RP.vae.18878	1.96256444
PN1IB.vae.5971	1.962317969
PN10RJ.vae.58360	1.961967808
PN8RO.vae.13817	1.961392751
PN1RE.vae.4637	1.961331264
PN1RB.bin.148	1.961224803
PN2CC.vae.102026	1.960215918
PN5JH.bin.57	1.959499353
PN5RH.vae.5657	1.958854739
PN15RI.vae.45959	1.958469966
PN5RG.vae.121717	1.958360621
PN10RH.vae.1640	1.958229047
PN8RK.vae.51668	1.957758061
PN10RD.vae.8579	1.957167983
PN16RD.bin.91	1.95712684
PN3RF.vae.37328	1.957091343
PN5RF.bin.283	1.956762246
PN3RG.vae.41243	1.956237714
PN6RA.bin.10	1.956015113
PN14RO.bin.164	1.955650654
PN3CB.bin.18	1.955408431
PN8RR.bin.210	1.954997985
PN14RQ.vae.3291	1.954839571
PN5RB.bin.277	1.954756209
PN5RH.vae.10684	1.954401587
PN10RH.vae.8546	1.953339121
PN11RG.bin.160	1.952955417
PN6RT.vae.25275	1.952784489
PN5CB.bin.143	1.952095519
PN12RJ.vae.3601	1.951821098
PN3RB.bin.56	1.951524884
PN2LC.bin.42	1.951386763
PN1CA.vae.690	1.951178097
PN2RA.vae.40846	1.950313949
PN5LE.vae.10689	1.949313531
PN1GG.bin.46	1.949204872
PN3RF.bin.141	1.949148201
PN1JG.bin.27	1.947652038
PN14RC.bin.72	1.946745834
PN16RI.vae.20113	1.946460458
PN6RI.vae.12583	1.946189238
PN6RQ.vae.928	1.946011809
PN6RC.vae.15743	1.945487831
PN6RT.vae.52612	1.945022647
PN8RP.vae.11599	1.944853141
PN13RT.vae.12509	1.944610853
PN8RG.bin.154	1.944012023
PN10RG.vae.1394	1.943988919
PN1RI.vae.42105	1.942906195
PN7RK.vae.3297	1.942624954
PN11RL.vae.5202	1.942605992
PN9RB.vae.21883	1.941435178
PN6RK.bin.147	1.940289086
PN11RM.vae.4344	1.939227573
PN8RM.vae.23004	1.938313658
PN2CE.bin.127	1.937987326
PN3LD.vae.11983	1.937393833
PN9RE.bin.207	1.936940517
PN11RH.bin.120	1.936290256
PN16RB.bin.164	1.936280829
PN1RD.vae.34943	1.935115831
PN10RB.bin.129	1.934476948
PN13RH.bin.5	1.933631049
PN3CB.vae.3351	1.932937127
PN3GE.bin.43	1.932483106
PN13RU.vae.8201	1.931856728
PN1RD.vae.35317	1.931437506
PN5CF.vae.3781	1.931109649
PN5RF.bin.155	1.930023085
PN5LD.vae.1684	1.929861907
PN16RQ.vae.723	1.929551562
PN1JE.bin.56	1.92954585
PN3LA.vae.5366	1.929356978
PN3CD.vae.38841	1.929325775
PN6RO.vae.41184	1.928484253
PN11RD.bin.119	1.928461777
PN11RE.vae.50946	1.928047277
PN3LB.bin.64	1.927872259
PN1LJ.vae.98180	1.927349474
PN10RA.vae.55780	1.926381225
PN5LD.vae.12340	1.924899066
PN5RG.vae.12730	1.924848082
PN2CG.bin.49	1.924628987
PN5RD.bin.63	1.92433762
PN3DG.bin.30	1.923915314
PN10RD.vae.14324	1.923703797
PN6RL.vae.46963	1.923590524
PN10RJ.vae.13829	1.923552448
PN8RH.vae.459	1.922846715
PN9RE.bin.135	1.922471308
PN1RC.vae.13658	1.921920083
PN1RA.vae.9885	1.920680082
PN1GE.vae.19718	1.92039796
PN13RA.vae.11960	1.919740479
PN11RI.vae.1829	1.918437279
PN7RM.vae.3041	1.917647278
PN5CB.vae.60796	1.917065908
PN6RF.vae.28618	1.916596868
PN1RE.vae.5820	1.915482316
PN16RG.vae.49494	1.91528409
PN3DD.vae.3228	1.915249497
PN8RL.bin.149	1.915229352
PN2RB.vae.12927	1.914781398
PN13RE.vae.41335	1.914410608
PN2RC.vae.2778	1.913546454
PN1GJ.bin.70	1.91292187
PN1RD.bin.202	1.912828571
PN6RI.vae.38939	1.912195654
PN2CE.bin.38	1.910965337
PN10RJ.bin.164	1.910616793
PN6RQ.bin.7	1.910446831
J548	1.910087897
PN3CB.vae.27763	1.909778329
PN5RE.vae.36641	1.90972594
PN15RF.bin.18	1.909581583
PN13RN.bin.171	1.908895751
PN10RE.vae.3402	1.908769937
PN3CH.vae.104815	1.908583754
PN1CC.bin.32	1.908372269
PN10RF.vae.9549	1.906980388
PN3RF.vae.10837	1.906877789
PN1CB.vae.4781	1.90578695
PN10RP.vae.37655	1.905728628
PN11RA.bin.84	1.905140468
PN16RR.bin.25	1.904807824
PN15RC.vae.93681	1.904345014
PN1RC.vae.11645	1.904197544
PN5CE.vae.6857	1.902838981
PN10RO.vae.49396	1.902627247
PN2CB.bin.43	1.902251628
PN7RJ.vae.3395	1.901075356
PN7RD.vae.2664	1.90105117
PN10RD.bin.77	1.90024303
PN3RG.vae.1958	1.899387913
PN5CC.vae.38378	1.899060591
PN10RH.bin.87	1.898829106
PN16RR.vae.38495	1.898416184
PN10RR.vae.8502	1.898041008
PN13RO.vae.10291	1.897870362
PN11RK.vae.11286	1.897595473
PN16RT.bin.50	1.897337192
PN11RE.vae.12252	1.897219883
PN1GF.vae.11730	1.896629354
PN1RL.vae.5420	1.89534334
PN10RL.bin.92	1.894813041
PN1LC.bin.75	1.894326409
PN8RC.bin.75	1.893628168
PN12RD.vae.11021	1.893538459
PN10RJ.vae.32410	1.893334633
PN7RD.bin.108	1.893025692
PN11RK.vae.9311	1.892810742
PN1RA.vae.5840	1.891866499
PN1RL.vae.14061	1.890824336
PN2RF.vae.7280	1.890278384
PN1GE.bin.16	1.889595178
PN2CA.vae.13121	1.889183903
PN11RD.bin.63	1.888780349
PN13RS.vae.7612	1.888547544
PN8RM.vae.3712	1.887925238
PN1RH.vae.11488	1.887373011
PN10RP.vae.148402	1.886814613
PN16RN.vae.13447	1.886729113
PN8RF.vae.1780	1.88670935
PN6RC.vae.3148	1.88570307
PN10RS.vae.6037	1.885678756
PN6RL.vae.2267	1.885575225
PN3LE.vae.8991	1.884750891
PN13RJ.vae.8247	1.884335224
PN11RK.vae.27069	1.884031429
PN16RH.vae.5984	1.883919139
PN6RQ.vae.16531	1.883639723
PN3RF.vae.56011	1.882601798
PN3RH.vae.2184	1.882341861
PN14RK.bin.50	1.882210315
PN5RE.bin.167	1.881276339
PN1CB.bin.39	1.881196088
PN11RC.vae.11465	1.880919425
PN10RS.vae.8767	1.880525605
PN15RJ.vae.4905	1.880038728
PN11RO.bin.14	1.878939946
PN1RC.vae.5954	1.878850774
PN8RD.vae.3160	1.878519116
PN9RH.vae.1288	1.878343906
PN1RH.bin.217	1.8782545
PN1RJ.bin.125	1.878056496
PN16RA.bin.56	1.877875089
PN11RF.bin.47	1.876855973
PN10RN.vae.15034	1.876624101
PN6RJ.bin.145	1.876167773
PN16RF.vae.1970	1.875423422
PN3RE.vae.25173	1.875178977
PN5RE.vae.22254	1.874917202
PN7RB.vae.5568	1.87471163
PN10RL.bin.165	1.874224461
PN10RJ.bin.118	1.873589726
PN7RK.bin.178	1.87330817
PN10RR.bin.46	1.872704082
PN12RF.vae.47732	1.87213286
PN3RH.vae.13292	1.871763217
PN1RD.vae.72805	1.871519382
PN16RN.vae.33529	1.870065758
PN5LD.vae.18976	1.869679665
PN10RB.vae.13718	1.869192377
PN15RN.bin.61	1.867515252
PN14RQ.bin.45	1.86723884
PN11RI.bin.91	1.866670379
PN10RS.vae.3752	1.866522716
PN13RI.bin.189	1.866408478
PN16RE.vae.30577	1.865873626
PN3RB.vae.15800	1.865671799
PN7RG.bin.164	1.865310019
PN5CE.bin.31	1.865293701
PN7RP.bin.133	1.865087919
PN11RH.bin.174	1.864638964
PN5CC.vae.3038	1.864159748
PN9RK.bin.125	1.863775131
PN1DL.bin.41	1.863594619
PN7RV.vae.20843	1.863522222
PN2RI.bin.111	1.86242782
PN12RD.bin.54	1.862361893
PN3GH.bin.7	1.862021655
PN16RC.bin.158	1.861731131
PN8RQ.bin.99	1.861655324
PN12RB.vae.7057	1.860545613
PN3CC.bin.111	1.860033173
PN11RJ.vae.6926	1.859379562
PN10RH.bin.111	1.859352265
PN1LC.bin.78	1.858842179
PN1RJ.vae.11288	1.857663447
PN14RF.vae.3391	1.857273123
PN1RB.vae.23408	1.857137383
PN6RD.vae.25455	1.856497385
PN11RK.bin.57	1.856398247
PN5RA.vae.42408	1.855783384
PN13RD.bin.42	1.855464574
PN11RG.vae.16435	1.854627577
PN8RO.vae.29805	1.854417993
PN1RL.vae.10596	1.853878703
PN15RK.vae.10602	1.853825754
PN8RP.bin.137	1.852748979
PN5CB.bin.136	1.852642184
PN5CA.vae.31839	1.852070834
PN3RE.vae.35572	1.851585337
PN8RQ.vae.11114	1.851302192
PN1RH.vae.37016	1.85122705
PN7RV.vae.1435	1.850950296
PN10RO.vae.4196	1.849777218
PN11RC.vae.15398	1.849234893
PN6RC.bin.219	1.848970153
PN9RK.bin.136	1.848817683
PN8RA.vae.20328	1.847890514
PN5LB.vae.22194	1.847835961
PN5RC.vae.8055	1.847663617
PN14RC.vae.5517	1.847654252
PN10RR.vae.40708	1.846995546
PN8RS.bin.88	1.846814227
PN13RE.vae.66355	1.846416941
PN1CB.vae.17334	1.845450513
PN2RD.bin.116	1.845431701
PN8RM.vae.32610	1.844365739
PN2CH.bin.54	1.843953214
PN15RB.vae.111800	1.843871183
PN4RE.bin.18	1.843807756
PN7RO.bin.89	1.843389751
PN12RE.bin.122	1.843185811
PN5RD.vae.1108	1.843003232
PN3RB.vae.14931	1.842460312
PN10RF.bin.114	1.841464372
PN3RF.vae.2615	1.84096503
PN13RS.bin.123	1.840285114
PN5LF.bin.295	1.839753154
PN1RC.vae.8095	1.839302359
PN16RT.vae.963	1.838332492
PN5RE.vae.2799	1.837857063
PN15RA.vae.251	1.837683673
PN1RJ.vae.73852	1.837069266
PN6RB.bin.212	1.836739737
PN7RE.vae.9209	1.835975181
PN7RS.bin.117	1.835962332
PN8RG.vae.13914	1.835724644
PN6RC.vae.8122	1.835557594
PN7RU.vae.6305	1.835136243
PN3DD.bin.1	1.834899016
PN8RN.vae.13692	1.834520398
PN11RB.vae.3775	1.833839249
PN16RO.vae.11096	1.833475498
PN3GF.bin.45	1.833357642
PN3RA.vae.3604	1.83326344
PN8RI.bin.53	1.833225351
PN12RA.bin.101	1.832961231
PN11RG.bin.24	1.832193319
PN5GG.bin.8	1.832189221
PN1RH.bin.273	1.832090905
PN5LC.bin.9	1.831855293
PN6RI.vae.16674	1.831761339
PN8RS.vae.23672	1.829622271
PN3LG.vae.2873	1.828439346
PN15RO.vae.27880	1.828102745
PN6RT.vae.7279	1.828053134
PN3DD.bin.6	1.827784217
PN2RC.vae.2215	1.827713996
PN9RL.vae.1164	1.827314841
PN6RC.vae.2859	1.826742525
PN3RD.vae.16036	1.826470442
PN2RF.bin.62	1.825765164
PN12RB.vae.36045	1.825697106
PN6RF.bin.162	1.825133841
PN5CB.vae.2975	1.824879164
PN8RK.bin.94	1.824712835
PN1JE.bin.63	1.824166256
PN3DD.vae.16929	1.823820337
PN7RC.vae.10312	1.822730098
PN11RG.vae.2977	1.822596388
PN11RB.vae.23289	1.820895995
PN8RA.vae.6280	1.820631928
PN1RA.bin.194	1.820222878
PN5RC.bin.26	1.820156909
PN5LG.bin.65	1.819978973
PN5RH.vae.14211	1.819913539
PN11RJ.vae.1284	1.819785191
PN7RD.vae.3897	1.819140601
PN1RL.vae.35177	1.819063955
PN11RI.vae.8176	1.81892968
PN3CH.vae.13320	1.818920752
PN15RP.vae.37429	1.817866164
PN5RA.vae.10041	1.817816808
PN7RP.vae.5844	1.817297545
PN5GD.bin.53	1.816478303
PN16RU.vae.3921	1.816441871
PN10RD.vae.74052	1.816283287
PN16RG.vae.44311	1.816036196
PN5CE.bin.251	1.816024827
PN16RG.vae.48868	1.815553289
PN16RT.vae.55935	1.81533257
PN7RD.vae.5371	1.81517366
PN6RH.vae.5507	1.814864058
PN3RF.vae.54806	1.814510152
J1047	1.814445812
PN11RM.bin.222	1.814074201
PN5LB.bin.198	1.813347028
PN15RH.bin.74	1.812166449
PN16RB.bin.6	1.812079947
PN16RL.bin.52	1.812029836
PN2LF.bin.35	1.810967402
PN5LB.vae.1462	1.810682781
PN1CB.vae.14265	1.810553744
PN2CD.vae.20473	1.810518919
PN6RL.bin.24	1.810294334
PN4RF.bin.39	1.809939341
PN13RF.bin.113	1.809457384
PN3GH.bin.21	1.809064575
PN14RQ.bin.102	1.807894558
PN10RR.bin.26	1.807837643
PN6RI.vae.2480	1.807802676
PN1GD.vae.23015	1.807689363
PN1RC.bin.153	1.806990051
PN1JK.vae.5852	1.806507709
PN11RK.vae.814	1.806423684
PN10RI.vae.2839	1.805971423
PN1GG.bin.68	1.805749196
PN1JE.vae.20171	1.804801661
PN5LF.bin.48	1.804286464
PN2RA.vae.69411	1.804211778
PN2RJ.vae.9786	1.804159224
PN11RO.vae.13758	1.803864838
PN10RF.vae.3340	1.803619364
PN3RD.vae.9286	1.803121743
PN3JF.bin.21	1.802971874
PN3RD.bin.32	1.802693585
PN1RB.bin.187	1.802415654
PN10RA.vae.1832	1.801859481
PN2RH.vae.31834	1.800863756
PN3CH.vae.1043	1.799485265
PN3RE.vae.8651	1.799481911
PN10RR.vae.3741	1.799347473
PN15RP.bin.42	1.798879938
PN16RU.bin.52	1.798852869
PN12RI.bin.136	1.798823855
PN10RA.vae.6800	1.798066088
PN3LA.bin.183	1.79757807
PN14RC.vae.6726	1.797094083
PN7RE.vae.5502	1.796448946
PN3RF.vae.15644	1.796204427
PN10RH.bin.190	1.795929657
PN1RL.vae.4386	1.794325166
PN11RH.vae.8287	1.794277797
PN3RF.vae.21076	1.794030438
PN1LI.vae.5751	1.793791429
PN1RH.bin.189	1.793672144
PN3GF.vae.7096	1.793621997
PN10RC.bin.112	1.792703923
PN14RM.bin.124	1.792413312
PN6RQ.bin.11	1.792410116
PN10RF.vae.9448	1.7919821
PN15RM.bin.126	1.791927464
PN8RD.vae.24321	1.791694652
PN5LF.vae.5054	1.791255064
PN6RT.bin.182	1.791162194
PN8RF.vae.13850	1.791020589
PN5JD.vae.7980	1.790253338
PN7RK.bin.25	1.789691041
PN1CI.vae.22147	1.789063574
PN3RH.vae.27444	1.788890573
PN5RA.bin.305	1.787624259
PN2CE.vae.10598	1.787053191
PN3LE.vae.14644	1.787049576
PN1GE.bin.42	1.786612456
PN10RE.vae.17760	1.786293574
PN10RD.vae.7968	1.785725956
PN13RR.bin.186	1.785470304
PN6RC.vae.12785	1.785302566
PN8RR.bin.25	1.78444016
PN16RA.bin.47	1.784389665
PN5CF.vae.5712	1.783701843
PN10RI.bin.32	1.783379434
PN8RS.bin.57	1.783354832
PN11RG.bin.206	1.783047028
PN5RE.vae.13625	1.782533794
PN3RF.vae.51535	1.782480495
PN8RJ.bin.112	1.782410544
PN5RD.vae.11385	1.782258973
PN6RK.vae.23825	1.782032645
PN6RC.vae.8299	1.782001718
PN14RN.vae.22034	1.781346196
PN3RA.bin.116	1.78027705
PN2RE.vae.2846	1.78007461
PN10RH.vae.33272	1.779531542
PN4RA.vae.5061	1.779303679
PN15RK.bin.7	1.779261051
PN5RE.vae.7681	1.779107425
PN5RE.bin.50	1.779096389
PN5RE.bin.352	1.779007738
PN9RJ.bin.13	1.778770413
PN12RA.bin.172	1.777590711
PN6RC.vae.17722	1.777341493
PN3RD.bin.39	1.776541425
PN1RB.vae.27901	1.776412385
PN12RB.bin.61	1.775690442
PN1JE.bin.11	1.775394211
PN3RB.vae.63216	1.775091647
PN2LH.vae.16244	1.774609929
PN16RE.vae.18779	1.774550535
PN5RH.vae.7509	1.774472554
PN10RM.bin.143	1.774349095
PN2RC.vae.9956	1.772859227
PN2LF.vae.14608	1.772512677
PN11RA.vae.22660	1.772216537
PN10RB.vae.57037	1.771784396
PN15RC.vae.27881	1.771758391
PN7RE.vae.2160	1.771397866
PN16RG.bin.75	1.771198265
PN3RD.vae.5706	1.770611436
PN7RN.vae.63066	1.768732993
PN1RF.vae.26967	1.768652076
PN12RB.bin.160	1.76817369
PN1RD.bin.223	1.768128607
PN14RC.bin.108	1.767977987
PN2CD.bin.13	1.766599096
PN1CA.vae.35480	1.766412667
PN5RE.vae.103030	1.766241462
PN1RG.bin.54	1.765975795
PN8RO.vae.3999	1.765477572
PN3CG.bin.3	1.764375073
PN7RJ.bin.112	1.764099792
PN3DF.vae.9735	1.763829056
PN12RG.bin.96	1.7637489
PN16RO.bin.45	1.763373355
PN5RE.vae.12715	1.762761252
PN7RO.bin.129	1.762252566
PN5LB.bin.186	1.762192581
PN14RK.vae.4602	1.762144419
PN6RD.bin.26	1.762079515
PN3CB.bin.54	1.761847251
PN3RH.bin.93	1.761814518
PN7RP.vae.39721	1.761792972
PN3CA.vae.8284	1.761707189
PN9RB.vae.37285	1.761030726
PN5CB.vae.19190	1.760993925
PN3RG.vae.8833	1.760821177
PN2GB.bin.13	1.760465068
PN3JG.bin.24	1.760379696
PN11RN.vae.8899	1.759880645
PN6RJ.vae.10831	1.759664174
PN10RQ.vae.1396	1.759335546
PN16RA.vae.1272	1.759267586
PN13RO.bin.182	1.759112745
PN11RE.vae.35415	1.758679432
PN6RF.bin.20	1.758631954
PN1JH.bin.49	1.758325096
PN5RC.vae.7575	1.757638859
PN9RJ.vae.10742	1.75619473
PN13RQ.vae.512	1.756140624
PN5RH.bin.84	1.756042388
PN12RA.vae.7782	1.755280855
PN16RU.bin.17	1.754846942
PN8RP.vae.11809	1.754615814
PN6RD.vae.921	1.754223951
PN6RC.vae.4761	1.754164635
PN10RC.vae.13532	1.753457706
PN2RG.bin.25	1.752106283
PN10RK.bin.128	1.751860464
PN4RA.bin.65	1.751708545
PN10RO.vae.17172	1.751521686
PN9RK.vae.13626	1.750397099
PN2CE.vae.16262	1.750348935
PN3CH.vae.6610	1.750122104
J113	1.749810348
PN8RG.vae.324	1.749668649
PN6RB.vae.1691	1.748897284
PN3RB.bin.143	1.748694419
PN1LD.vae.5324	1.748580113
PN6RB.bin.8	1.747273165
PN11RK.vae.102815	1.746962776
PN10RC.vae.9875	1.746331763
PN10RM.vae.18158	1.746249323
PN1RI.vae.68459	1.745860108
PN10RL.vae.8061	1.745189318
PN3JG.bin.48	1.745037463
PN1LH.bin.39	1.744414814
PN10RF.vae.113644	1.744041084
PN13RO.bin.25	1.742320217
PN5RE.bin.226	1.742301691
PN15RN.vae.5220	1.742254611
PN3LC.vae.133304	1.742233325
PN12RG.vae.28594	1.742081406
PN5RC.vae.23720	1.740712141
PN5RA.vae.64030	1.740571895
PN3JG.bin.2	1.739959422
PN5RA.bin.185	1.739474018
PN5RH.vae.19686	1.739119684
PN9RJ.vae.4381	1.738760453
PN5CE.vae.6733	1.738754194
PN9RK.bin.47	1.738359591
PN6RS.vae.32942	1.738135476
PN6RJ.vae.20625	1.737966915
PN15RH.vae.7595	1.737472866
PN5RA.vae.16328	1.737375993
PN7RC.bin.1	1.736551764
PN3LC.vae.9609	1.736336978
PN2RF.vae.661	1.735045928
PN13RI.vae.33305	1.734846077
PN4RE.vae.32418	1.734037029
PN7RQ.bin.138	1.733875098
PN3DG.bin.3	1.733556404
PN1LD.bin.152	1.733271517
PN1RL.vae.1851	1.733244997
PN1CF.vae.30162	1.732767281
PN10RQ.vae.15902	1.732434473
PN4RE.vae.70140	1.732192789
PN7RN.vae.5847	1.731426704
PN13RP.bin.51	1.731113866
PN3CD.vae.6551	1.731020698
PN6RQ.bin.180	1.7306786
PN2RJ.vae.17248	1.730149505
PN3RA.vae.2200	1.729367125
PN11RH.vae.11653	1.729123042
PN15RO.bin.160	1.728739751
PN16RN.bin.168	1.728511422
PN13RP.bin.156	1.726739109
PN5RE.vae.9530	1.725787365
PN13RG.vae.40950	1.7256225
PN2LJ.bin.46	1.725248872
PN8RF.vae.13688	1.725043389
PN8RR.vae.23432	1.724938124
PN12RE.vae.2368	1.724885478
PN1LL.vae.6549	1.724831872
PN9RJ.vae.20216	1.724736869
PN3CB.vae.31052	1.72459839
PN8RO.vae.606	1.724077058
PN11RI.vae.29069	1.724034904
PN10RJ.vae.39342	1.72341635
PN7RT.vae.20564	1.72314296
PN9RO.bin.142	1.72259316
PN10RE.vae.4218	1.720993301
PN3JF.bin.2	1.720919278
PN10RO.vae.8897	1.720454811
PN1RA.bin.179	1.719961009
PN1RD.bin.39	1.718051314
PN8RQ.bin.136	1.717296098
PN5LC.vae.9455	1.717194306
PN5RC.vae.18314	1.717078048
PN10RD.vae.48954	1.716926844
PN8RJ.bin.20	1.716306626
PN3CC.vae.7083	1.715270323
PN10RD.vae.40831	1.714942673
PN11RG.vae.47579	1.714519885
PN7RP.vae.9750	1.714389099
PN1JG.bin.8	1.713814974
PN3LD.vae.468	1.713028198
PN6RC.vae.6433	1.712736945
PN3RD.bin.202	1.711885059
PN11RE.vae.39460	1.711711776
PN1RL.bin.199	1.7116984
PN14RJ.bin.81	1.710669262
PN3RB.vae.2682	1.709790344
PN1RA.vae.47560	1.7097377
PN2CF.bin.145	1.709399193
PN15RE.bin.78	1.709133637
PN14RB.bin.163	1.708864798
PN6RI.vae.18462	1.707803701
PN2CI.vae.13386	1.70765929
PN11RF.vae.61502	1.706621541
PN10RS.vae.37188	1.706603005
PN1RC.vae.66755	1.706179178
PN6RK.bin.21	1.705783244
PN1RA.vae.32286	1.705329171
PN11RI.vae.51642	1.705222375
PN10RI.vae.4874	1.705145955
PN16RK.bin.6	1.704917395
PN9RJ.bin.67	1.704668924
PN3LH.vae.8964	1.70420738
PN10RQ.bin.23	1.704182687
PN9RJ.bin.283	1.703623111
PN16RM.vae.19422	1.702894513
PN15RM.bin.88	1.702239535
PN1CA.bin.30	1.701401413
PN1GG.bin.65	1.700963576
PN11RJ.vae.37594	1.700624646
PN15RF.bin.97	1.700527584
PN11RN.vae.11300	1.69973605
PN13RU.vae.13142	1.699202183
PN11RC.vae.35492	1.698773235
PN1LF.vae.3007	1.698670754
PN3GC.bin.11	1.698635597
PN8RE.bin.181	1.698222661
PN5CB.vae.158716	1.697767979
PN11RK.vae.14765	1.697751573
PN5LE.bin.182	1.697282752
PN8RB.bin.141	1.697016204
PN16RK.bin.100	1.695824842
PN11RF.bin.34	1.695548865
PN5LD.bin.148	1.695492898
PN5JD.vae.7370	1.694420037
PN10RH.bin.168	1.69355626
PN11RF.vae.42744	1.693345705
PN2RF.bin.167	1.693241297
PN1RD.bin.272	1.693027027
PN6RO.vae.99779	1.692565903
PN3RG.vae.25122	1.692148593
PN1RE.vae.44287	1.691804259
PN13RF.vae.6790	1.690759531
PN2CJ.bin.131	1.690707665
PN13RQ.vae.23495	1.689182548
PN2LE.vae.579	1.688285343
PN9RP.bin.83	1.687532504
PN16RR.vae.51521	1.685940863
PN1CJ.vae.6639	1.685637091
PN3LD.bin.95	1.685387343
PN12RG.vae.54143	1.685203159
PN13RC.vae.51177	1.685021652
PN13RL.vae.10509	1.684979637
PN5RF.bin.292	1.684717745
PN7RD.vae.7463	1.68399933
PN9RJ.vae.56010	1.683996921
PN2RD.vae.12162	1.68290215
PN5CB.vae.4835	1.682752887
PN8RM.vae.13113	1.682714278
PN5RH.vae.5611	1.681851893
PN2CC.bin.88	1.680208157
PN5RE.vae.35018	1.679461921
PN10RH.vae.20479	1.679417903
PN14RH.bin.137	1.679073713
PN1RB.vae.31310	1.678886208
PN16RV.vae.47451	1.678105054
PN4RE.bin.153	1.677983437
PN5RF.vae.15887	1.677313179
PN2RG.vae.19593	1.675735344
PN3RD.vae.23608	1.675686283
PN6RB.bin.142	1.675679645
PN6RB.vae.32416	1.67510989
PN5RF.vae.72198	1.675099914
PN14RH.vae.26987	1.674730288
PN14RE.bin.96	1.674483616
PN8RE.vae.10656	1.673577985
PN15RK.vae.42691	1.672792373
PN9RJ.vae.40224	1.672654617
PN5CG.vae.25600	1.6725663
PN2CA.bin.71	1.672045378
PN2RC.bin.87	1.671648804
PN13RH.vae.35795	1.671299695
PN12RC.vae.17901	1.671118278
PN1RC.bin.199	1.670705053
PN1RB.vae.43696	1.670479004
PN16RM.vae.25245	1.670399235
PN3CA.vae.9823	1.670306831
PN12RE.vae.1131	1.669936077
PN6RD.bin.34	1.669804515
PN9RI.bin.18	1.669400073
PN3CG.bin.162	1.669149152
PN8RQ.vae.7064	1.668925544
PN7RB.bin.154	1.668516224
PN3CH.vae.32233	1.668460527
PN7RO.vae.909	1.668278601
PN2RF.vae.22866	1.668252383
PN3RH.bin.286	1.667624342
PN10RA.vae.10537	1.667604427
PN3CG.vae.8431	1.667371379
PN11RA.bin.214	1.666972899
PN15RK.vae.35103	1.666551908
PN8RG.vae.7943	1.666401827
PN5RC.vae.11857	1.665624716
PN1CH.vae.93024	1.66531891
PN3CB.bin.185	1.665027779
PN14RP.bin.171	1.66438442
PN3CF.bin.10	1.663462014
PN16RV.vae.13077	1.663397918
PN4RH.vae.3046	1.662798107
PN3RG.vae.24641	1.662386149
PN1LD.vae.239	1.66235494
PN3LA.vae.19898	1.661542016
PN15RI.vae.146	1.66087532
PN7RQ.bin.117	1.660548963
PN8RE.bin.145	1.660504317
PN10RP.bin.165	1.66041514
PN5RE.bin.327	1.659908639
PN1GE.bin.8	1.659407126
PN14RQ.bin.234	1.658919882
PN7RF.vae.60356	1.658836401
PN1CI.vae.1436	1.658805697
PN3CB.bin.196	1.657781925
PN6RM.vae.41251	1.657755015
PN8RJ.bin.120	1.65755116
PN16RN.bin.26	1.656851746
PN12RC.bin.21	1.656123153
PN5RH.vae.13549	1.656038625
PN4RA.vae.6628	1.656031503
PN11RI.vae.4412	1.655489508
PN2CE.vae.23459	1.655196078
PN1GG.bin.69	1.655122671
PN6RF.bin.135	1.654697162
PN1CC.bin.56	1.654351013
PN1LD.bin.119	1.653687003
PN7RR.bin.153	1.652508318
PN9RH.vae.994	1.652444706
PN6RI.vae.38263	1.651520155
PN10RN.bin.73	1.649999391
PN10RD.bin.125	1.649952582
PN3RH.vae.1850	1.649748962
PN10RF.vae.4766	1.649747181
PN11RG.bin.1	1.649434021
PN6RO.bin.159	1.648919008
PN16RR.bin.160	1.648690151
PN3RG.bin.96	1.648491664
PN5RA.vae.35320	1.648412188
