DATASET_GRADIENT
#In gradient datasets, each ID is associated to a single numeric value which is converted to a colored box based on the gradient defined.

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throught this file.
SEPARATOR TAB
#SEPARATOR SPACE
#SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL	abundance
PN11RK.vae.3461	2.387532811
PN3CA.vae.9529	2.38748245
PN13RO.bin.213	2.385962528
PN10RQ.bin.150	2.38470666
PN13RR.vae.45074	2.3838191
PN7RC.vae.17768	2.38265423
PN13RM.vae.18568	2.382092518
PN2JB.bin.10	2.381288185
PN13RN.vae.15856	2.381037786
PN1GF.bin.3	2.380968614
PN10RI.vae.13870	2.380361093
PN8RL.bin.151	2.380195505
PN8RI.vae.10854	2.380042618
PN13RE.bin.160	2.379770967
PN3DG.bin.89	2.379536385
PN14RQ.bin.57	2.379478316
PN5RD.vae.22079	2.379002275
PN5IE.bin.2	2.37832805
PN1LH.vae.121437	2.378312022
PN1LI.vae.2220	2.377777715
PN10RB.vae.3433	2.377187277
PN14RD.vae.79669	2.376806061
PN9RB.bin.189	2.376341834
PN11RK.vae.25272	2.376328944
PN14RF.vae.4766	2.376301349
PN2CH.vae.12961	2.375053827
PN1RC.vae.39584	2.373652613
PN2LA.bin.64	2.373341816
PN1CJ.bin.98	2.371898192
PN5GD.bin.7	2.370314374
PN3GB.bin.48	2.370051937
PN9RB.vae.9726	2.36978878
PN12RD.bin.73	2.369615407
PN11RG.vae.14036	2.369031102
PN13RB.vae.27796	2.368449769
PN9RB.vae.22858	2.368418176
PN6RS.bin.102	2.368255647
PN14RP.vae.44700	2.367994435
PN5RF.bin.235	2.362716773
PN5RD.vae.22719	2.360910729
PN1CH.vae.1558	2.360821297
PN10RJ.vae.57880	2.360261764
PN6RI.vae.25890	2.360169268
PN14RP.vae.9847	2.359668676
PN13RE.vae.10287	2.358160784
PN5RH.vae.7584	2.358087188
PN5LE.vae.18766	2.357924438
PN10RO.vae.6229	2.357780634
PN11RN.vae.1026	2.357406008
PN1CB.vae.2581	2.356420397
PN10RI.vae.3953	2.356143793
PN15RI.vae.1573	2.355664797
PN1CI.vae.72634	2.355627372
PN7RL.bin.56	2.353568025
PN3DD.bin.63	2.35142041
PN3DG.bin.28	2.35016459
PN11RA.bin.131	2.34885429
PN10RR.vae.17193	2.34844252
PN8RQ.bin.57	2.347299321
PN5RB.bin.12	2.34645798
PN9RJ.vae.3537	2.345465791
PN1JH.bin.31	2.345417858
PN15RE.bin.40	2.345395782
PN13RJ.vae.12167	2.344783883
PN5RE.bin.323	2.344275557
PN8RL.vae.23547	2.342897629
PN1CI.vae.12654	2.342752106
PN12RA.bin.54	2.341553731
PN2RA.bin.16	2.340689798
PN6RQ.bin.177	2.340124735
PN12RF.bin.98	2.339358219
PN1CA.vae.30833	2.33898468
PN15RK.vae.36225	2.33885856
PN8RS.vae.2551	2.3385119
PN1CL.vae.8614	2.338052926
PN6RP.vae.10731	2.337851856
PN8RJ.bin.163	2.337683535
PN5LB.vae.12257	2.337617732
PN3CH.vae.58057	2.335870904
PN7RU.vae.57803	2.33561316
PN3JA.bin.21	2.334955922
PN15RC.bin.96	2.333743232
PN10RD.vae.2387	2.333685584
PN11RO.bin.158	2.333454322
PN13RS.vae.6370	2.333387253
PN2CG.bin.10	2.333265767
PN1LI.bin.105	2.331935419
PN14RO.vae.1320	2.331706657
PN10RL.vae.5506	2.331703141
PN14RQ.bin.92	2.330963363
PN3JG.bin.28	2.330562902
PN1DJ.bin.33	2.330439881
PN13RT.bin.80	2.330127773
PN5LE.bin.216	2.329545174
PN2LC.bin.33	2.329138481
PN14RM.vae.22903	2.328173074
PN5LH.bin.17	2.327650294
PN3RD.vae.5361	2.325168258
PN13RR.vae.34023	2.324101714
PN12RG.vae.7281	2.323960295
PN10RO.vae.37307	2.323902738
PN14RO.vae.7348	2.323478908
PN5RE.bin.306	2.322070715
PN5RE.vae.29715	2.321914492
PN13RJ.bin.74	2.320248571
PN2RA.bin.118	2.319765437
PN15RB.vae.7963	2.319509377
PN10RB.vae.64619	2.31937385
PN3CH.vae.25040	2.318559775
PN6RG.bin.31	2.318059293
PN10RN.vae.30074	2.317746518
PN7RQ.bin.93	2.317740841
PN1RD.vae.160564	2.317281864
PN3RF.vae.24060	2.317197262
PN6RO.bin.136	2.316388545
PN1CG.vae.31761	2.316251076
PN2RA.vae.31577	2.316242073
PN10RP.vae.18017	2.314440478
PN3GA.vae.28292	2.313803683
PN15RO.vae.4522	2.312650618
PN13RL.vae.22407	2.312298998
PN7RC.bin.171	2.311164239
PN5IH.vae.2688	2.31074893
PN14RT.bin.36	2.310588042
PN3CD.bin.116	2.310251173
PN5RA.vae.14566	2.310154986
PN5RB.bin.120	2.310012947
PN5RC.vae.56164	2.310008057
PN4RB.vae.16410	2.309898312
PN7RV.vae.8510	2.309531862
PN15RA.bin.17	2.309385438
PN15RI.vae.3071	2.308431207
PN5RC.bin.169	2.307037992
PN6RN.vae.7756	2.306714915
PN5GH.vae.22826	2.306514489
PN16RI.vae.19097	2.30612108
PN8RS.vae.39850	2.306060783
PN3CH.bin.113	2.305429981
PN5GG.bin.34	2.304655467
PN7RA.bin.94	2.303716239
PN3RC.vae.19866	2.303096433
PN13RQ.bin.227	2.303081065
PN3CH.vae.19501	2.301316928
PN7RQ.vae.11258	2.300390053
PN16RK.vae.13852	2.299954638
PN3RE.vae.13270	2.299700466
PN7RE.vae.25301	2.299162357
PN6RS.bin.39	2.298982133
PN3RB.bin.55	2.298702213
PN10RH.vae.10354	2.296357951
PN13RQ.vae.15113	2.295474011
PN10RL.vae.771	2.295179642
PN10RN.vae.40463	2.294741133
PN2LF.bin.88	2.293571382
PN1CB.bin.54	2.293392619
PN1LI.vae.9957	2.291924825
PN3LB.bin.76	2.291823091
PN7RE.bin.59	2.291623327
PN1GB.bin.37	2.290907808
PN1RF.vae.8342	2.290835796
PN5RG.vae.33178	2.290747045
PN8RR.vae.515	2.290105665
PN16RB.bin.91	2.288985153
PN16RT.bin.84	2.288704667
PN10RA.vae.11136	2.288267169
PN10RF.vae.2930	2.287909916
PN1GF.bin.37	2.287667081
PN2LF.bin.36	2.287486284
PN1GG.vae.28871	2.287419069
PN5LG.vae.5964	2.28645688
PN2GE.bin.34	2.286262946
PN8RN.vae.742	2.285640627
PN15RJ.bin.110	2.284955037
PN3GA.bin.55	2.284805981
PN14RR.vae.23829	2.284652376
PN9RP.bin.88	2.284320398
PN5LH.vae.12128	2.284214842
PN14RN.bin.172	2.283994656
PN10RP.vae.19310	2.283112436
PN7RB.bin.94	2.282402859
PN16RV.vae.14979	2.281821011
PN3GD.bin.22	2.281550054
PN13RF.bin.37	2.280654499
PN9RA.bin.136	2.28012142
PN2CF.vae.10636	2.279239362
PN5JH.bin.28	2.279202162
PN10RP.vae.27143	2.278573194
PN10RH.vae.19470	2.278259039
PN7RO.bin.74	2.277899803
PN15RL.bin.150	2.277435343
PN5CF.vae.63495	2.275437995
PN9RI.vae.69848	2.273494274
PN3RH.vae.70923	2.273090531
PN3LD.vae.17632	2.272585667
PN10RL.vae.16582	2.27173936
PN2RJ.bin.112	2.26930174
PN16RU.vae.32404	2.269048512
PN11RL.vae.8438	2.268469574
PN4RH.vae.11860	2.268433237
PN3RF.vae.4404	2.26831472
PN5IH.vae.7468	2.268075965
PN6RQ.vae.5580	2.268049128
PN16RC.vae.2245	2.266686656
PN6RH.bin.111	2.266380317
PN8RD.bin.64	2.26631641
PN3JG.bin.78	2.265183855
PN15RN.vae.4908	2.264922464
PN14RP.vae.2063	2.262942281
PN2RJ.bin.4	2.262096848
PN10RB.vae.48460	2.260372916
PN16RF.vae.34783	2.25962447
PN1RD.bin.267	2.258147455
PN15RA.vae.5033	2.258138567
PN2CJ.vae.7280	2.257603941
PN14RG.bin.125	2.257439908
PN11RE.vae.24347	2.25709463
PN10RS.vae.14750	2.2570374
PN9RG.bin.55	2.25697846
PN8RM.vae.2229	2.256656126
PN5RD.vae.76495	2.256025943
PN5RC.vae.30971	2.255869675
PN2CC.bin.133	2.255261347
PN10RR.vae.16186	2.254140665
PN11RN.bin.178	2.253309171
PN5RF.vae.140329	2.252965021
PN5LH.vae.17356	2.252845626
PN5CF.bin.10	2.251598647
PN10RD.vae.8840	2.25151361
PN5LF.vae.24624	2.251375346
PN10RI.vae.17698	2.250853898
PN4RD.bin.65	2.250560124
PN3GB.bin.51	2.25014635
PN5RD.bin.132	2.249780969
PN1RH.vae.26417	2.248861994
PN9RI.vae.17238	2.248823195
PN12RH.bin.30	2.248769074
PN8RS.vae.9894	2.248489956
PN5RA.bin.269	2.248173246
PN11RO.bin.161	2.246357005
PN2LG.vae.4115	2.246064628
PN5CA.bin.135	2.244285893
PN2RH.vae.43779	2.24351237
PN1RI.vae.25899	2.243474232
PN14RG.vae.128486	2.242987134
PN6RH.vae.7808	2.2418247
PN3RH.vae.37285	2.24082379
PN10RK.vae.116728	2.23985497
PN5IE.vae.4569	2.239397527
PN1CC.bin.18	2.238730308
PN7RJ.vae.644	2.238109317
PN3GD.vae.11167	2.237843189
PN5CF.vae.13160	2.237805617
PN5RA.bin.5	2.237604902
PN6RP.vae.54421	2.237532493
PN5RH.vae.15485	2.237211197
PN6RM.vae.18043	2.236504763
PN10RN.vae.11384	2.236249447
PN7RE.bin.131	2.236201484
PN9RO.vae.4921	2.235981611
PN1LF.vae.9401	2.235797646
PN16RC.vae.26035	2.235327873
PN16RT.bin.187	2.234136004
PN1RC.vae.62660	2.23255756
PN10RB.vae.90602	2.232524639
PN6RF.bin.151	2.232483993
PN5RG.bin.121	2.231990072
PN10RH.vae.91881	2.230895101
PN6RT.vae.6506	2.230821583
PN14RC.bin.219	2.230137341
PN7RR.vae.10001	2.230015416
PN2CE.bin.19	2.229896364
PN5LA.bin.181	2.22950681
PN14RK.vae.22272	2.229378375
PN1CL.vae.22638	2.229186907
PN7RI.bin.161	2.228968603
PN11RF.vae.22053	2.228430062
K273	2.227436379
PN12RA.vae.46444	2.227153182
PN16RR.vae.132844	2.226847942
PN9RK.vae.4841	2.226491303
PN5CD.bin.62	2.226218679
PN4RE.vae.130192	2.226114318
PN16RN.vae.1121	2.226011436
PN10RF.vae.5320	2.22531831
PN5GF.vae.5113	2.225089084
PN5RD.bin.223	2.224523147
PN10RI.vae.8529	2.224080615
PN14RJ.vae.2673	2.223510486
PN7RD.bin.169	2.222902022
PN3GB.bin.12	2.222498712
PN6RM.vae.30819	2.222326872
PN1CA.bin.150	2.220493195
PN8RC.vae.40903	2.220076583
PN10RO.vae.27464	2.218267608
PN5LD.bin.2	2.218207125
PN2LD.vae.33551	2.217276556
PN14RG.vae.3423	2.215849702
PN6RH.bin.131	2.215343994
PN14RA.bin.117	2.21512305
PN3LA.bin.70	2.214899312
PN14RK.vae.28654	2.213712218
PN6RB.vae.7066	2.213182421
PN3LH.vae.4288	2.213075884
PN5RF.vae.2840	2.212658409
PN6RE.vae.18720	2.210100841
PN1GG.vae.9172	2.210054777
PN3RF.vae.27902	2.208935698
PN11RD.vae.10428	2.208917545
PN10RS.vae.20750	2.208703313
PN16RA.bin.116	2.208151272
PN16RC.bin.16	2.207677466
PN1CF.vae.16276	2.207193302
PN13RE.bin.16	2.206735464
PN3RD.vae.17069	2.206697772
PN1GJ.bin.91	2.206629771
PN1RB.vae.6725	2.2065933
PN10RO.bin.29	2.203835851
PN10RB.bin.92	2.20328326
PN13RC.vae.55473	2.202780348
PN1CD.vae.41772	2.202436495
PN8RC.bin.88	2.202153896
PN8RO.vae.2840	2.201810656
PN10RJ.bin.144	2.201358244
PN2RB.bin.2	2.200710546
PN7RT.vae.21396	2.200589452
PN5RD.bin.87	2.199768584
PN9RN.bin.23	2.199346138
PN6RE.vae.4616	2.198658174
PN6RO.vae.8535	2.198240352
PN5RB.vae.46801	2.197887012
PN8RM.bin.133	2.197294852
PN15RK.bin.111	2.19729139
PN1RD.vae.6521	2.196820054
PN3GD.bin.28	2.195968537
PN10RM.vae.1005	2.195259711
PN10RR.bin.21	2.194676858
PN10RA.vae.27096	2.194305188
PN16RD.vae.5145	2.194084836
PN5LA.bin.172	2.193775006
PN8RA.vae.23359	2.193708077
PN3GB.vae.4040	2.191987728
PN10RM.vae.45517	2.191921449
PN7RF.bin.55	2.19122886
PN16RD.bin.42	2.191104454
PN13RB.vae.23509	2.190993279
PN5LA.vae.7976	2.190794746
PN3LF.bin.44	2.189668631
PN6RD.vae.1901	2.18933017
PN9RK.vae.13598	2.188396177
PN1RC.vae.31697	2.188193596
PN13RN.vae.1268	2.188112505
PN13RI.vae.5943	2.187191348
PN13RL.bin.151	2.187055154
PN3LA.bin.150	2.187035082
J183	2.186996691
PN7RS.vae.865	2.186926083
PN11RG.bin.126	2.186377094
PN9RM.vae.5103	2.185714126
PN12RJ.vae.32321	2.185659038
PN5LB.vae.1504	2.185104038
PN3CG.vae.18280	2.184563273
PN10RI.vae.10777	2.184423654
PN5CG.vae.28743	2.184099978
PN4RE.vae.4629	2.183919625
PN5RA.bin.56	2.182914627
PN10RH.vae.44457	2.18206107
PN7RK.bin.39	2.181907468
PN16RE.vae.9073	2.180670161
PN9RF.vae.9912	2.180124682
PN2GF.vae.3028	2.178473263
PN14RK.vae.5901	2.178301962
PN13RB.vae.27210	2.178179301
PN3JA.vae.29559	2.177633433
PN11RL.bin.2	2.177375097
PN15RL.vae.14864	2.176812389
PN10RG.vae.10218	2.176516802
PN3LD.vae.14085	2.175675248
PN14RT.vae.40680	2.175578547
PN2RB.bin.21	2.175441472
PN8RE.bin.60	2.17431277
PN4RE.vae.3744	2.173829075
PN5RC.bin.153	2.173401084
PN5LF.vae.11880	2.173074705
PN6RJ.vae.76657	2.17286337
PN1GC.vae.2069	2.172612301
PN11RJ.vae.75920	2.172573461
PN5RC.vae.7632	2.172540245
PN15RO.bin.135	2.172131548
PN13RC.vae.87658	2.171636706
PN5RB.bin.251	2.171588529
PN2RH.vae.6302	2.17007943
PN11RO.vae.18905	2.169972585
PN6RT.bin.92	2.166626444
PN6RC.vae.9743	2.164033997
PN16RF.vae.19064	2.16221299
PN6RI.vae.2077	2.161741532
PN1CA.bin.54	2.161717955
PN1LL.vae.15513	2.160866209
PN6RT.vae.22999	2.160412769
PN16RL.vae.5728	2.160003984
PN3JA.bin.20	2.158547988
PN7RL.vae.4262	2.158238904
PN3RF.vae.42242	2.157482721
PN3CE.bin.4	2.157375068
PN7RQ.vae.3348	2.15680911
PN10RR.vae.8239	2.156804094
PN6RC.vae.1485	2.156661382
PN2CD.vae.19363	2.156063932
PN3CG.vae.2539	2.154852202
PN2RJ.vae.1482	2.154424721
PN1GG.bin.17	2.153564186
PN3CB.bin.38	2.153160771
PN4RD.vae.114046	2.152765364
PN5CG.vae.35720	2.152257016
PN13RL.bin.167	2.151726392
PN14RM.vae.30501	2.151538942
PN1RF.vae.10247	2.15124905
PN3LA.vae.103619	2.151038949
PN5RB.vae.542	2.150859433
PN5LB.bin.158	2.150617285
PN3GG.vae.14509	2.150297056
PN15RL.bin.99	2.150186772
PN5RF.vae.5024	2.150050292
PN3GG.bin.14	2.150008945
PN15RE.vae.874	2.14995633
PN6RF.vae.7774	2.149706393
PN3CG.vae.9795	2.14847127
PN1CD.vae.19287	2.148078549
PN1RC.bin.180	2.147648056
PN1GE.bin.59	2.147281048
PN6RF.vae.96620	2.147190719
PN8RP.vae.5283	2.147150793
PN10RF.vae.6867	2.146904112
PN2LJ.vae.28089	2.146651456
PN1RA.vae.14534	2.14605211
PN5CF.vae.25518	2.145848371
PN5IE.bin.89	2.145762653
PN1RC.vae.15837	2.144744927
PN8RR.vae.25642	2.144461982
PN11RM.vae.24886	2.143457525
PN7RI.vae.5076	2.142595488
PN1CD.vae.27075	2.142156259
PN10RG.vae.3528	2.141333042
PN11RA.vae.10405	2.140458234
PN3LB.bin.24	2.139866279
PN6RT.bin.37	2.139577626
PN6RQ.bin.108	2.139084607
PN15RK.bin.76	2.137600254
PN5LD.vae.7877	2.137543448
PN10RQ.vae.11348	2.137188664
PN6RJ.vae.1630	2.137071215
PN10RI.bin.119	2.137028248
PN3JA.bin.13	2.136287704
PN5RA.vae.5961	2.13584814
PN8RS.vae.3301	2.135769264
PN8RR.vae.15059	2.135367922
PN13RN.bin.123	2.13515019
PN6RL.vae.35006	2.13497162
PN13RK.vae.28235	2.134553392
PN16RH.bin.20	2.13397759
PN5RC.bin.165	2.133701735
PN2JC.bin.19	2.133664985
PN6RS.vae.6788	2.133269683
PN8RD.vae.14215	2.132648272
PN16RF.bin.211	2.131683024
PN10RI.vae.16715	2.130989264
PN3CB.vae.17327	2.13081602
PN6RI.vae.32989	2.13065968
PN3GD.bin.73	2.12944949
PN3JG.bin.5	2.128687444
PN8RO.vae.1661	2.128385224
PN14RM.vae.194787	2.128123435
PN10RO.bin.61	2.127498888
PN8RP.vae.26156	2.126879008
PN11RH.vae.51299	2.126768539
PN5CG.bin.265	2.12603601
PN3GB.bin.41	2.124924934
PN12RH.vae.13126	2.124889492
PN8RK.vae.152763	2.124767539
PN14RH.vae.6914	2.124500158
PN6RS.bin.92	2.124410412
PN7RQ.vae.46230	2.124130801
PN2RJ.vae.30272	2.124042699
PN15RM.bin.13	2.123911385
PN3GB.bin.65	2.123756694
PN2RJ.bin.67	2.123322282
PN1CD.bin.8	2.123162295
PN6RB.vae.2191	2.122490329
PN16RF.bin.12	2.121091992
PN3DF.vae.9493	2.121009218
PN2CH.bin.32	2.12098748
PN4RE.vae.17329	2.120517153
PN15RB.vae.74864	2.120431991
PN8RD.bin.74	2.120170819
PN10RS.vae.30335	2.1199883
PN6RB.vae.25081	2.118947882
PN6RP.vae.19582	2.118906257
PN15RD.vae.14904	2.118844263
PN10RM.bin.150	2.118709534
PN12RJ.vae.37198	2.118546054
PN5LF.vae.16661	2.118278716
PN10RJ.vae.45911	2.117308197
PN6RL.vae.974	2.116854496
PN10RK.vae.17141	2.116349127
PN3GH.vae.448	2.115621081
PN11RL.bin.98	2.115104239
PN14RP.vae.4818	2.114681374
PN1RH.vae.18292	2.113982132
PN8RI.vae.5552	2.113820217
PN14RO.bin.60	2.113461922
PN11RG.vae.40958	2.112895324
PN11RK.bin.197	2.112567792
PN16RA.vae.36252	2.112217726
PN3DD.bin.69	2.112197662
PN11RA.vae.19652	2.111435434
PN9RM.vae.4333	2.11137608
PN16RO.vae.4631	2.111113518
PN8RB.bin.4	2.111006583
PN5LD.vae.12064	2.110548775
PN2CI.vae.6379	2.110358551
PN11RE.bin.206	2.109895803
PN16RC.vae.23695	2.10949409
PN3DG.bin.56	2.108866656
PN6RI.bin.103	2.108443419
PN3RF.bin.170	2.107268734
PN1JG.vae.32237	2.107026081
PN10RJ.bin.166	2.106644601
PN1IB.bin.20	2.106263061
PN4RB.vae.859	2.105898785
PN5RA.bin.253	2.104506991
PN14RI.bin.219	2.104064606
PN11RB.bin.80	2.103484454
PN12RI.vae.26997	2.103056908
PN1GG.bin.16	2.103041164
PN16RV.bin.55	2.102332734
PN14RN.bin.156	2.101764755
PN14RI.vae.2183	2.101228717
PN14RP.vae.13516	2.101145642
PN16RR.vae.90224	2.101123547
PN16RS.bin.166	2.101012847
PN1RF.vae.12819	2.100736172
PN3DG.bin.6	2.100354516
PN3CG.bin.67	2.098651335
PN12RI.bin.1	2.098476488
PN16RK.vae.18101	2.098017802
PN2RG.vae.20829	2.097870345
PN13RQ.bin.59	2.096607957
PN3RG.vae.15371	2.095660425
PN6RC.bin.176	2.094121978
PN2RE.bin.29	2.093707426
PN14RQ.bin.75	2.093488014
PN13RP.vae.12446	2.092852612
PN8RL.bin.7	2.092838486
PN16RA.vae.15936	2.092735996
PN8RK.vae.11923	2.092387488
PN13RT.vae.344	2.091292303
PN14RP.bin.7	2.091259866
PN13RD.vae.9407	2.090570403
PN5RA.vae.111528	2.090370597
PN10RD.vae.147424	2.09025975
PN2CC.vae.17166	2.089981768
PN1GJ.bin.9	2.089387906
PN10RR.bin.138	2.089039445
PN13RR.bin.13	2.088552697
PN11RO.bin.20	2.087455621
PN9RJ.bin.167	2.087411109
PN16RE.bin.65	2.086938977
PN10RO.vae.58256	2.086723134
PN5RC.vae.89543	2.086572236
PN1CI.vae.99327	2.085825007
PN5RB.vae.3219	2.085812803
PN11RN.vae.20363	2.085192411
PN3GA.vae.9523	2.085002819
PN5CC.vae.7322	2.084992545
PN13RL.vae.10087	2.084338707
PN16RA.vae.2880	2.084057305
PN16RT.bin.146	2.082443429
PN8RM.vae.5252	2.082124709
PN8RO.vae.2239	2.081223943
PN2RE.vae.2835	2.080986922
PN5RF.vae.40744	2.080917024
PN2CB.vae.22637	2.080347563
PN8RE.vae.56070	2.079825909
PN10RR.vae.8832	2.07916556
PN11RG.vae.33099	2.078698309
PN2CB.bin.32	2.077149729
PN6RG.bin.102	2.077123226
PN5RA.vae.15715	2.077085131
PN13RD.vae.8686	2.076994019
PN16RA.vae.10211	2.07648115
PN15RI.vae.24372	2.07545152
PN1CJ.vae.2310	2.075309011
PN10RQ.vae.15095	2.075114816
PN12RB.bin.95	2.074805209
PN15RN.vae.12625	2.073981867
PN7RQ.vae.42891	2.073661855
PN5CG.bin.154	2.073589346
PN2JC.vae.28754	2.073582074
PN7RB.vae.24627	2.072908981
PN7RH.vae.56080	2.071929101
PN11RB.vae.1260	2.070669985
PN3GB.bin.49	2.07018838
PN8RN.vae.7261	2.069790837
PN14RI.bin.242	2.069292829
PN3JG.bin.42	2.068669789
PN10RI.vae.2857	2.06850139
PN10RO.vae.2161	2.067820549
PN1GH.vae.74038	2.067410609
PN8RH.vae.18486	2.066488722
PN7RP.vae.23470	2.065573692
PN13RH.vae.85407	2.065494515
PN3CA.vae.4328	2.064797683
PN16RQ.bin.36	2.063802509
PN6RO.vae.50337	2.063599065
PN16RC.bin.216	2.063102723
PN13RK.bin.162	2.062967506
PN10RF.vae.9542	2.06234885
PN5CB.vae.21197	2.062034179
PN1RH.vae.1109	2.06132182
PN1RK.vae.7124	2.061010623
PN3CA.bin.39	2.059745488
PN16RA.vae.68150	2.059093849
PN2RG.bin.133	2.058923753
PN6RC.vae.13639	2.058054398
PN11RO.bin.34	2.057476819
PN13RG.bin.74	2.05716403
PN16RC.vae.6676	2.056878813
PN13RI.vae.4653	2.055665986
PN13RC.vae.14812	2.055337143
PN13RB.vae.13829	2.055315093
PN12RD.vae.20200	2.053777793
PN9RP.bin.129	2.053672662
PN16RA.vae.13675	2.052951682
PN2GB.vae.4889	2.052807396
PN2LE.bin.18	2.052573509
PN5GH.vae.5575	2.052113965
PN12RG.bin.23	2.05183043
PN16RC.vae.7759	2.050385944
PN6RP.vae.77926	2.05019145
PN10RD.bin.13	2.049507095
PN11RK.vae.21049	2.049090338
PN1GK.bin.36	2.048915248
PN9RD.vae.4553	2.047812064
PN6RN.vae.16850	2.047766216
PN9RB.vae.27512	2.047432111
PN3CG.bin.161	2.047269216
PN11RH.vae.15484	2.046899358
PN1RA.bin.109	2.046553563
PN6RD.vae.355	2.046320192
PN6RB.vae.18442	2.04615015
PN7RD.bin.182	2.046071162
PN4RE.bin.172	2.046026083
PN16RT.bin.59	2.045842506
PN9RB.vae.52324	2.045532925
PN6RC.vae.14954	2.04552095
PN3RA.bin.222	2.044028089
PN5LC.bin.69	2.04372607
PN11RD.vae.20348	2.043520679
PN9RC.vae.5861	2.042277294
PN12RG.bin.34	2.041925617
PN16RV.vae.32981	2.041634243
PN6RB.vae.14535	2.041558623
PN13RR.vae.25367	2.040035686
PN8RG.bin.116	2.039818925
PN16RK.vae.2142	2.039564087
PN5RD.bin.64	2.039236808
PN16RD.bin.84	2.038701536
PN12RB.vae.57498	2.03833438
PN3RG.vae.13315	2.038328641
PN5RC.bin.232	2.038317524
PN7RL.bin.138	2.038141734
PN13RB.vae.8101	2.037858198
J276	2.036827583
PN16RM.bin.115	2.036771829
PN5IE.bin.56	2.035129587
PN7RP.vae.3897	2.034529048
PN5LD.vae.927	2.033830233
PN11RN.bin.172	2.033695086
PN10RP.vae.2380	2.03346911
J312	2.032778821
PN14RP.bin.100	2.032755858
PN10RP.vae.4655	2.032692418
PN1RA.vae.33950	2.032613049
PN1RG.vae.4734	2.031250426
PN4RE.bin.117	2.03101382
PN11RK.vae.11075	2.030400652
PN1RI.bin.31	2.030029251
PN5GH.vae.14692	2.028920012
PN5LB.vae.23756	2.02814708
PN5LD.bin.185	2.027832605
PN5LD.vae.16582	2.027755828
PN15RB.bin.142	2.027709889
PN4RD.vae.68850	2.027488781
PN3CC.vae.26171	2.027043377
PN16RQ.bin.87	2.02658704
PN7RQ.vae.45980	2.026462692
PN8RO.vae.4975	2.025974747
PN7RT.vae.15252	2.025814728
PN8RO.vae.2175	2.025300135
PN9RE.vae.56657	2.024790421
PN3RF.vae.29991	2.024623705
PN5GG.bin.30	2.024511175
PN3GB.vae.4466	2.023243245
PN5CA.vae.62899	2.022578433
PN11RD.vae.10849	2.022532763
PN14RP.vae.15464	2.020940652
PN3RG.vae.18204	2.020432177
PN10RR.vae.48913	2.020149844
PN1RJ.bin.150	2.01983759
PN1CD.vae.1531	2.019483537
PN14RB.vae.36677	2.019262669
PN5RH.vae.9465	2.018361735
PN11RA.bin.146	2.018031757
PN4RA.bin.40	2.016523654
PN3GB.bin.4	2.016316215
PN3LB.bin.51	2.015619403
PN5LA.vae.17488	2.015613347
PN6RJ.bin.101	2.015324955
PN10RS.vae.21007	2.014840641
PN16RC.vae.9589	2.013213085
PN3RC.bin.23	2.01288687
PN1RB.vae.4501	2.012624017
J252	2.012205145
PN8RF.vae.6268	2.011934757
PN1CE.bin.89	2.01043573
PN16RL.vae.12770	2.010299863
PN2RG.bin.62	2.010077831
PN10RS.bin.164	2.00962443
PN11RC.vae.53609	2.009572307
PN8RG.vae.14352	2.009405969
PN7RG.vae.8198	2.009186198
PN5GD.bin.75	2.009056477
PN1LJ.bin.3	2.008994748
PN13RE.vae.49489	2.008264768
PN3CG.vae.9098	2.006872429
PN1RD.vae.21874	2.00552359
PN3GF.bin.46	2.004428718
PN16RI.bin.110	2.004400339
PN13RH.bin.8	2.004197022
PN16RU.vae.14478	2.00364555
PN7RC.bin.100	2.003400067
PN10RA.bin.62	2.00240645
PN10RK.bin.14	2.002229349
PN4RA.vae.6383	2.00188142
PN10RP.bin.55	2.00172926
PN6RI.bin.110	2.001287289
PN13RK.vae.10127	2.001220427
PN11RF.vae.10757	1.999987411
PN8RK.vae.40964	1.999738349
PN5RA.bin.82	1.999198916
PN6RQ.vae.7837	1.999027432
PN11RM.bin.100	1.998068927
PN8RR.bin.122	1.998002965
PN6RR.vae.795	1.997954194
PN15RF.vae.749	1.997363585
PN15RK.vae.25406	1.99716273
PN10RL.vae.8572	1.997066234
PN5LB.vae.12017	1.99706402
PN13RJ.bin.202	1.996815907
PN2CG.bin.148	1.996078566
PN1CK.bin.25	1.995938745
PN6RC.bin.157	1.994075233
PN11RK.bin.18	1.993546212
PN5RB.vae.6262	1.992257801
PN8RG.vae.22312	1.992075449
PN16RE.bin.73	1.990642931
PN3LE.vae.45329	1.989217137
PN13RK.vae.19292	1.989210245
PN13RC.vae.13024	1.988946666
PN6RT.vae.53489	1.988939967
PN16RI.bin.38	1.986787666
PN10RC.vae.44463	1.986486837
PN10RN.bin.182	1.986410758
PN5RB.bin.166	1.986032217
PN15RD.vae.17892	1.985875013
PN12RI.vae.9756	1.984770111
PN9RP.vae.858	1.984187855
PN2RJ.bin.109	1.983915393
PN3CD.vae.22017	1.98351252
PN7RK.bin.179	1.981802621
PN10RF.vae.16545	1.981647238
PN5RE.bin.165	1.981086466
