DATASET_GRADIENT
#In gradient datasets, each ID is associated to a single numeric value which is converted to a colored box based on the gradient defined.

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throught this file.
SEPARATOR TAB
#SEPARATOR SPACE
#SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL	occurence
PN7RP.vae.39721	1.178932891
PN6RD.vae.921	1.269502726
PN10RS.vae.37188	1.331309876
PN15RK.vae.42691	0.662303095
PN5RH.vae.13549	1.012181658
PN2LA.bin.132	0.831445494
PN1CH.bin.15	1.11823505
PN5RC.vae.11842	1.06435967
PN2LG.bin.121	1.06435967
PN16RV.vae.14979	1.215145063
PN5RB.bin.251	1.088271827
PN1CI.vae.99327	0.871562717
PN7RB.vae.24627	0.908285524
PN8RO.vae.2175	1.243173787
PN10RL.vae.8572	0.931148407
PN3RB.vae.22250	1.20931552
PN15RI.bin.82	0.919867397
PN2RB.vae.20406	1.146263774
PN2RA.vae.40846	0.755057148
PN10RG.vae.1394	1.294326309
PN6RQ.vae.16531	1.110935812
PN5RE.vae.22254	1.243173787
PN16RU.bin.52	0.516175059
PN7RP.vae.9750	1.220897392
PN5LG.bin.131	1.289473807
PN15RE.vae.20316	1.125413635
PN9RK.vae.3159	1.248568819
PN8RL.bin.124	1.404541789
PN1RC.bin.224	1.125413635
PN8RE.vae.48285	1.237710891
PN5IB.vae.1127	1.264363086
PN8RL.vae.23547	1.012181658
PN5CF.bin.10	1.178932891
PN8RM.bin.133	0.931148407
PN1CD.vae.19287	1.197416296
PN3CG.bin.67	0.738023809
PN14RP.bin.7	1.012181658
PN15RI.vae.24372	1.03027988
PN1CD.vae.1531	0.96333309
PN3LE.vae.45329	1.088271827
PN8RP.vae.18878	1.352921025
PN8RM.vae.32610	1.080446489
PN1RL.vae.35177	0.570532721
PN16RB.bin.6	1.06435967
PN10RF.vae.3340	1.20931552
PN10RD.vae.7968	1.44729377
PN1LH.bin.39	1.20340666
PN13RQ.vae.23495	0.871562717
PN8RG.vae.7943	0.993296314
PN16RV.vae.13077	0.908285524
PN16RA.vae.13838	0.973552256
PN5RD.bin.57	1.125413635
PN15RC.vae.11312	1.348683972
PN3LE.vae.2705	1.07247756
PN5LA.bin.224	1.303871627
PN8RP.vae.26156	1.139424349
PN12RH.vae.13126	1.289473807
PN9RB.vae.27512	1.220897392
PN10RF.vae.16545	1.215145063
PN5RD.bin.63	1.11823505
PN11RA.bin.84	0.544203783
PN6RD.vae.25455	1.07247756
PN16RT.vae.963	1.408269662
PN2RE.vae.2846	1.404541789
PN9RJ.bin.13	1.436993813
PN3RG.vae.8833	1.056087144
PN2LJ.bin.46	1.467188598
PN9RJ.bin.67	1.002841632
PN5LE.bin.182	1.237710891
PN14RB.bin.6	1.381476485
PN8RF.vae.18026	1.429988911
PN11RO.vae.11106	0.96333309
PN8RS.vae.4675	1.248568819
PN1CD.vae.18107	1.253897652
PN1RB.vae.7016	1.264363086
PN5LE.bin.216	0.595356305
PN7RH.vae.56080	1.248568819
PN8RH.vae.18486	0.720295042
PN9RD.vae.4553	1.335718995
PN16RM.bin.115	0.18518184
PN5LD.vae.16582	1.021325037
PN13RK.vae.10127	1.095958656
PN10RL.bin.165	0.595356305
PN7RV.vae.1435	1.404541789
PN3RD.vae.16036	1.348683972
PN10RM.bin.143	1.002841632
PN11RN.vae.11300	1.232178403
PN7RO.vae.909	1.197416296
PN14RB.bin.43	1.146263774
PN13RM.vae.5854	1.546909676
PN3RG.vae.10201	0.817205055
PN3LE.vae.5845	1.317807405
PN3CH.vae.19501	1.125413635
PN7RE.vae.25301	1.248568819
PN2GF.vae.3028	0.544203783
PN14RQ.vae.3291	1.002841632
PN1LC.bin.75	0.294326309
PN14RK.bin.50	1.264363086
PN7RK.bin.178	1.460657731
PN2CH.bin.54	1.220897392
PN9RK.bin.47	1.454027152
PN10RJ.vae.39342	1.243173787
PN10RD.vae.40831	1.463935441
PN5JD.vae.7370	-0.057856209
PN5RE.bin.327	0.720295042
PN16RR.bin.160	1.226574525
PN1GL.bin.46	1.125413635
PN6RO.bin.136	1.20340666
PN13RN.bin.123	1.513270068
PN16RI.bin.38	1.326855534
PN3LH.vae.14063	0.931148407
PN15RJ.vae.4905	0.771447564
PN10RS.vae.3752	1.317807405
PN16RC.bin.158	1.289473807
PN10RR.vae.40708	0.942143791
PN1RA.bin.179	1.039053804
PN2CC.bin.88	0.884151844
PN6RD.bin.34	1.322355033
PN14RP.bin.171	1.20340666
PN3RB.vae.29048	1.396988651
PN2RJ.vae.28132	1.047653976
PN3RE.vae.19185	1.248568819
PN14RH.bin.16	1.365389665
PN1RD.vae.31572	0.419265046
PN5RB.vae.11516	0.942143791
PN8RM.vae.508	0.993296314
PN8RJ.bin.163	0.755057148
PN3RB.bin.55	0.931148407
PN5RC.vae.30971	1.139424349
PN14RI.vae.2183	0.931148407
PN8RN.vae.7261	0.755057148
PN3LB.bin.51	0.817205055
PN11RF.vae.10757	1.220897392
PN11RJ.vae.39599	1.274582251
PN7RB.vae.5568	1.322355033
PN16RL.bin.52	1.056087144
PN3RE.vae.8651	1.264363086
PN15RK.bin.7	1.146263774
PN8RP.vae.11809	1.146263774
PN10RQ.bin.23	1.326855534
PN11RJ.vae.37594	1.20931552
PN4RG.vae.13447	1.237710891
PN15RM.vae.19256	1.110935812
PN5LG.bin.252	0.570532721
PN6RF.vae.16804	1.20340666
PN8RC.vae.62983	1.159627735
PN6RB.vae.7629	1.317807405
PN8RS.vae.15767	1.18518184
PN7RE.bin.59	0.662303095
PN15RA.vae.5033	1.42286917
PN13RE.bin.16	1.411965807
PN14RT.vae.40680	0.682506481
PN10RI.bin.119	1.215145063
PN16RC.vae.23695	1.20340666
PN2GB.vae.4889	1.166158603
PN10RD.vae.20059	0.973552256
PN10RJ.vae.58360	0.942143791
PN11RE.vae.12252	1.393162243
PN3RF.vae.21076	1.237710891
PN10RO.vae.17172	1.047653976
PN6RB.vae.1691	1.226574525
PN1LD.bin.152	1.253897652
PN3CB.vae.31052	1.166158603
PN11RI.vae.29069	1.166158603
PN5LC.vae.9455	0.516175059
PN3LD.bin.95	1.139424349
PN10RD.bin.125	1.197416296
PN5RA.vae.35320	0.682506481
PN5RG.vae.86065	1.06435967
PN8RJ.vae.1590	1.3400838
PN6RG.bin.156	0.952867657
PN5RD.vae.13310	1.20931552
PN2LA.bin.124	0.983536476
PN11RF.vae.22053	1.274582251
PN16RF.bin.211	1.03027988
PN3RF.bin.170	0.993296314
PN5CC.vae.7322	0.755057148
PN14RB.vae.36677	0.570532721
PN13RK.vae.19292	1.253897652
PN13RC.vae.13024	0.884151844
PN10RI.vae.2334	1.3400838
PN10RJ.bin.164	1.279603053
PN10RD.bin.77	1.110935812
PN4RA.vae.5061	1.20340666
PN2LF.vae.14608	1.178932891
PN10RP.bin.165	1.365389665
PN15RB.vae.32111	1.299125192
PN1RF.vae.12205	1.404541789
PN10RH.vae.17351	0.919867397
PN1RE.vae.37929	1.393162243
PN1RC.vae.9991	1.408269662
PN3JF.vae.16046	1.06435967
PN3LB.bin.24	1.056087144
PN11RB.vae.1260	1.152997157
PN8RG.bin.116	0.96333309
PN5LB.vae.23756	0.381476485
PN2CC.vae.102026	1.264363086
PN11RE.vae.50946	0.908285524
PN3RG.vae.1958	1.226574525
PN6RB.bin.212	0.570532721
PN6RI.vae.16674	1.07247756
PN11RG.bin.206	0.787241831
PN16RG.bin.75	1.3400838
PN11RE.vae.35415	0.845233778
PN16RU.bin.17	1.095958656
PN9RJ.vae.4381	0.419265046
PN3CH.vae.32233	1.253897652
PN6RI.vae.38263	1.237710891
PN5RF.vae.14494	0.641113796
PN13RS.vae.29261	1.039053804
PN3LC.vae.13512	1.381476485
PN3RC.vae.6771	1.191342149
PN3RF.vae.6226	1.259161892
PN16RA.vae.1291	0.720295042
PN5CE.vae.6158	1.172592713
PN2CJ.vae.7280	1.357117139
PN3LA.bin.150	1.352921025
PN5LB.vae.1504	1.408269662
PN5CF.vae.25518	1.3400838
PN15RB.vae.74864	1.248568819
PN3CA.bin.39	1.220897392
PN6RD.vae.355	0.983536476
PN10RB.bin.129	0.831445494
PN3DD.vae.3228	1.248568819
PN6RH.vae.5507	1.274582251
PN5RE.vae.12715	1.419265046
PN12RG.vae.54143	0.96333309
PN5CG.vae.25600	1.344405174
PN11RA.bin.214	1.232178403
PN15RK.vae.35103	1.125413635
PN4RA.vae.6628	1.279603053
PN6RL.bin.126	1.215145063
PN3RD.vae.1602	1.095958656
PN1RJ.vae.21767	1.021325037
PN6RD.vae.5253	0.755057148
PN13RT.vae.412	1.289473807
PN16RT.bin.29	0.871562717
PN9RK.bin.7	1.088271827
PN13RE.bin.160	1.178932891
PN5LH.bin.17	1.197416296
PN13RD.vae.8686	1.20340666
PN6RC.vae.13639	0.993296314
PN3LD.vae.11983	1.331309876
PN11RK.vae.9311	1.313211654
PN7RV.vae.20843	1.274582251
PN11RO.vae.13758	0.516175059
PN5RH.bin.84	1.237710891
PN8RB.bin.141	0.641113796
PN14RH.vae.26987	1.146263774
PN2RC.bin.87	1.166158603
PN9RH.vae.994	1.125413635
PN13RA.vae.27848	1.080446489
PN1RH.vae.26451	1.103511793
PN15RC.bin.63	0.871562717
PN7RK.vae.14528	1.095958656
PN8RC.bin.93	1.331309876
PN6RO.vae.45512	1.284566472
PN6RP.vae.19582	1.18518184
PN12RG.bin.90	1.313211654
PN13RN.bin.171	1.289473807
PN5LD.vae.18976	1.03027988
PN5RD.vae.1108	1.259161892
PN6RI.vae.2480	1.284566472
PN8RJ.bin.112	1.226574525
PN7RE.vae.2160	0.96333309
PN1RF.vae.26967	1.088271827
PN6RI.vae.18462	1.012181658
PN11RC.vae.35492	1.012181658
PN1RD.bin.272	0.570532721
PN2RF.vae.22866	0.11823505
PN10RA.vae.10537	0.755057148
PN16RN.bin.26	0.973552256
PN1LC.bin.61	1.220897392
PN1RD.vae.55994	1.012181658
PN1CJ.vae.7095	0.755057148
PN3RC.bin.158	0.454027152
PN5CG.vae.47618	1.039053804
PN3CD.bin.118	1.385406779
PN13RU.vae.21611	0.973552256
PN5RA.vae.11471	-0.358886204
PN2CF.vae.12729	1.088271827
PN1LI.vae.9957	1.012181658
PN5LA.bin.172	1.248568819
PN12RJ.vae.32321	0.993296314
PN2RE.bin.29	1.20931552
J252	1.220897392
PN8RR.bin.210	1.248568819
PN5RE.bin.167	1.303871627
PN11RI.vae.8176	0.771447564
PN6RT.bin.182	1.317807405
PN3RF.vae.51535	1.110935812
PN3CH.vae.6610	0.595356305
PN13RO.bin.25	1.172592713
PN2RD.vae.12162	1.322355033
PN16RM.vae.25245	0.942143791
PN7RI.vae.30615	1.215145063
PN1RI.vae.26211	1.284566472
PN16RA.vae.1770	1.220897392
PN11RK.vae.4648	1.259161892
PN6RJ.vae.32487	1.237710891
PN1RH.vae.13813	0.771447564
PN2RH.vae.7961	1.237710891
PN10RP.vae.10512	0.942143791
PN1RF.vae.7682	1.404541789
PN8RK.vae.11923	1.103511793
PN5IE.bin.56	1.253897652
PN7RQ.vae.45980	0.641113796
PN8RG.vae.22312	1.389301823
PN11RA.bin.203	0.973552256
PN5LC.bin.191	0.845233778
PN13RI.bin.189	0.771447564
PN16RE.vae.30577	0.919867397
PN5CC.vae.3038	1.002841632
PN8RQ.bin.99	1.088271827
PN2CD.vae.20473	1.215145063
PN1RB.vae.27901	0.931148407
PN5CE.vae.6733	1.159627735
PN13RC.vae.51177	0.771447564
PN14RE.bin.96	1.11823505
PN11RI.vae.4412	1.095958656
PN1CG.bin.53	1.237710891
PN6RI.vae.30404	1.18518184
PN2LB.vae.1958	0.973552256
PN16RK.vae.20626	0.720295042
PN6RO.bin.54	1.03027988
PN10RO.vae.32421	1.317807405
PN11RA.vae.18046	1.259161892
PN4RG.vae.489	1.284566472
PN13RB.vae.2722	1.243173787
PN1RE.bin.52	1.289473807
PN15RI.vae.27551	0.884151844
PN8RQ.bin.48	1.110935812
PN3RD.bin.141	1.172592713
PN4RB.vae.84121	0.755057148
PN10RP.vae.25083	0.908285524
PN8RN.vae.33858	1.056087144
PN5RG.vae.450	0.884151844
PN15RI.vae.1573	1.284566472
PN5CG.bin.154	0.908285524
PN5RH.vae.5657	1.326855534
PN11RG.bin.160	1.132475489
PN3RF.bin.141	0.701811636
PN14RC.vae.5517	0.952867657
PN11RB.vae.3775	1.002841632
PN13RR.bin.186	1.248568819
PN2RJ.vae.17248	0.419265046
PN10RE.vae.4218	1.215145063
PN1RL.bin.199	0.952867657
PN2CI.vae.13386	0.3400838
PN1CJ.vae.6639	0.952867657
PN15RI.vae.146	0.570532721
PN1CI.vae.1436	1.139424349
PN9RF.bin.169	0.755057148
PN7RK.vae.17681	1.056087144
PN8RP.bin.166	1.20340666
PN11RJ.bin.152	1.178932891
PN4RE.vae.46740	0.952867657
PN2RA.vae.32426	1.191342149
PN1RI.bin.68	0.243173787
PN2RF.bin.53	1.299125192
PN9RK.vae.13713	1.159627735
PN3RG.vae.18204	0.618837401
PN14RM.vae.18396	1.103511793
PN1RD.vae.35317	1.220897392
PN10RE.vae.3402	0.931148407
PN9RH.vae.1288	0.931148407
PN3CC.bin.111	0.662303095
PN14RC.bin.108	0.817205055
PN10RF.vae.113644	0.039053804
PN1LL.vae.6549	0.908285524
PN12RC.bin.21	0.931148407
PN10RN.bin.73	0.817205055
PN10RS.vae.17941	0.884151844
PN5RD.vae.5999	1.166158603
PN16RR.vae.6417	1.259161892
PN1RC.vae.13895	0.755057148
PN1RB.bin.225	0.641113796
PN9RB.bin.80	0.983536476
PN10RO.bin.82	1.264363086
PN11RJ.vae.50594	1.264363086
PN11RO.vae.19172	1.11823505
PN1RH.bin.243	1.021325037
PN14RL.bin.170	0.618837401
PN7RM.vae.2197	0.662303095
PN1GH.vae.23475	1.20931552
PN1GD.bin.19	1.259161892
PN8RF.vae.9958	0.570532721
PN1LI.bin.105	1.274582251
PN5JH.bin.28	1.146263774
PN6RG.bin.102	1.166158603
PN2RG.bin.62	0.570532721
PN5RE.vae.36641	1.269502726
PN8RF.vae.1780	0.771447564
PN5RH.vae.14211	1.322355033
PN3CH.vae.1043	1.047653976
PN14RN.vae.22034	1.279603053
PN10RM.vae.18158	0.3400838
PN8RF.vae.13688	0.641113796
PN1RA.vae.47560	0.516175059
PN3LH.vae.8964	1.159627735
PN9RJ.vae.40224	1.11823505
PN3CA.vae.9823	1.080446489
PN5RC.vae.11857	0.919867397
PN3CB.bin.196	0.817205055
PN1RA.bin.34	0.942143791
PN3LC.bin.150	1.012181658
PN8RJ.vae.13178	1.274582251
PN16RO.bin.202	0.294326309
PN10RC.vae.27098	1.215145063
PN4RE.bin.8	0.039053804
PN8RL.vae.16622	1.215145063
PN2RJ.vae.16485	0.871562717
PN14RJ.bin.222	1.03027988
PN5RA.vae.2887	0.039053804
PN8RM.vae.48793	1.232178403
PN5RC.vae.14468	0.516175059
PN10RB.vae.4838	0.96333309
PN6RC.vae.8102	0.884151844
PN3JG.bin.11	0.294326309
PN10RI.bin.149	0.618837401
PN2CF.vae.10636	0.682506481
PN9RM.vae.5103	1.248568819
PN14RO.bin.60	1.139424349
PN15RN.vae.12625	1.039053804
PN13RE.vae.49489	1.11823505
PN5RA.vae.67410	1.248568819
PN5CB.vae.60796	0.3400838
PN7RP.bin.133	1.197416296
PN12RD.bin.54	1.139424349
PN9RK.bin.136	1.322355033
PN7RO.bin.89	1.178932891
PN1RA.vae.32286	0.983536476
PN2RG.vae.19593	1.080446489
PN6RB.vae.32416	0.931148407
PN8RE.vae.10656	1.352921025
PN5RH.bin.185	1.125413635
PN15RH.vae.12318	0.516175059
PN10RS.vae.48866	1.146263774
PN3RF.bin.193	0.720295042
PN2CG.vae.11304	0.96333309
PN14RJ.bin.227	1.259161892
PN1RJ.bin.134	1.419265046
PN3RF.vae.48175	0.85859774
PN12RG.vae.22175	1.274582251
PN9RE.vae.43533	1.166158603
PN15RL.bin.150	1.07247756
PN2CD.vae.19363	1.289473807
PN5RA.vae.5961	1.322355033
PN9RP.bin.129	0.516175059
PN8RE.vae.28853	0.618837401
PN8RK.vae.51668	1.132475489
PN10RH.bin.87	1.284566472
PN13RJ.vae.8247	1.264363086
PN11RI.bin.91	0.738023809
PN11RK.vae.814	1.269502726
PN14RC.vae.6726	1.303871627
PN5RA.bin.305	1.021325037
PN5RC.vae.7575	0.381476485
PN10RC.vae.13532	0.682506481
PN1LD.bin.119	1.243173787
PN10RR.bin.84	1.243173787
PN11RK.vae.14576	1.172592713
PN2RE.vae.15616	0.96333309
PN15RH.vae.10913	1.166158603
PN6RG.bin.19	1.215145063
PN3RF.vae.49212	0.720295042
PN11RI.bin.143	1.18518184
PN10RO.bin.11	1.11823505
PN1RD.vae.22557	1.002841632
PN8RL.bin.132	1.20931552
PN9RN.bin.155	0.486211836
PN5RA.bin.316	0.845233778
PN5RB.bin.25	1.139424349
PN10RL.vae.31784	1.259161892
PN1RJ.vae.491	0.871562717
PN13RU.bin.189	1.056087144
PN1RK.vae.16135	1.264363086
PN5IE.vae.204043	1.021325037
PN3DF.bin.15	1.03027988
PN5RB.bin.46	0.919867397
PN7RQ.vae.4036	0.871562717
PN1CA.vae.30833	1.322355033
PN3JA.vae.29559	0.983536476
PN16RA.vae.68150	1.303871627
J548	1.110935812
PN8RN.vae.13692	1.159627735
PN8RI.bin.53	1.06435967
PN11RG.bin.24	1.080446489
PN15RO.vae.27880	1.220897392
PN5RA.vae.16328	0.942143791
PN7RN.vae.5847	0.720295042
PN13RP.bin.51	1.110935812
PN10RO.vae.8897	0.3400838
PN9RJ.bin.283	0.570532721
PN2CJ.bin.131	0.682506481
PN5CB.vae.4835	1.012181658
PN1RC.bin.199	0.682506481
PN3CG.vae.8431	0.11823505
PN4RH.vae.3046	0.701811636
PN7RF.vae.60356	0.802481798
PN9RP.vae.4363	0.845233778
PN14RI.bin.51	1.357117139
PN14RN.bin.11	1.103511793
PN16RU.vae.6427	0.85859774
PN1CL.vae.22093	1.06435967
PN9RA.bin.53	0.919867397
PN16RT.vae.9023	0.942143791
PN4RE.vae.26706	0.931148407
PN1RC.bin.294	1.03027988
PN1RE.bin.38	1.056087144
PN1RA.bin.189	0.682506481
PN1GG.vae.29493	1.20931552
PN5GH.vae.19480	1.03027988
PN3GD.bin.73	1.20340666
PN1GK.bin.36	1.20931552
PN11RN.bin.172	0.993296314
PN2CE.bin.127	0.817205055
PN13RU.vae.8201	0.931148407
PN6RF.vae.28618	0.942143791
PN11RG.vae.16435	1.178932891
PN8RQ.vae.11114	1.159627735
PN1CB.vae.14265	0.884151844
PN5RE.bin.50	1.18518184
PN10RB.vae.57037	0.516175059
PN5RE.vae.103030	0.11823505
PN15RN.vae.5220	1.220897392
PN2RF.vae.661	1.047653976
PN3CD.vae.6551	0.738023809
PN5RE.vae.9530	0.701811636
PN3RD.bin.202	1.197416296
PN2CF.bin.145	0.3400838
PN11RF.vae.61502	0.884151844
PN1RC.vae.66755	0.701811636
PN16RM.vae.19422	1.132475489
PN3RH.vae.1850	0.85859774
PN2RD.bin.83	0.831445494
PN5RH.vae.57552	0.831445494
PN16RR.bin.56	1.110935812
PN16RE.bin.34	0.486211836
PN8RI.vae.712	0.896386301
PN3CH.vae.61649	-0.182794945
PN10RO.vae.6077	1.226574525
PN5RG.vae.52961	1.146263774
PN1RD.vae.28968	1.269502726
PN1RE.bin.183	0.919867397
PN3RF.vae.13995	1.056087144
PN1RL.vae.15923	0.544203783
PN2LI.vae.6761	0.618837401
PN13RN.bin.212	0.96333309
PN15RI.vae.21787	0.641113796
PN1RD.vae.154660	1.279603053
PN5JB.vae.7699	1.039053804
PN3GB.bin.12	0.243173787
PN2LE.bin.18	1.056087144
PN3GB.vae.4466	1.080446489
PN15RD.vae.17892	1.132475489
PN10RN.vae.63041	1.317807405
PN9RB.vae.21883	0.96333309
PN5RF.bin.155	0.85859774
PN16RQ.vae.723	0.570532721
PN13RE.vae.66355	0.720295042
PN12RB.vae.36045	1.07247756
PN6RF.bin.162	-0.057856209
PN7RC.vae.10312	1.191342149
PN10RR.vae.3741	1.021325037
PN15RC.vae.27881	0.11823505
PN1CA.vae.35480	0.896386301
PN11RK.vae.102815	1.07247756
PN9RJ.vae.20216	1.152997157
PN5RC.vae.18314	1.139424349
PN10RD.vae.48954	0.817205055
PN15RM.bin.88	0.931148407
PN6RO.vae.99779	1.191342149
PN5RE.vae.35018	0.983536476
PN1CC.bin.56	1.152997157
PN6RO.bin.159	0.845233778
PN3RD.vae.3499	0.516175059
PN2CA.vae.30002	1.11823505
PN10RD.vae.22907	0.993296314
PN6RI.vae.12555	1.021325037
PN8RL.vae.7700	0.755057148
PN2RH.vae.54814	0.942143791
PN5LB.vae.12198	0.544203783
PN12RJ.vae.27043	0.871562717
PN8RR.vae.38071	0.544203783
PN2RA.vae.22141	0.919867397
PN1RE.vae.4017	0.3400838
PN3CF.vae.85493	1.389301823
PN14RH.bin.60	0.662303095
PN2RI.bin.218	1.056087144
PN2RE.vae.1328	1.012181658
PN5LF.bin.68	1.095958656
PN11RA.vae.11578	0.701811636
PN13RR.vae.21849	0.896386301
PN14RR.bin.39	1.303871627
PN1RD.bin.106	0.952867657
PN1CK.vae.54643	1.152997157
PN1RF.vae.5656	1.232178403
PN12RC.bin.3	0.942143791
PN3CB.vae.5275	0.919867397
PN16RN.bin.50	1.166158603
PN14RG.vae.10819	0.682506481
PN8RB.bin.150	-0.182794945
PN7RB.bin.94	1.07247756
PN9RG.bin.55	1.215145063
PN14RA.bin.117	1.253897652
PN2CI.vae.6379	0.381476485
PN3DG.bin.56	0.701811636
PN16RT.bin.59	0.952867657
PN9RP.vae.858	0.952867657
PN2CB.bin.43	0.942143791
PN5RC.vae.8055	1.18518184
PN2LF.bin.35	1.002841632
PN5RD.vae.11385	0.908285524
PN11RA.vae.22660	0.85859774
PN13RO.bin.182	0.662303095
PN5RA.vae.64030	1.274582251
PN13RI.vae.33305	0.771447564
PN5LG.vae.5458	0.942143791
PN9RJ.bin.163	0.871562717
PN3RC.vae.13320	1.110935812
PN10RS.vae.18429	0.983536476
PN16RN.vae.1955	0.595356305
PN7RB.vae.22893	0.486211836
PN15RB.vae.6065	0.993296314
PN10RJ.bin.8	0.931148407
PN11RM.vae.18554	1.07247756
PN2CE.vae.28692	0.871562717
PN2RE.vae.9227	1.07247756
PN16RS.vae.23343	1.095958656
PN5LD.vae.10095	0.701811636
PN10RQ.bin.6	0.802481798
PN5RC.vae.12905	1.002841632
PN12RD.vae.22189	0.486211836
PN3RB.bin.156	0.952867657
PN9RM.bin.62	1.088271827
PN2RF.vae.33192	0.85859774
PN13RC.vae.12739	0.871562717
PN10RD.bin.103	1.07247756
PN3RB.bin.138	0.931148407
PN14RM.bin.54	0.931148407
PN1RC.bin.174	0.682506481
PN1RB.bin.103	0.720295042
PN12RF.bin.98	1.095958656
PN3GD.bin.28	0.831445494
PN13RR.bin.13	1.125413635
PN10RN.bin.182	-0.057856209
PN6RS.bin.9	1.215145063
PN13RO.vae.10291	1.232178403
PN1RJ.vae.73852	0.942143791
PN8RG.vae.13914	0.720295042
PN3DD.vae.16929	1.002841632
PN3RA.vae.2200	1.152997157
PN5CB.vae.158716	0.570532721
PN11RK.vae.14765	0.983536476
PN1RE.vae.44287	0.942143791
PN6RM.vae.41251	0.802481798
PN14RM.vae.123731	1.237710891
PN15RK.vae.25170	1.03027988
PN1RH.bin.241	1.002841632
PN10RO.vae.13950	0.942143791
PN13RJ.bin.13	1.132475489
PN3CH.bin.177	0.942143791
PN11RF.bin.92	-0.6599162
PN9RJ.bin.225	0.973552256
PN8RS.bin.110	0.662303095
PN1RD.vae.114423	0.817205055
PN3CH.vae.35705	1.20340666
PN10RD.bin.63	1.110935812
PN8RR.vae.25205	0.983536476
PN16RO.vae.2805	1.080446489
PN15RP.bin.18	0.952867657
PN4RH.bin.157	0.942143791
PN5RF.vae.257	0.931148407
PN3RB.vae.44633	0.544203783
PN7RI.vae.850	0.618837401
K67	1.080446489
R78	0.516175059
PN10RO.vae.37307	1.103511793
PN2LJ.vae.28089	1.139424349
PN3CC.vae.26171	1.03027988
PN3JG.bin.24	0.720295042
PN8RG.vae.324	-0.358886204
PN6RJ.vae.20625	0.3400838
PN3CF.bin.10	0.908285524
PN14RD.vae.41410	0.908285524
PN3CC.bin.184	1.110935812
PN11RK.vae.24606	1.039053804
PN5RC.bin.217	0.641113796
PN11RJ.vae.31056	0.771447564
PN8RB.vae.24904	0.871562717
PN8RQ.vae.31281	1.095958656
PN1RI.vae.28561	1.18518184
PN8RP.vae.3124	1.166158603
PN7RP.vae.48459	1.237710891
PN16RQ.vae.1925	1.03027988
PN16RK.vae.24020	0.931148407
PN16RF.vae.19241	1.308566748
PN3CA.vae.38455	0.908285524
PN8RG.vae.7562	1.232178403
PN11RO.vae.14900	0.952867657
PN16RQ.bin.208	1.11823505
PN1RA.vae.9654	0.802481798
PN16RT.bin.39	1.159627735
PN8RQ.bin.134	0.3400838
PN5CA.bin.92	1.002841632
PN2RG.vae.31750	1.07247756
PN8RO.bin.62	1.047653976
PN6RA.bin.106	1.012181658
PN1RD.bin.152	1.220897392
PN1RL.bin.135	0.486211836
PN16RE.vae.7477	1.159627735
PN3JH.bin.35	1.178932891
PN7RL.bin.56	1.021325037
PN9RE.vae.56657	0.952867657
PN9RE.bin.207	1.166158603
PN3RF.vae.10837	1.220897392
PN1RC.vae.8095	1.088271827
PN7RE.vae.9209	0.931148407
PN11RB.vae.23289	1.172592713
PN10RI.vae.2839	1.172592713
PN3CG.bin.3	1.264363086
PN3CB.bin.54	1.197416296
PN3CA.bin.170	1.152997157
PN13RQ.vae.27084	0.85859774
PN2RG.vae.4561	0.973552256
PN2CD.vae.293	0.871562717
PN2CJ.bin.87	0.641113796
PN5CG.vae.199360	0.973552256
PN16RC.vae.5479	0.618837401
PN7RH.vae.37087	1.039053804
PN6RH.bin.22	1.012181658
PN8RQ.bin.128	0.973552256
PN10RE.bin.70	1.132475489
PN5RA.vae.36318	0.983536476
PN2RA.bin.88	1.047653976
PN2RA.vae.10280	1.289473807
PN14RE.bin.125	1.039053804
PN9RA.bin.154	1.264363086
PN1RE.vae.19731	0.243173787
PN7RO.bin.156	0.952867657
PN9RM.bin.6	1.259161892
J458	1.021325037
PN10RC.vae.44463	0.983536476
PN5RE.bin.154	0.738023809
PN10RS.vae.8767	1.088271827
PN10RJ.bin.118	0.294326309
PN10RR.bin.26	0.243173787
PN8RS.bin.57	0.755057148
PN6RK.vae.23825	0.845233778
PN12RG.vae.28594	1.056087144
PN13RG.vae.40950	1.103511793
PN8RO.vae.606	1.03027988
PN8RQ.bin.136	0.381476485
PN5LD.bin.148	1.03027988
PN3RD.vae.23608	0.952867657
PN11RG.bin.1	1.047653976
PN10RR.bin.87	1.047653976
PN13RB.vae.38664	1.11823505
PN2LG.bin.137	0.983536476
PN14RC.vae.5403	0.682506481
PN6RB.bin.34	0.738023809
PN11RE.vae.938	1.088271827
PN10RJ.vae.50602	0.896386301
PN1CJ.vae.25543	1.11823505
PN4RE.bin.70	0.952867657
PN7RQ.vae.42518	0.701811636
PN14RB.bin.73	1.172592713
PN7RL.vae.10052	0.641113796
PN13RQ.vae.4980	1.002841632
PN3CF.bin.178	0.381476485
PN1CB.vae.952	0.419265046
PN16RQ.vae.57	1.06435967
PN2RF.bin.72	1.095958656
PN8RR.bin.104	0.454027152
PN3CA.vae.75723	0.738023809
PN2CG.vae.53350	0.952867657
PN5CG.vae.12874	1.002841632
PN15RF.vae.1636	0.983536476
PN1RC.vae.93693	0.908285524
