DATASET_GRADIENT
#In gradient datasets, each ID is associated to a single numeric value which is converted to a colored box based on the gradient defined.

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throught this file.
SEPARATOR TAB
#SEPARATOR SPACE
#SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL	occurence
PN11RO.vae.18905	0.544203783
PN16RD.bin.84	1.533208398
PN8RO.vae.220	1.57307991
J1119	1.373507555
PN6RO.bin.188	1.419265046
PN3CA.vae.9529	0.682506481
PN16RD.bin.34	1.521927388
PN5RF.bin.177	1.326855534
PN13RJ.vae.12167	0.720295042
PN15RK.vae.36225	1.580633048
PN2LF.bin.88	0.486211836
PN10RR.vae.8832	1.686436774
PN10RS.vae.21007	0.96333309
PN7RO.vae.364	1.501451802
PN1CI.vae.72634	1.524775231
PN9RO.vae.4921	1.513270068
PN4RE.vae.17329	1.426443631
PN1RB.bin.148	1.623385029
PN15RJ.vae.2033	1.562800271
PN10RH.vae.2465	1.647579838
PN1CB.vae.2581	1.521927388
PN10RL.vae.771	1.443887521
PN8RO.vae.4975	1.299125192
PN9RH.vae.1796	1.473622708
PN4RG.vae.11719	1.513270068
PN10RG.vae.5488	1.616545604
PN10RB.vae.64619	1.62788553
PN3CH.vae.25040	0.516175059
PN10RH.vae.10354	1.680527915
PN5RD.bin.87	0.544203783
PN3CG.vae.2539	1.419265046
PN15RK.bin.76	1.411965807
PN5LD.vae.7877	1.666419661
PN10RH.vae.1640	1.039053804
J474	0.701811636
PN13RA.bin.104	1.676543534
PN3RE.vae.21235	1.611925406
PN5RB.vae.17155	0.738023809
PN11RL.bin.2	1.20931552
PN3LD.vae.14085	1.660230086
PN12RG.bin.34	1.492372144
PN13RH.bin.8	1.616545604
PN11RE.vae.3978	1.226574525
PN4RC.bin.85	1.460657731
PN5RC.bin.153	1.3400838
PN14RM.vae.30501	1.18518184
PN2CH.bin.32	1.274582251
PN7RP.vae.3897	1.352921025
PN1RC.vae.13658	1.607255528
PN13RC.vae.7082	0.419265046
PN11RA.bin.14	0.618837401
PN10RI.vae.13870	1.393162243
PN10RN.vae.30074	1.748323765
PN7RA.bin.94	1.20340666
PN1CB.bin.54	1.504436656
PN10RI.vae.10777	1.616545604
PN12RB.bin.95	1.630118411
PN11RK.vae.11075	1.641113796
PN3LE.vae.8991	1.139424349
PN3RF.vae.15644	1.698018647
J1114	0.817205055
PN3JA.bin.5	1.578129903
CH8	1.489302913
PN13RP.bin.232	1.578129903
PN13RO.vae.45168	1.519060747
PN11RF.vae.5164	1.460657731
PN6RN.vae.7756	0.831445494
PN5CF.vae.63495	1.289473807
PN6RC.vae.1485	1.457355096
PN13RM.bin.113	1.433505485
PN2LF.vae.3633	1.530415498
PN8RS.vae.2523	1.002841632
PN8RL.bin.151	1.436993813
PN7RO.bin.74	0.884151844
PN11RN.bin.178	1.146263774
PN16RT.bin.187	0.738023809
PN6RJ.bin.101	1.404541789
PN1RA.vae.9885	1.40078164
PN10RD.vae.68802	1.279603053
PN2CC.bin.133	1.57307991
PN1RI.vae.25899	1.664366255
PN10RK.vae.116728	0.831445494
PN1RD.vae.6521	1.274582251
PN5RB.vae.542	1.440454345
PN5RF.vae.40744	1.45067351
PN8RO.vae.13817	1.11823505
PN7RD.vae.2664	1.4830986
PN8RM.vae.3712	0.3400838
PN16RF.vae.14450	1.513270068
PN11RK.bin.56	1.326855534
PN5JD.bin.136	0.908285524
PN11RA.bin.131	0.952867657
PN13RJ.bin.74	1.440454345
PN6RS.bin.39	1.575612247
PN1CC.bin.18	1.557567744
PN9RF.vae.9912	1.521927388
PN14RK.vae.5901	1.080446489
PN5LB.bin.158	1.60253489
PN6RJ.vae.1630	0.11823505
PN5RA.vae.24964	1.226574525
PN1RE.vae.4637	0.771447564
PN5RH.vae.10684	1.583121849
PN10RO.vae.49396	1.495419837
PN1RH.vae.37016	1.326855534
PN10RR.vae.17193	1.552271404
PN6RG.bin.31	1.381476485
PN5RD.bin.132	0.983536476
PN3RD.vae.17069	1.460657731
PN2RB.bin.2	1.643279857
PN3CB.bin.38	1.352921025
PN9RM.vae.4333	0.771447564
PN11RD.vae.20348	0.85859774
PN5RH.vae.9465	1.215145063
PN11RM.bin.100	1.103511793
PN1CD.bin.159	1.489302913
PN3GG.vae.8518	1.470417568
J1395	1.039053804
PN7RN.bin.141	1.557567744
PN9RN.bin.124	1.611925406
PN16RI.bin.154	0.701811636
PN3LG.bin.72	0.896386301
PN1RD.bin.267	1.682506481
PN10RO.bin.29	1.686436774
PN14RP.vae.4818	1.4830986
PN4RB.vae.859	1.404541789
PN8RR.bin.122	1.348683972
PN1RD.vae.34943	1.492372144
PN13RB.vae.3958	1.429988911
PN5CE.vae.12156	1.429988911
PN13RI.vae.4836	1.40078164
PN9RH.vae.2191	1.419265046
PN9RB.vae.9726	1.463935441
PN16RO.vae.4631	1.664366255
PN14RI.bin.242	1.554927648
PN6RB.vae.14535	1.088271827
PN1RE.vae.5820	1.748323765
PN7RJ.vae.3395	1.317807405
PN7RQ.vae.1990	0.85859774
PN8RD.bin.64	0.817205055
PN14RK.vae.28654	1.253897652
PN10RM.vae.45517	1.516175059
PN1RA.vae.14534	1.538740887
PN8RO.vae.1661	1.159627735
PN1CD.bin.8	1.369467578
PN2RE.vae.2835	1.357117139
PN6RC.bin.219	1.361273099
PN5RA.bin.185	1.4830986
PN1CE.bin.18	1.335718995
PN1GB.vae.867	1.604901623
PN15RP.vae.1355	1.470417568
PN5LC.vae.3858	1.294326309
PN15RC.vae.9046	1.166158603
PN2RI.vae.11061	1.299125192
PN1CD.vae.41772	1.415630761
PN2RI.bin.111	0.570532721
PN13RQ.vae.9350	1.549598814
PN8RE.bin.116	1.597762375
PN8RR.bin.203	1.535983452
PN8RE.vae.2402	0.682506481
PN3RA.vae.519	1.419265046
PN2CG.bin.10	0.662303095
PN5LH.vae.12128	1.527604521
PN15RN.vae.4908	1.095958656
PN2RH.vae.43779	1.67252226
PN16RF.vae.19064	1.554927648
PN6RI.vae.2077	1.504436656
PN5RG.vae.121717	1.095958656
PN1RA.vae.5840	1.404541789
PN5RH.vae.1187	1.080446489
PN5JD.vae.8928	1.429988911
PN5CA.bin.135	1.326855534
PN5LF.vae.11880	1.433505485
PN7RL.vae.4262	1.248568819
PN7RT.vae.15252	1.440454345
PN4RA.bin.40	1.419265046
PN15RF.bin.57	1.021325037
PN2CG.vae.3032	1.470417568
PN7RF.vae.38499	1.07247756
PN1RB.vae.6725	1.369467578
PN14RP.vae.13516	1.588057066
PN16RR.vae.80791	1.535983452
PN14RT.bin.36	1.294326309
PN1GB.bin.37	0.85859774
PN16RC.vae.26035	1.524775231
PN10RR.bin.21	1.335718995
PN16RD.bin.42	1.513270068
PN16RH.bin.20	0.618837401
PN5RC.bin.165	1.546909676
PN10RI.vae.16715	0.544203783
PN10RO.vae.58256	1.303871627
PN13RI.vae.4653	0.454027152
PN1RG.vae.4734	1.492372144
PN13RC.vae.14047	1.557567744
PN16RE.vae.9073	0.486211836
PN8RE.bin.60	1.530415498
PN5RF.vae.5024	0.85859774
PN5CG.bin.265	1.381476485
PN16RU.vae.14478	1.232178403
PN3CB.vae.3351	1.308566748
PN1RC.vae.11645	0.919867397
PN12RH.vae.2345	1.125413635
PN8RO.bin.5	0.787241831
PN5RA.vae.14566	1.313211654
PN5RF.vae.140329	1.20340666
PN10RJ.bin.144	0.973552256
PN3CB.vae.17327	0.983536476
PN6RI.bin.103	1.57307991
PN13RD.vae.9407	1.541480924
PN3CG.bin.161	1.411965807
PN5LD.vae.9312	0.96333309
PN5RE.bin.153	1.415630761
PN13RP.bin.76	0.720295042
PN3CD.bin.116	1.317807405
PN10RD.vae.8840	1.527604521
PN16RN.vae.1121	1.580633048
PN6RL.vae.974	1.57307991
PN11RK.bin.197	1.322355033
PN6RP.vae.77926	1.507401135
PN11RD.bin.63	1.454027152
PN5RH.vae.7509	1.132475489
PN4RC.vae.6332	1.197416296
PN2LA.bin.64	1.470417568
PN14RQ.bin.92	1.552271404
PN6RM.vae.30819	1.178932891
PN13RQ.bin.59	1.389301823
PN10RQ.vae.15095	0.831445494
PN13RR.vae.25367	1.381476485
PN1CE.bin.89	1.197416296
PN1RK.vae.9763	1.146263774
PN13RS.vae.7612	1.317807405
PN15RP.bin.42	1.541480924
PN7RV.bin.107	1.396988651
PN7RM.vae.11329	1.07247756
PN2RA.bin.118	1.047653976
PN6RE.vae.18720	1.326855534
PN6RE.vae.4616	1.504436656
PN15RK.bin.111	1.486211836
PN1RC.vae.31697	0.919867397
PN14RN.bin.156	1.570532721
PN9RJ.bin.167	1.62788553
PN11RG.vae.33099	1.080446489
PN2CB.bin.32	1.408269662
PN2RG.bin.133	1.57307991
PN13RB.vae.8101	1.411965807
PN14RI.vae.889	1.361273099
PN10RH.vae.8546	1.554927648
PN1LE.vae.465	1.11823505
PN7RM.vae.11221	1.357117139
PN2RJ.vae.1482	1.139424349
PN14RI.bin.219	1.541480924
PN16RL.vae.12770	1.317807405
PN11RK.vae.27069	0.486211836
PN14RF.vae.4766	1.40078164
PN12RD.vae.20200	1.326855534
PN6RQ.bin.7	0.701811636
PN1CB.vae.4781	1.660230086
PN1RL.vae.5420	1.248568819
PN1RH.vae.11488	1.562800271
PN12RI.vae.889	1.4830986
PN6RF.vae.32939	1.541480924
PN5LE.vae.14281	1.377510298
PN13RT.vae.9075	1.381476485
PN5RC.vae.56164	1.408269662
PN10RA.vae.11136	1.473622708
PN8RI.vae.5552	1.552271404
PN15RF.vae.749	1.549598814
PN14RO.bin.164	1.408269662
PN13RE.vae.2571	0.771447564
PN7RG.vae.32444	1.404541789
PN8RO.vae.2840	1.614241649
PN2RJ.vae.30272	0.787241831
PN7RP.vae.23470	1.473622708
PN13RK.bin.162	1.580633048
PN11RK.bin.18	1.313211654
PN1RH.bin.217	1.191342149
PN10RR.bin.46	1.507401135
PN9RD.vae.1750	1.20931552
PN5RA.vae.29304	0.85859774
PN6RQ.bin.177	1.436993813
PN11RO.bin.158	1.20340666
PN13RQ.vae.15113	1.369467578
PN14RG.bin.125	1.411965807
PN1RH.vae.26417	1.303871627
PN5CD.bin.62	1.470417568
PN6RL.vae.35006	1.62788553
PN16RR.vae.90224	1.63674899
PN13RT.vae.344	1.45067351
PN5RA.vae.111528	1.457355096
PN11RO.bin.20	1.146263774
PN5LD.vae.927	1.248568819
PN1RJ.bin.150	1.215145063
PN11RL.vae.5202	0.755057148
PN5LD.vae.12340	1.565393082
PN6RC.vae.8122	1.237710891
PN13RG.bin.11	1.552271404
PN16RU.vae.32404	1.06435967
PN7RD.bin.169	0.787241831
PN10RA.vae.27096	1.552271404
PN4RE.vae.4629	1.476804367
PN1RH.vae.1109	1.279603053
PN10RP.vae.2380	1.326855534
PN11RH.bin.120	1.454027152
PN11RD.bin.119	1.357117139
PN13RD.bin.42	1.501451802
PN7RD.vae.5371	0.595356305
PN10RA.vae.1832	1.299125192
PN1RH.bin.189	1.495419837
PN6RC.vae.8299	1.317807405
PN5CG.vae.103980	1.322355033
PN2RA.vae.31577	0.931148407
PN3RH.vae.70923	1.352921025
PN10RB.vae.48460	1.504436656
PN4RD.bin.65	1.632339871
PN14RJ.vae.2673	1.308566748
PN11RG.vae.40958	0.771447564
PN8RB.bin.4	1.20931552
PN16RV.bin.55	1.220897392
PN11RH.vae.15484	1.259161892
PN1CA.vae.690	0.919867397
PN11RM.vae.4344	1.303871627
PN10RJ.vae.13829	1.389301823
PN1RB.vae.23408	1.476804367
PN3RB.vae.14931	1.259161892
PN6RC.vae.4761	1.519060747
PN13RF.bin.5	1.348683972
PN11RM.vae.652	1.269502726
PN8RE.vae.10101	1.479962886
PN10RN.vae.28271	1.284566472
PN13RF.bin.37	1.473622708
PN6RP.vae.54421	1.44729377
PN1RJ.bin.125	1.457355096
PN1RD.vae.72805	1.308566748
PN5RC.bin.202	1.07247756
PN8RD.bin.209	1.40078164
PN11RI.vae.5791	0.544203783
PN10RP.vae.19310	1.373507555
PN10RO.vae.27464	1.396988651
PN1CF.vae.16276	1.454027152
PN11RG.bin.126	1.544203783
PN3RG.vae.25122	1.385406779
PN10RJ.vae.349	1.259161892
PN11RA.vae.1033	1.331309876
PN5LG.vae.5964	1.361273099
PN1RC.vae.62660	1.40078164
PN3LA.bin.70	1.166158603
PN13RI.vae.5943	1.429988911
PN13RL.vae.10087	1.226574525
PN5CB.vae.15962	1.348683972
PN1RJ.vae.11288	1.516175059
PN5LF.vae.5054	1.575612247
PN3RA.bin.116	1.11823505
PN15RH.vae.7595	1.348683972
PN1RK.vae.7227	1.408269662
PN13RO.bin.213	0.908285524
PN5RC.bin.169	1.60253489
PN5RD.bin.223	1.369467578
PN1CA.bin.54	1.322355033
PN16RE.bin.65	1.457355096
PN8RE.vae.56070	1.021325037
PN16RA.vae.10211	1.248568819
PN14RP.vae.15464	0.738023809
PN7RG.vae.8198	1.389301823
PN10RK.bin.14	1.248568819
PN5CE.vae.6857	1.369467578
PN2RC.vae.2215	1.473622708
PN15RA.bin.17	1.541480924
PN8RR.vae.515	1.585596468
PN5LF.vae.16661	1.530415498
PN11RO.bin.34	1.460657731
PN14RP.bin.100	1.348683972
PN7RK.bin.179	1.237710891
PN15RM.vae.10032	1.303871627
PN10RO.vae.6229	0.802481798
PN3LA.vae.103619	1.047653976
PN6RQ.bin.108	0.662303095
PN8RR.vae.15059	1.625641109
PN14RM.vae.194787	1.308566748
PN10RR.vae.48913	0.973552256
PN10RL.bin.190	1.021325037
PN12RJ.bin.184	1.047653976
PN8RM.vae.23004	1.521927388
PN11RC.vae.11465	1.419265046
PN16RN.vae.33529	1.243173787
PN5LF.bin.295	1.322355033
PN1LI.vae.5751	1.616545604
PN2CA.bin.71	1.253897652
PN11RD.vae.10428	1.44729377
PN15RE.vae.874	1.365389665
PN11RA.vae.19652	1.404541789
PN6RO.vae.50337	1.095958656
PN12RF.vae.47732	1.404541789
PN15RN.bin.61	1.248568819
PN1RL.vae.10596	0.952867657
PN3RF.vae.2615	1.426443631
PN7RS.bin.117	1.538740887
PN6RQ.bin.11	1.641113796
PN3JH.bin.22	1.426443631
PN8RQ.bin.57	1.07247756
PN9RK.vae.4841	1.172592713
PN16RQ.bin.87	1.365389665
PN10RP.vae.37655	0.831445494
PN3RF.vae.56011	1.42286917
PN3RF.vae.54806	1.377510298
PN13RQ.vae.512	1.460657731
PN14RT.vae.1935	0.544203783
PN1RC.vae.39584	1.476804367
PN15RE.bin.40	1.527604521
PN3CG.vae.9795	1.139424349
PN10RG.vae.3528	1.486211836
PN11RL.bin.98	1.125413635
PN13RP.vae.12446	1.489302913
PN7RQ.vae.42891	1.44729377
PN10RP.vae.4655	0.738023809
PN11RC.vae.53609	1.178932891
PN6RO.vae.41184	1.381476485
PN15RF.bin.18	1.381476485
PN6RL.vae.2267	1.299125192
PN16RA.bin.56	1.473622708
PN16RU.vae.3921	1.197416296
PN6RL.bin.24	1.533208398
PN1RL.vae.4386	0.486211836
PN16RN.bin.168	1.377510298
PN5RB.vae.5788	1.479962886
PN5IB.vae.5283	1.264363086
PN1GG.vae.9172	1.618837401
PN16RK.vae.18101	1.544203783
PN13RC.vae.14812	1.415630761
PN10RS.bin.164	0.96333309
PN6RC.bin.157	1.429988911
PN16RG.vae.48868	1.344405174
PN8RD.vae.24321	0.831445494
PN16RA.vae.1272	1.40078164
PN3CE.bin.4	1.507401135
PN10RK.vae.17141	1.152997157
PN11RD.vae.10849	1.197416296
PN5RE.vae.51329	1.42286917
PN3RF.vae.37328	1.197416296
PN14RC.bin.72	1.289473807
PN3LB.bin.64	1.408269662
PN10RR.vae.8502	1.404541789
PN11RJ.vae.1284	0.817205055
PN7RD.vae.3897	1.583121849
PN10RF.vae.9448	1.365389665
PN5RE.vae.13625	0.570532721
PN1RB.vae.31310	1.284566472
PN13RH.vae.35795	1.498446292
PN6RH.bin.131	1.274582251
PN3LH.vae.4288	1.11823505
PN8RC.bin.88	1.513270068
PN14RH.vae.6914	0.738023809
PN5CB.vae.21197	1.232178403
PN3RG.vae.13315	1.18518184
PN16RC.vae.9589	1.492372144
PN2RF.vae.7280	0.896386301
PN10RB.vae.13718	1.389301823
PN8RP.bin.137	1.047653976
PN10RF.bin.114	0.682506481
PN1RA.bin.194	1.470417568
PN7RP.vae.5844	1.243173787
PN7RE.vae.5502	1.486211836
PN10RI.bin.32	1.513270068
PN1RB.vae.43696	1.476804367
PN5RE.bin.328	1.274582251
PN15RO.vae.4522	1.457355096
PN10RH.vae.44457	1.056087144
PN13RJ.bin.202	1.20931552
PN16RD.bin.91	1.289473807
PN2RB.vae.12927	1.429988911
PN10RF.vae.9549	1.429988911
PN12RD.vae.11021	1.18518184
PN10RO.vae.4196	1.404541789
PN1CF.vae.30162	1.07247756
PN1RD.vae.55235	0.516175059
PN1LL.vae.7969	0.96333309
PN10RN.vae.40463	1.248568819
PN8RS.vae.9894	1.289473807
PN7RR.vae.10001	1.088271827
PN8RA.vae.23359	1.326855534
PN7RF.bin.55	1.470417568
PN13RB.vae.27210	1.369467578
PN8RS.vae.3301	1.369467578
PN5RB.vae.3219	0.831445494
PN3GA.vae.9523	1.544203783
PN2CG.bin.148	1.570532721
PN2RJ.bin.21	1.06435967
PN10RD.vae.8579	1.369467578
PN3RG.vae.41243	1.361273099
PN5LE.vae.10689	1.232178403
PN13RH.bin.5	0.942143791
PN10RP.vae.148402	0.720295042
PN10RS.vae.6037	1.389301823
PN12RB.vae.7057	1.289473807
PN1LC.bin.78	1.597762375
PN16RO.vae.11096	1.110935812
PN2RA.vae.69411	1.146263774
PN3RD.vae.9286	1.365389665
PN8RG.vae.33505	0.738023809
PN5CG.vae.28743	1.110935812
PN8RR.vae.25642	0.738023809
PN10RD.vae.147424	1.259161892
PN13RG.bin.74	1.541480924
PN13RB.vae.13829	1.492372144
PN7RD.bin.182	1.331309876
PN6RC.vae.14954	1.541480924
PN6RI.bin.110	0.570532721
PN5RB.bin.166	1.197416296
PN5RE.bin.165	1.389301823
PN6RC.vae.15743	1.4830986
PN13RS.bin.123	1.479962886
PN7RK.bin.25	0.516175059
PN1CI.vae.22147	1.42286917
PN1CL.vae.22638	1.436993813
PN13RN.vae.1268	1.047653976
PN16RA.vae.13675	1.552271404
PN3RC.bin.23	1.166158603
PN2CG.vae.9399	1.597762375
PN15RI.vae.45959	1.03027988
PN2CG.bin.49	1.18518184
PN16RG.vae.49494	1.146263774
PN10RJ.vae.32410	1.495419837
PN10RN.vae.15034	1.294326309
PN5CB.bin.136	0.845233778
PN3RE.vae.35572	1.357117139
PN15RB.vae.111800	1.264363086
PN14RB.bin.163	0.817205055
PN2RF.bin.167	1.274582251
PN4RG.vae.476	1.396988651
PN14RN.vae.373	1.618837401
PN14RN.bin.172	1.335718995
PN6RF.vae.96620	0.973552256
PN6RI.vae.32989	1.317807405
PN8RF.vae.6268	1.357117139
PN6RT.vae.25275	1.592936831
PN16RH.vae.5984	0.454027152
PN1RC.bin.153	1.284566472
PN3LC.vae.9609	1.40078164
PN6RC.vae.6433	1.393162243
PN13RF.vae.6790	1.317807405
PN8RB.vae.19883	0.802481798
PN15RA.bin.108	0.919867397
PN1LF.bin.53	1.565393082
PN7RR.vae.8218	1.07247756
PN9RB.bin.189	0.919867397
PN7RU.vae.57803	1.361273099
PN9RN.bin.23	1.06435967
PN1CJ.vae.2310	0.831445494
PN4RD.vae.68850	1.562800271
PN10RP.bin.55	0.570532721
PN8RG.bin.154	1.396988651
PN8RL.bin.149	0.817205055
PN11RK.vae.11286	1.344405174
PN14RQ.bin.45	1.578129903
PN6RJ.vae.10831	0.595356305
PN5GG.vae.6559	0.738023809
PN13RE.vae.2213	1.317807405
PN9RM.bin.196	1.348683972
PN1GF.vae.19345	1.080446489
PN16RN.bin.23	1.373507555
PN14RG.vae.3423	1.326855534
PN4RE.bin.117	1.178932891
PN1RB.vae.4501	1.557567744
PN11RI.vae.36013	0.641113796
PN10RO.vae.16077	1.11823505
PN6RI.vae.12583	1.132475489
PN3CD.vae.38841	1.269502726
PN16RN.vae.13447	1.460657731
PN11RH.bin.174	1.352921025
PN10RH.bin.111	1.492372144
PN15RK.vae.10602	0.641113796
PN2RF.bin.62	1.021325037
PN5RE.vae.7681	1.178932891
PN16RO.bin.45	1.274582251
PN13RL.vae.10509	1.20931552
PN5RH.vae.5611	1.516175059
PN13RT.bin.80	1.012181658
PN2CE.bin.19	1.326855534
PN10RR.bin.138	1.11823505
PN6RB.vae.18442	1.361273099
PN6RT.vae.53489	1.326855534
PN5RB.bin.27	1.243173787
PN13RA.vae.11960	0.755057148
PN3RH.vae.2184	0.755057148
PN8RO.vae.29805	1.215145063
PN8RS.bin.88	0.908285524
PN3RA.vae.3604	1.326855534
PN13RF.bin.113	1.348683972
PN14RQ.bin.102	1.299125192
PN3LE.vae.14644	1.369467578
PN1RL.vae.1851	0.682506481
PN3LD.vae.468	1.125413635
PN12RI.vae.4991	1.248568819
PN5GB.bin.6	1.489302913
PN3RE.vae.10097	1.248568819
PN1LH.vae.121437	1.06435967
PN10RN.vae.11384	1.303871627
PN2LD.vae.33551	1.585596468
PN6RT.bin.37	1.479962886
PN8RL.bin.7	1.4830986
PN8RK.vae.40964	0.802481798
PN12RI.vae.9756	1.389301823
PN8RB.vae.4988	1.408269662
PN5RG.vae.12730	1.20340666
PN3CB.vae.27763	1.299125192
PN11RJ.vae.6926	1.440454345
PN5RA.vae.10041	1.348683972
PN6RC.vae.12785	1.348683972
PN7RN.vae.63066	0.983536476
PN1RD.bin.223	1.651837661
PN12RH.bin.7	1.039053804
PN16RJ.bin.135	1.299125192
PN2CI.vae.879	1.11823505
PN11RG.vae.14036	1.226574525
PN9RA.bin.136	1.352921025
PN1LF.vae.9401	1.419265046
PN2CB.vae.22637	0.973552256
PN7RL.bin.138	1.274582251
PN15RK.vae.25406	1.002841632
PN5RB.vae.38219	0.720295042
PN1RI.vae.42105	1.125413635
PN16RB.bin.164	1.103511793
PN10RD.vae.14324	1.056087144
PN11RI.vae.1829	0.516175059
PN16RR.bin.25	1.080446489
PN8RD.vae.3160	1.393162243
PN8RS.vae.23672	0.454027152
PN12RB.bin.160	1.172592713
PN16RK.bin.6	1.166158603
PN5IB.vae.2209	0.802481798
PN2RF.vae.1663	1.103511793
PN5IH.vae.7468	1.331309876
PN14RP.vae.2063	1.172592713
PN6RT.vae.22999	1.159627735
PN13RL.bin.167	1.152997157
PN1RF.vae.10247	1.284566472
PN2RJ.bin.67	1.492372144
PN16RC.vae.6676	1.331309876
PN10RC.vae.8821	1.546909676
PN5CB.bin.143	1.259161892
PN6RI.vae.38939	1.322355033
PN1RC.vae.5954	1.470417568
PN3RD.bin.32	1.047653976
PN14RK.vae.4602	0.952867657
PN16RV.vae.47451	1.348683972
PN16RC.vae.6570	1.039053804
PN1CF.bin.53	1.294326309
PN2LJ.vae.18012	1.243173787
PN5RH.vae.15485	1.197416296
PN1LJ.bin.3	1.369467578
PN1RL.vae.14061	1.269502726
PN6RT.vae.7279	1.243173787
PN2CE.vae.16262	1.3400838
PN10RC.vae.9875	0.96333309
PN3RG.vae.16712	1.237710891
PN1CI.vae.4555	1.07247756
PN2CH.vae.12961	0.931148407
PN8RP.vae.5283	0.738023809
PN10RQ.vae.11348	0.618837401
PN15RD.vae.14904	0.595356305
PN11RA.bin.146	1.357117139
PN8RH.vae.459	1.172592713
PN3RH.vae.13292	1.467188598
PN4RE.bin.18	0.942143791
PN10RE.vae.17760	1.103511793
PN7RJ.bin.112	0.738023809
PN6RQ.bin.180	1.110935812
PN10RH.bin.168	1.361273099
PN6RL.vae.3945	1.317807405
PN6RH.bin.111	1.597762375
PN6RC.vae.9743	1.047653976
PN16RS.bin.166	1.215145063
PN14RQ.bin.75	1.243173787
PN5LC.bin.69	0.701811636
PN15RB.bin.142	0.919867397
PN1CK.bin.25	0.682506481
PN4RE.vae.33932	1.243173787
PN15RC.vae.93681	1.460657731
PN11RO.bin.14	1.178932891
PN3LG.vae.2873	1.40078164
PN2RH.vae.31834	1.166158603
PN1RG.bin.54	1.426443631
PN9RJ.vae.56010	1.159627735
PN15RA.vae.12433	1.393162243
PN2RB.bin.21	1.352921025
PN10RI.vae.2857	1.056087144
PN13RH.vae.85407	1.549598814
PN10RD.bin.13	0.85859774
PN3CG.vae.9098	1.44729377
PN2CA.vae.13121	1.504436656
PN5RA.vae.42408	1.259161892
PN5RE.vae.2799	0.755057148
PN3RH.vae.27444	1.20340666
PN10RH.vae.20479	1.348683972
PN14RH.bin.137	0.755057148
PN1LD.vae.239	1.103511793
PN3GH.vae.3016	1.012181658
PN15RI.vae.3071	1.42286917
PN7RT.vae.21396	1.326855534
PN10RS.vae.30335	0.942143791
PN10RO.vae.2161	1.322355033
PN9RC.vae.5861	0.419265046
PN7RM.vae.3041	1.294326309
PN13RE.vae.41335	1.274582251
PN2RC.vae.2778	1.152997157
PN3RE.vae.25173	1.369467578
PN8RA.vae.6280	1.220897392
PN16RG.vae.44311	1.419265046
PN11RH.vae.8287	1.467188598
PN2CE.vae.10598	0.720295042
PN4RE.vae.32418	1.056087144
PN11RF.vae.42744	0.570532721
PN8RM.vae.13113	1.103511793
PN10RF.vae.4766	1.178932891
PN3RG.bin.96	1.226574525
PN1JA.bin.12	0.896386301
PN5IH.vae.2688	1.279603053
PN3CA.vae.4328	1.012181658
PN16RV.vae.32981	1.433505485
PN6RL.vae.46963	1.377510298
PN1CB.vae.17334	1.125413635
PN9RL.vae.1164	0.884151844
PN15RH.bin.74	1.607255528
PN10RH.vae.33272	0.682506481
PN8RO.vae.3999	0.931148407
PN9RP.bin.83	0.682506481
PN7RD.vae.7463	1.264363086
PN3RB.vae.9685	1.299125192
PN8RC.bin.103	0.993296314
PN1LF.vae.7630	1.289473807
PN16RK.vae.36348	1.326855534
PN5CG.vae.35720	1.11823505
PN16RQ.bin.36	1.06435967
PN1RA.vae.33950	1.40078164
PN10RA.bin.62	1.18518184
PN5CC.vae.38378	1.377510298
PN3RB.bin.143	0.755057148
PN1RI.vae.68459	1.080446489
PN7RC.bin.1	0.516175059
PN14RJ.bin.81	1.411965807
PN4RE.bin.153	1.440454345
PN6RL.bin.194	1.259161892
PN14RA.bin.96	1.237710891
PN2GJ.vae.6147	1.220897392
PN8RJ.bin.77	1.021325037
PN5RE.vae.7350	1.232178403
PN12RC.vae.13629	1.352921025
PN3DD.bin.63	1.344405174
PN2RJ.bin.4	0.983536476
PN14RC.bin.219	1.269502726
PN11RH.vae.51299	1.274582251
PN10RM.bin.150	1.146263774
PN8RG.vae.14352	1.299125192
PN2RJ.bin.109	0.516175059
PN12RJ.vae.3601	1.191342149
PN1LJ.vae.98180	0.973552256
PN10RA.vae.55780	1.172592713
PN16RF.vae.1970	0.831445494
PN10RD.vae.74052	0.544203783
PN10RA.vae.6800	0.817205055
PN10RQ.vae.1396	1.426443631
PN14RD.bin.91	1.365389665
PN6RC.bin.65	1.554927648
PN5RF.bin.235	1.152997157
PN5LF.vae.24624	1.299125192
PN15RO.bin.135	0.817205055
PN2CA.bin.102	1.226574525
PN5LD.vae.1684	1.243173787
PN1RD.bin.202	1.103511793
PN1RH.bin.273	1.080446489
PN2RJ.vae.9786	1.20931552
PN1RB.bin.187	0.641113796
PN5CF.vae.5712	1.501451802
PN1LD.vae.5324	1.40078164
PN13RU.vae.13142	1.396988651
PN3RF.vae.24182	1.132475489
PN8RA.vae.3959	1.335718995
PN3RF.vae.4404	1.20340666
PN12RI.bin.1	1.125413635
PN6RR.vae.795	1.510345515
PN7RU.vae.6305	1.253897652
PN14RM.bin.124	1.248568819
