PN10RB.m500.gff	882064449	1462949	602.935884299453
PN10RA.m500.gff	899545527	1501153	599.236404950062
PN10RC.m500.gff	890217612	1505524	591.300844091492
PN10RF.m500.gff	931947234	1530986	608.723550705232
PN10RD.m500.gff	950050254	1606806	591.266309685177
PN10RE.m500.gff	959097084	1634704	586.709938924723
PN10RH.m500.gff	965331840	1599046	603.69235156462
PN10RG.m500.gff	961889253	1657828	580.210524252214
PN10RI.m500.gff	976899450	1640185	595.603209394062
PN10RJ.m500.gff	911680242	1517014	600.970223082977
PN10RL.m500.gff	916130478	1501127	610.295116935476
PN10RK.m500.gff	969556416	1669161	580.864527747773
PN10RM.m500.gff	966035823	1604050	602.247949253452
PN10RN.m500.gff	925685970	1549035	597.588802060638
PN10RO.m500.gff	996505623	1645086	605.746826001802
PN10RP.m500.gff	771447663	1278862	603.229795708998
PN10RQ.m500.gff	848492934	1454111	583.513180218016
PN10RR.m500.gff	848234211	1427493	594.21251873039
PN10RS.m500.gff	912204552	1536379	593.736670443946
PN10RT.m500.gff	889029036	1508955	589.168686938974
PN11RA.m500.gff	1236637311	2095308	590.193571064493
PN11RB.m500.gff	892379601	1510825	590.657158175169
PN11RC.m500.gff	1091593140	1890252	577.485509868525
PN11RD.m500.gff	1066573455	1817368	586.878086881688
PN11RE.m500.gff	1168483956	1992735	586.371974196268
PN11RF.m500.gff	1131247896	1924283	587.88021096689
PN11RG.m500.gff	1133544885	1918685	590.792592322346
PN11RH.m500.gff	1063684437	1810535	587.497307149544
PN11RI.m500.gff	1074405891	1823191	589.299689939233
PN11RJ.m500.gff	1276458270	2180944	585.277875085284
PN11RK.m500.gff	1141983390	1949781	585.69828611521
PN11RL.m500.gff	1101509721	1883745	584.744602374525
PN11RM.m500.gff	1203000819	2030388	592.497994964509
PN11RN.m500.gff	1137485082	1949477	583.48217598874
PN11RO.m500.gff	1092581235	1880824	580.905621684964
PN12RA.m500.gff	775577031	1293182	599.743138243496
PN12RB.m500.gff	706881501	1198254	589.926260208603
PN12RC.m500.gff	689529042	1158105	595.394236273913
PN12RE.m500.gff	645093555	1096277	588.440289269956
PN12RD.m500.gff	802657440	1352550	593.440124209826
PN12RF.m500.gff	637102017	1075230	592.526266008203
PN12RG.m500.gff	696703443	1183360	588.750205347485
PN12RH.m500.gff	690047940	1181510	584.039017866967
PN12RI.m500.gff	796116564	1345653	591.62099293057
PN12RJ.m500.gff	847914051	1419162	597.475165625912
PN13RA.m500.gff	1013877096	1719044	589.791242108986
PN13RB.m500.gff	970128660	1640989	591.185352247943
PN13RC.m500.gff	920721960	1548417	594.621448873269
PN13RE.m500.gff	830965131	1383467	600.639647349738
PN13RD.m500.gff	981634818	1658782	591.780485922804
PN13RF.m500.gff	935499153	1596066	586.128113123141
PN13RG.m500.gff	925782150	1537362	602.188781822368
PN13RH.m500.gff	940857432	1596753	589.231667014247
PN13RI.m500.gff	943747323	1580641	597.066204786539
PN13RJ.m500.gff	1007252820	1697937	593.221550622903
PN13RK.m500.gff	1042927500	1766715	590.320170485902
PN13RL.m500.gff	988019643	1686110	585.9757922081
PN13RM.m500.gff	889059447	1510770	588.481004388491
PN13RN.m500.gff	1019439444	1725792	590.708175724537
PN13RO.m500.gff	936026736	1538667	608.336135109156
PN13RP.m500.gff	1020069780	1712854	595.538078551937
PN13RQ.m500.gff	1073808147	1817907	590.683762700732
PN13RR.m500.gff	999738783	1642944	608.504479154493
PN13RT.m500.gff	692504622	1176748	588.490162719631
PN13RS.m500.gff	1117570119	1885959	592.573920748012
PN13RU.m500.gff	1012182102	1714494	590.367829808678
PN14RA.m500.gff	727567989	1220109	596.313926870468
PN14RB.m500.gff	812051778	1337897	606.961356516981
PN14RC.m500.gff	796465278	1290448	617.200598551821
PN14RD.m500.gff	894517395	1512300	591.494673675858
PN14RE.m500.gff	682731705	1136886	600.527849758023
PN14RF.m500.gff	796656657	1314686	605.967247692605
PN14RG.m500.gff	934582362	1559888	599.134272460587
PN14RH.m500.gff	984078690	1667653	590.097994007147
PN14RJ.m500.gff	803878854	1305055	615.97316128439
PN14RI.m500.gff	1101894753	1848887	595.977338258098
PN14RK.m500.gff	867546636	1481456	585.604051689689
PN14RM.m500.gff	682244115	1132332	602.512438931338
PN14RL.m500.gff	904131618	1547708	584.174545844565
PN14RN.m500.gff	821453271	1335244	615.208359670592
PN14RO.m500.gff	833915751	1418920	587.711605305444
PN14RP.m500.gff	772447173	1280419	603.276874991702
PN14RQ.m500.gff	824656704	1346639	612.381420707406
PN14RR.m500.gff	801227667	1343725	596.273543321736
PN14RS.m500.gff	704739819	1191077	591.682837465588
PN14RT.m500.gff	726937701	1229219	591.381764356067
PN15RA.m500.gff	511601868	872812	586.153568007773
PN15RB.m500.gff	820963884	1388888	591.0943747804
PN15RC.m500.gff	781707342	1360442	574.598065922693
PN15RD.m500.gff	439248825	738298	594.947873351953
PN15RE.m500.gff	680642736	1147608	593.096890227325
PN15RG.m500.gff	651949002	1128733	577.593639948509
PN15RF.m500.gff	685071828	1197511	572.079778807877
PN15RH.m500.gff	710202477	1220014	582.126497728715
PN15RI.m500.gff	648338238	1115992	580.952406468864
PN15RJ.m500.gff	809797299	1403177	577.11699878205
PN15RK.m500.gff	825884439	1403234	588.557887707966
PN15RL.m500.gff	833439192	1404054	593.594827549368
PN15RM.m500.gff	777940458	1355792	573.790417704191
PN15RO.m500.gff	662516385	1107606	598.151675776404
PN15RN.m500.gff	763469046	1327294	575.20718544648
PN15RP.m500.gff	802501434	1386010	579.001186138628
PN16RB.m500.gff	927237006	1571995	589.847299768765
PN16RA.m500.gff	1167484662	1976417	590.707660377339
PN16RC.m500.gff	1066713507	1779855	599.326072629512
PN16RD.m500.gff	766571823	1334871	574.266594300123
PN16RE.m500.gff	841693800	1441067	584.076798649889
PN16RF.m500.gff	1002951714	1704184	588.523137172981
PN16RG.m500.gff	908315754	1545750	587.621383794275
PN16RH.m500.gff	1091432958	1861125	586.437212976023
PN16RI.m500.gff	837133356	1427972	586.23933522506
PN16RJ.m500.gff	1000563093	1705847	586.549141277031
PN16RL.m500.gff	851286381	1470060	579.08274560222
PN16RK.m500.gff	1016995236	1707197	595.710533699391
PN16RM.m500.gff	775546212	1301555	595.861267483894
PN16RN.m500.gff	948962133	1602424	592.204143847072
PN16RO.m500.gff	1054540722	1782953	591.457386706212
PN16RP.m500.gff	899727930	1516404	593.329963518957
PN16RQ.m500.gff	1015310547	1712483	592.887956843951
PN16RR.m500.gff	930931125	1547021	601.757264445667
PN16RS.m500.gff	890116494	1503389	592.073305046132
PN16RU.m500.gff	980633823	1640657	597.708005390523
PN16RT.m500.gff	1027876494	1734274	592.684024554367
PN16RV.m500.gff	860991756	1495087	575.880705269994
PN1CC.m500.gff	587083938	1026389	571.989701760249
PN1CA.m500.gff	991210161	1748687	566.831091556122
PN1CB.m500.gff	930295602	1648252	564.413452554585
PN1CF.m500.gff	394338078	685636	575.142025797945
PN1CE.m500.gff	481969011	824407	584.625083241651
PN1CD.m500.gff	863274300	1432463	602.650330235406
PN1CG.m500.gff	483696051	853331	566.832859699226
PN1CI.m500.gff	531859839	934359	569.224290663439
PN1CH.m500.gff	829792803	1442131	575.39349961966
PN1CK.m500.gff	457146714	798414	572.568509570223
PN1DA.m500.gff	2353047	6894	341.318102697998
PN1DB.m500.gff	2229432	6735	331.021826280624
PN1DC.m500.gff	68005425	112644	603.719905188026
PN1DD.m500.gff	7594005	16402	462.992622850872
PN1DE.m500.gff	2539497	7382	344.012056353292
PN1DF.m500.gff	2225295	6512	341.722205159705
PN1DG.m500.gff	8282007	17611	470.274657884277
PN1DH.m500.gff	25452177	44856	567.419676297485
PN1DI.m500.gff	7040376	14556	483.675185490519
PN1CJ.m500.gff	759307617	1381268	549.717807840332
PN1DK.m500.gff	60792483	91315	665.744762634835
PN1DJ.m500.gff	122457753	191751	638.629018883865
PN1GA.m500.gff	14373942	30685	468.435457063712
PN1DL.m500.gff	135309687	215040	629.230315290179
PN1GC.m500.gff	127959348	204738	624.990710078246
PN1CL.m500.gff	710159052	1224302	580.052186470332
PN1GD.m500.gff	133019286	203410	653.946639791554
PN1GB.m500.gff	302100402	544638	554.681094598614
PN1GF.m500.gff	138774891	217707	637.438809960176
PN1GE.m500.gff	205280535	312107	657.724866792478
PN1GI.m500.gff	31690905	50521	627.28182340017
PN1GH.m500.gff	129947925	198498	654.656092252819
PN1GG.m500.gff	234824781	395547	593.67099485017
PN1GJ.m500.gff	203987565	304675	669.525116927874
PN1GK.m500.gff	130770423	200644	651.753468830366
PN1GL.m500.gff	146166537	221364	660.299493142516
PN1IC.m500.gff	46574757	75504	616.851517800381
PN1IA.m500.gff	72324219	124020	583.165771649734
PN1IE.m500.gff	13809861	27562	501.047130106669
PN1IB.m500.gff	86553462	146965	588.939284863743
PN1IG.m500.gff	5181681	12891	401.961135676053
PN1IF.m500.gff	11368236	22369	508.213867405785
PN1IH.m500.gff	28209540	51838	544.186504108955
