PN10RA	1448040
PN10RB	1411080
PN10RC	1451059
PN10RD	1548186
PN10RE	1574598
PN10RF	1477816
PN10RG	1595673
PN10RH	1541495
PN10RI	1580194
PN10RJ	1462405
PN10RK	1606523
PN10RL	1448817
PN10RM	1546603
PN10RN	1493316
PN10RO	1587148
PN10RP	1233138
PN10RQ	1400644
PN10RR	1375119
PN10RS	1480139
PN10RT	1453425
PN11RA	2017642
PN11RB	1454621
PN11RC	1819321
PN11RD	1750203
PN11RE	1919563
PN11RF	1853739
PN11RG	1847971
PN11RH	1743197
PN11RI	1757037
PN11RJ	2098601
PN11RK	1877080
PN11RL	1812809
PN11RM	1955714
PN11RN	1878402
PN11RO	1811695
PN12RA	1246857
PN12RB	1154924
PN12RC	1116730
PN12RD	1303257
PN12RE	1056298
PN12RF	1036713
PN12RG	1141057
PN12RH	1139069
PN12RI	1296442
PN12RJ	1367573
PN13RA	1656308
PN13RB	1581028
PN13RC	1492416
PN13RD	1598373
PN13RE	1334965
PN13RF	1537040
PN13RG	1482705
PN13RH	1538206
PN13RI	1524834
PN13RJ	1636363
PN13RK	1702065
PN13RL	1624129
PN13RM	1455871
PN13RN	1662639
PN13RO	1485067
PN13RP	1650637
PN13RQ	1750589
PN13RR	1585163
PN13RS	1817476
PN13RT	1133924
PN13RU	1651665
PN14RA	1175758
PN14RB	1291380
PN14RC	1245923
PN14RD	1457626
PN14RE	1097051
PN14RF	1268651
PN14RG	1503741
PN14RH	1606500
PN14RI	1781455
PN14RJ	1260350
PN14RK	1427502
PN14RL	1490548
PN14RM	1093246
PN14RN	1289342
PN14RO	1367621
PN14RP	1236266
PN14RQ	1299831
PN14RR	1295228
PN14RS	1149048
PN14RT	1185635
PN15RA	841365
PN15RB	1339298
PN15RC	1309914
PN15RD	712006
PN15RE	1106682
PN15RF	1152629
PN15RG	1087439
PN15RH	1175665
PN15RI	1075303
PN15RJ	1351095
PN15RK	1352317
PN15RL	1353333
PN15RM	1305254
PN15RN	1278033
PN15RO	1068527
PN15RP	1335010
PN16RA	1903886
PN16RB	1514817
PN16RC	1716410
PN16RD	1284721
PN16RE	1388260
PN16RF	1642412
PN16RG	1489065
PN16RH	1793552
PN16RI	1376547
