name	d_mean	d_sd	d_n	c_mean	c_sd	c_n	yi	vi	measure	model	method_tau2	val_tau2	I2	Q	Q_pval	estimate	ci_lb	ci_ub	pval	index	plab
LN-LDBP	3466.2	152.725337031642	15	3025.625	297.922299314052	8	1.99865408399441	0.278506191611613	SMD	RM	REML	0.978613682731403	82.1%	67.3471455712295	5.8110006950684e-09	0.328404125800762	-0.225599227973061	0.882407479574585	0.245302661009212	A09180	
LN-THNP	3004.5	153.193621650138	8	3025.625	297.922299314052	8	-0.0843002821981968	0.250222079299334	SMD	RM	REML	0.978613682731403	82.1%	67.3471455712295	5.8110006950684e-09	0.328404125800762	-0.225599227973061	0.882407479574585	0.245302661009212	A09180	
LN2-LDBP	3085.04761904762	287.214462760926	21	3025.625	297.922299314052	8	0.199131963813138	0.173302729326152	SMD	RM	REML	0.978613682731403	82.1%	67.3471455712295	5.8110006950684e-09	0.328404125800762	-0.225599227973061	0.882407479574585	0.245302661009212	A09180	
SD-LWP	3754.63636363636	174.032713250657	22	3025.625	297.922299314052	8	3.34710753373151	0.357173359493916	SMD	RM	REML	0.978613682731403	82.1%	67.3471455712295	5.8110006950684e-09	0.328404125800762	-0.225599227973061	0.882407479574585	0.245302661009212	A09180	
SX-LLBP	2996.7	213.830011186949	20	3025.625	297.922299314052	8	-0.117301005297764	0.17524570581864	SMD	RM	REML	0.978613682731403	82.1%	67.3471455712295	5.8110006950684e-09	0.328404125800762	-0.225599227973061	0.882407479574585	0.245302661009212	A09180	
HB-MSP	1532.875	55.7385264725695	16	1603.125	21.6295928235898	8	-1.42442380503748	0.22977048284078	SMD	RM	REML	11.2753700787211	96.62%	210.145856281732	4.61631638596063e-37	3.75902991595461	2.00599493095801	5.51206490095121	2.63694777610614e-05	A09190	***
HL-MP	1936.5	29.0217704128252	20	1603.125	21.6295928235898	8	11.8858888359825	2.69775631109524	SMD	RM	REML	11.2753700787211	96.62%	210.145856281732	4.61631638596063e-37	3.75902991595461	2.00599493095801	5.51206490095121	2.63694777610614e-05	A09190	***
HL2-MP	1696.04545454545	48.1441063719639	22	1603.125	21.6295928235898	8	2.09884717381908	0.243873869772018	SMD	RM	REML	11.2753700787211	96.62%	210.145856281732	4.61631638596063e-37	3.75902991595461	2.00599493095801	5.51206490095121	2.63694777610614e-05	A09190	***
HN-YNBP	1644	45.9577100290159	19	1603.125	21.6295928235898	8	0.975221418964202	0.195243742206749	SMD	RM	REML	11.2753700787211	96.62%	210.145856281732	4.61631638596063e-37	3.75902991595461	2.00599493095801	5.51206490095121	2.63694777610614e-05	A09190	***
IM-IMBP	1764.58823529412	23.1895957908105	17	1603.125	21.6295928235898	8	6.87007874024159	1.12778316735416	SMD	RM	REML	11.2753700787211	96.62%	210.145856281732	4.61631638596063e-37	3.75902991595461	2.00599493095801	5.51206490095121	2.63694777610614e-05	A09190	***
JL-BSWP	1665.75	68.6954978770183	8	1603.125	21.6295928235898	8	1.16244488533415	0.292227440982485	SMD	RM	REML	11.2753700787211	96.62%	210.145856281732	4.61631638596063e-37	3.75902991595461	2.00599493095801	5.51206490095121	2.63694777610614e-05	A09190	***
JL-LXP	1747.7	39.2797657834158	10	1603.125	21.6295928235898	8	4.20373125028166	0.715871011794295	SMD	RM	REML	11.2753700787211	96.62%	210.145856281732	4.61631638596063e-37	3.75902991595461	2.00599493095801	5.51206490095121	2.63694777610614e-05	A09190	***
JL-SLBP	1608.58333333333	40.1982775147333	12	1603.125	21.6295928235898	8	0.15285427806039	0.208917444091367	SMD	RM	REML	11.2753700787211	96.62%	210.145856281732	4.61631638596063e-37	3.75902991595461	2.00599493095801	5.51206490095121	2.63694777610614e-05	A09190	***
LN-BJBP	1782.4	25.0962591280498	10	1603.125	21.6295928235898	8	7.22078077951415	1.67332430738336	SMD	RM	REML	11.2753700787211	96.62%	210.145856281732	4.61631638596063e-37	3.75902991595461	2.00599493095801	5.51206490095121	2.63694777610614e-05	A09190	***
LN-JSBP	1706.2	48.3154110752296	20	1603.125	21.6295928235898	8	2.3380298118214	0.272613989302957	SMD	RM	REML	11.2753700787211	96.62%	210.145856281732	4.61631638596063e-37	3.75902991595461	2.00599493095801	5.51206490095121	2.63694777610614e-05	A09190	***
LN-LDBP	1835.26666666667	45.910575604984	15	1603.125	21.6295928235898	8	5.66254894814395	0.888720157756367	SMD	RM	REML	11.2753700787211	96.62%	210.145856281732	4.61631638596063e-37	3.75902991595461	2.00599493095801	5.51206490095121	2.63694777610614e-05	A09190	***
LN-THNP	1734.125	39.9765556295187	8	1603.125	21.6295928235898	8	3.85291039582223	0.713903703694845	SMD	RM	REML	11.2753700787211	96.62%	210.145856281732	4.61631638596063e-37	3.75902991595461	2.00599493095801	5.51206490095121	2.63694777610614e-05	A09190	***
LN2-LDBP	1696.14285714286	41.3028881729664	21	1603.125	21.6295928235898	8	2.42929567203615	0.274368659035834	SMD	RM	REML	11.2753700787211	96.62%	210.145856281732	4.61631638596063e-37	3.75902991595461	2.00599493095801	5.51206490095121	2.63694777610614e-05	A09190	***
SD-LWP	1860.22727272727	27.9896780603507	22	1603.125	21.6295928235898	8	9.42409868418601	1.65068181227582	SMD	RM	REML	11.2753700787211	96.62%	210.145856281732	4.61631638596063e-37	3.75902991595461	2.00599493095801	5.51206490095121	2.63694777610614e-05	A09190	***
SX-LLBP	1711.7	51.7210127307532	20	1603.125	21.6295928235898	8	2.31076140967974	0.270350326651163	SMD	RM	REML	11.2753700787211	96.62%	210.145856281732	4.61631638596063e-37	3.75902991595461	2.00599493095801	5.51206490095121	2.63694777610614e-05	A09190	***
