name	d_mean	d_sd	d_n	c_mean	c_sd	c_n	yi	vi	measure	model	method_tau2	val_tau2	I2	Q	Q_pval	estimate	ci_lb	ci_ub	pval	index	plab
LN-JSBP	116.1	11.8583747887971	20	111.625	9.05439908868296	8	0.388838035136117	0.177699911028009	SMD	RM	REML	1.50989884154031	86.83%	79.3656416777236	3.70936727599014e-11	0.971820727650271	0.300841750153653	1.64279970514689	0.00452923064759398	A09160	**
LN-LDBP	135.866666666667	9.11722597744564	15	111.625	9.05439908868296	8	2.56847357433599	0.335080938450629	SMD	RM	REML	1.50989884154031	86.83%	79.3656416777236	3.70936727599014e-11	0.971820727650271	0.300841750153653	1.64279970514689	0.00452923064759398	A09160	**
LN-THNP	112.375	8.4335638967165	8	111.625	9.05439908868296	8	0.0810293873953888	0.250205180050677	SMD	RM	REML	1.50989884154031	86.83%	79.3656416777236	3.70936727599014e-11	0.971820727650271	0.300841750153653	1.64279970514689	0.00452923064759398	A09160	**
LN2-LDBP	119.857142857143	13.9401783140881	21	111.625	9.05439908868296	8	0.622494513134274	0.179300072082535	SMD	RM	REML	1.50989884154031	86.83%	79.3656416777236	3.70936727599014e-11	0.971820727650271	0.300841750153653	1.64279970514689	0.00452923064759398	A09160	**
SD-LWP	158.090909090909	8.70089809764645	22	111.625	9.05439908868296	8	5.14278246980288	0.611258070983075	SMD	RM	REML	1.50989884154031	86.83%	79.3656416777236	3.70936727599014e-11	0.971820727650271	0.300841750153653	1.64279970514689	0.00452923064759398	A09160	**
SX-LLBP	119.9	14.6067756447767	20	111.625	9.05439908868296	8	0.60216400615978	0.181475026612757	SMD	RM	REML	1.50989884154031	86.83%	79.3656416777236	3.70936727599014e-11	0.971820727650271	0.300841750153653	1.64279970514689	0.00452923064759398	A09160	**
HB-MSP	2688.5	444.483970464628	16	3025.625	297.922299314052	8	-0.806306737291928	0.201044386554216	SMD	RM	REML	0.978613682731403	82.1%	67.3471455712295	5.8110006950684e-09	0.328404125800762	-0.225599227973061	0.882407479574585	0.245302661009212	A09180	
HL-MP	3436.05	275.167790916551	20	3025.625	297.922299314052	8	1.41558350438031	0.210783511747743	SMD	RM	REML	0.978613682731403	82.1%	67.3471455712295	5.8110006950684e-09	0.328404125800762	-0.225599227973061	0.882407479574585	0.245302661009212	A09180	
HL2-MP	3008.22727272727	265.259429493213	22	3025.625	297.922299314052	8	-0.0618238952135378	0.170518248688202	SMD	RM	REML	0.978613682731403	82.1%	67.3471455712295	5.8110006950684e-09	0.328404125800762	-0.225599227973061	0.882407479574585	0.245302661009212	A09180	
HN-YNBP	2810.68421052632	206.680390036721	19	3025.625	297.922299314052	8	-0.883816875744091	0.192096991351999	SMD	RM	REML	0.978613682731403	82.1%	67.3471455712295	5.8110006950684e-09	0.328404125800762	-0.225599227973061	0.882407479574585	0.245302661009212	A09180	
IM-IMBP	3167.35294117647	177.621416633971	17	3025.625	297.922299314052	8	0.619364164333419	0.191495768772973	SMD	RM	REML	0.978613682731403	82.1%	67.3471455712295	5.8110006950684e-09	0.328404125800762	-0.225599227973061	0.882407479574585	0.245302661009212	A09180	
JL-BSWP	3202	435.124284379926	8	3025.625	297.922299314052	8	0.447118565837848	0.256247344122403	SMD	RM	REML	0.978613682731403	82.1%	67.3471455712295	5.8110006950684e-09	0.328404125800762	-0.225599227973061	0.882407479574585	0.245302661009212	A09180	
JL-LXP	3142.7	197.17902187268	10	3025.625	297.922299314052	8	0.452499480661883	0.230687660555535	SMD	RM	REML	0.978613682731403	82.1%	67.3471455712295	5.8110006950684e-09	0.328404125800762	-0.225599227973061	0.882407479574585	0.245302661009212	A09180	
JL-SLBP	2889.66666666667	277.272538499687	12	3025.625	297.922299314052	8	-0.456073153552901	0.213533401368126	SMD	RM	REML	0.978613682731403	82.1%	67.3471455712295	5.8110006950684e-09	0.328404125800762	-0.225599227973061	0.882407479574585	0.245302661009212	A09180	
LN-BJBP	2773.6	217.87825346586	10	3025.625	297.922299314052	8	-0.937482938270775	0.249413173876356	SMD	RM	REML	0.978613682731403	82.1%	67.3471455712295	5.8110006950684e-09	0.328404125800762	-0.225599227973061	0.882407479574585	0.245302661009212	A09180	
LN-JSBP	3085.6	243.264941121707	20	3025.625	297.922299314052	8	0.224706596183971	0.175901661685153	SMD	RM	REML	0.978613682731403	82.1%	67.3471455712295	5.8110006950684e-09	0.328404125800762	-0.225599227973061	0.882407479574585	0.245302661009212	A09180	
