DATASET_SIMPLEBAR
SEPARATOR TAB

#数据集名称
DATASET_LABEL	simplebar_completeness
PN8RF_k141_516197	34375
PN8RG_k141_206724	46210
PN8RG_k141_256552	19544
PN8RH_k141_96852	25794
PN8RJ_k141_440495	31456
PN8RK_k141_370637	27583
PN8RK_k141_872106	54164
PN8RL_k141_1311457	22156
PN8RL_k141_617655	33352
PN8RM_k141_1267486_fragment_1	31803
PN8RM_k141_1275499	17128
PN8RM_k141_1773414	17936
PN8RR_k141_1104936	31086
PN8RR_k141_435205	18849
PN8RR_k141_495998	12159
PN8RS_k141_533328	159640
PN9RB_k141_1265893	18865
PN9RE_k141_381841	34107
PN9RJ_k141_1618569	39193
PN9RJ_k141_1941915	38326
PN9RK_k141_719258	19819
PN9RO_k141_823393	25647
PN10RR_k141_1986048	12100
PN11RG_k141_1893374	8580
PN12RJ_k141_1777278	6393
PN14RN_k141_621258	5471
PN15RA_k141_298874	13609
PN1CC_k141_650467	5851
PN2GH_k141_172826	6753
PN2LA_k141_711499	5429
PN2RJ_k141_1344676	5625
PN3RE_k141_1749972	88499
PN5LE_k141_434039	6405
PN7RD_k141_722584	18219
PN10RO_k141_2082806	337348
PN13RO_k141_581056	344180
PN13RI_k141_847410	332555
PN2CJ_k141_10533	422894
PN3LH_k141_1093113	319266
PN10RM_k141_1987892	449864
PN14RQ_k141_228295	217212
PN14RQ_k141_858259_fragment_1	105849
PN3CA_k141_1769339	260671
PN3CF_k141_183654	170847
PN3LA_k141_789943	174667
PN6RA_k141_2107934	213781
PN3LE_k141_1563052	465783
PN1CL_k141_746582	151923
PN5LH_k141_706478	360693
PN13RC_k141_1815245	252580
PN13RL_k141_621970	142321
PN1LI_k141_1155080	244801
PN13RS_k141_885788	284956
PN1RI_k141_630154	281727
PN11RN_k141_2476306	176555
PN16RL_k141_1282845	87566
PN2RB_k141_989366	65740
PN2RH_k141_226178	330987
PN3CF_k141_1564340	121050
PN5CG_k141_711008	153389
PN5DD_k141_33464	131093
PN6RQ_k141_409182	129780
PN7RP_k141_1692573	145651
PN16RF_k141_1333734	110605
PN1RA_k141_4149066	197970
PN7RO_k141_1622921	126885
PN10RL_k141_1424738	225552
PN13RI_k141_732467	243970
PN14RO_k141_1364616	106303
PN1GG_k141_82693	112225
PN3CF_k141_1026870	60481
PN5RG_k141_327956	181153
PN6RR_k141_1172334	265856
PN7RE_k141_1549625	77058
PN7RI_k141_1696966	76598
PN6RL_k141_298133	240214
PN13RP_k141_16779	122154
PN5IC_k141_36795	77253
PN5RG_k141_17238	143241
PN6RI_k141_423894	156690
PN10RO_k141_1110866_1	103192
PN11RL_k141_1121320	208060
PN12RD_k141_1705689	86573
PN14RO_k141_328514	146348
PN1CJ_k141_1429668	106018
PN1RB_k141_2170632	81251
PN1RC_k141_3086170	69322
PN1RC_k141_3544081	121175
PN2RJ_k141_318254	86120
PN3CF_k141_1976211	279224
PN3GG_k141_23767	271490
PN5RA_k141_1144443	28601
PN5RG_k141_40466	59120
PN6RL_k141_1631536	312194
PN6RO_k141_1337588	44394
PN16RH_k141_2273934	78501
PN1CA_k141_375461	74943
PN1CL_k141_922695	186571
PN8RM_k141_243608	79540
PN13RK_k141_2001122	226408
PN4RA_k141_4387	173168
PN13RG_k141_1014282	132737
PN1RE_k141_1664124	30375
PN2CA_k141_297622	56071
PN10RF_k141_692979	70262
PN10RG_k141_1449370	74065
PN10RO_k141_235778	36446
PN10RP_k141_1192155	56821
PN10RT_k141_954461	104856
PN11RN_k141_1535860	123274
PN13RR_k141_1607824	64115
PN14RE_k141_971511	62527
PN14RK_k141_578957	146254
PN15RB_k141_165751	163331
PN15RP_k141_530656	165660
PN16RC_k141_753028	62619
PN16RE_k141_729557	89694
PN16RL_k141_10306	20890
PN16RU_k141_960560	56339
PN1CI_k141_1137705	164863
PN1CK_k141_488430	50888
PN1GC_k141_298273	54898
PN1JE_k141_370397	135416
PN1JH_k141_157962	239697
PN1JH_k141_50316	163710
PN1RC_k141_1355128	149957
PN1RF_k141_1367691	43553
PN2RC_k141_653079	44095
PN3CF_k141_2147908	131659
PN3GD_k141_395894	102141
PN3LA_k141_1615724	90218
PN3RD_k141_1132537	31406
PN3RD_k141_1264172_1	88628
PN4RA_k141_744494	65975
PN4RD_k141_1038336	103675
PN4RD_k141_1336811	96984
PN5CB_k141_261046_1	91284
PN5CC_k141_140796	153620
PN5CC_k141_527268_1	73339
PN5CE_k141_651158_1	31499
PN5JC_k141_30067	165629
PN5RG_k141_1041954	38465
PN5RH_k141_483774	19884
PN6RI_k141_1506379	84086
PN7RH_k141_1263463	239718
PN7RL_k141_547223_1	78851
PN7RO_k141_1281476	87823
PN8RE_k141_751563	159422
PN8RH_k141_824835	87569
PN8RI_k141_679878	162484
PN8RN_k141_175899	163610
PN9RJ_k141_581004	22881
R99_NODE_131	52105
PN3RH_k141_2702463	119378
PN5RB_k141_156801	54541
PN6RI_k141_964485	123700
PN13RT_k141_536764	147777
PN14RS_k141_589408_1	21345
PN1CJ_k141_398312	78708
PN3LA_k141_1347883	115679
PN5LF_k141_301511_1	53508
PN5RB_k141_459111	98501
PN6RF_k141_448990_1	114044
PN8RD_k141_1315677	51211
PN8RL_k141_1627897	98361
PN8RQ_k141_1446964	38283
PN13RQ_k141_1573981	40882
PN13RQ_k141_278870	133910
PN14RM_k141_1121379	76475
PN14RP_k141_27912_fragment_1	50170
CH38_NODE_187	31824
J1071_NODE_7_1	30733
MR5_NODE_6_1	51936
PN10RA_k141_1009506_1	30809
PN10RA_k141_1358530	42046
PN10RA_k141_70410	32882
PN10RB_k141_1107910_1	54861
PN10RD_k141_1855552	40494
PN10RH_k141_81112	23681
PN10RK_k141_2267821	54200
PN10RL_k141_1527360	41831
PN10RS_k141_1757282	53873
PN10RT_k141_16193	117368
PN11RB_k141_1745864	35835
PN11RD_k141_2217729_1	49514
PN11RI_k141_611457	56756
PN11RM_k141_2935842	94881
PN11RM_k141_540352	76640
PN12RA_k141_1663877	79815
PN12RE_k141_1166580	34718
PN12RH_k141_857962	57741
PN13RA_k141_2200894	38817
PN13RG_k141_1407701_1	79071
PN13RL_k141_1687527	161985
PN13RQ_k141_615545	125251
PN13RS_k141_158144	27539
PN13RT_k141_870770_1	33254
PN14RE_k141_688053	214107
PN14RH_k141_149009	26231
PN14RJ_k141_252283	66403
PN14RJ_k141_545677	39230
PN14RK_k141_706011	38310
PN15RA_k141_399944	33623
PN15RC_k141_611370	35643
PN16RD_k141_393367	33057
PN16RE_k141_396079	162605
PN16RE_k141_781582	74231
PN16RK_k141_2098496	32627
PN16RL_k141_890864	93168
PN16RM_k141_1626515	98423
PN16RN_k141_1105375	189357
PN16RN_k141_750242	55694
PN16RO_k141_2375813	101301
PN16RP_k141_176198	201221
PN16RQ_k141_2077850	46443
PN16RR_k141_167785	39419
PN16RV_k141_1676898	71285
PN1CD_k141_1025801	43349
PN1CH_k141_432750	109508
PN1CK_k141_907661	35836
PN1CL_k141_851753	105403
PN1GE_k141_343199	36049
PN1GG_k141_173731	84173
PN1GG_k141_318706	49909
PN1GK_k141_122190	54737
PN1GL_k141_103105	48792
PN1GL_k141_38017	115119
PN1JI_k141_75436	85114
PN1LC_k141_773302	22498
PN1LD_k141_1008642	34332
PN1LG_k141_573662	105861
PN1LH_k141_1027803	50411
PN1RA_k141_1188900_1	35121
PN1RA_k141_3705254	35545
PN1RD_k141_1313555	44193
PN1RE_k141_1433269	48615
PN1RE_k141_1521330	59866
PN1RE_k141_220890	169773
PN1RE_k141_320625	74185
PN1RH_k141_124372	148288
PN1RH_k141_1454225_1	55109
PN1RH_k141_1536849_1	28748
PN1RH_k141_2968992	32844
PN1RH_k141_713912	106283
PN1RI_k141_389764	160099
PN1RJ_k141_1764098	40585
PN1RK_k141_472127	70439
PN1RL_k141_323105	51053
PN1RL_k141_802245	101060
PN2GC_k141_256073	42225
PN2LF_k141_457746	69352
PN2RE_k141_121990	63817
PN2RE_k141_2306930_1	50767
PN3CA_k141_390261	19550
PN3CC_k141_2173093	33981
PN3CC_k141_2599980	36408
PN3CE_k141_382740	61919
PN3CF_k141_1575949	41731
PN3CF_k141_51333	167299
PN3DG_k141_21187	147238
PN3DG_k141_300570	114613
PN3DG_k141_392799	40441
PN3JA_k141_138795	161735
PN3LE_k141_752456	100662
PN3LH_k141_624329_1	76139
PN3RD_k141_1977898	56582
PN3RD_k141_2204566	59684
PN3RE_k141_1061631	159592
PN3RE_k141_1443466	55213
PN3RF_k141_1619508	53948
PN3RG_k141_2173755_1	107954
PN4RA_k141_15857	99431
PN4RH_k141_478335_1	33226
PN4RH_k141_994008_1	49636
PN5CA_k141_660850	48043
PN5CD_k141_625085	23833
PN5CE_k141_511662	50952
PN5CH_k141_31305	87088
PN5IE_k141_65911	37687
PN5LF_k141_777742	87767
PN5LH_k141_262130	49778
PN5RA_k141_266514_1	52834
PN5RC_k141_135445_1	49985
PN5RG_k141_69413	34910
PN6RA_k141_1625779	57937
PN6RB_k141_1405696	54276
PN6RG_k141_802421	38808
PN6RM_k141_603753	74186
PN6RO_k141_440031_1	32207
PN6RO_k141_691402	43484
PN6RQ_k141_1283042_1_fragment_1	45596
PN6RR_k141_1477052	42612
PN7RB_k141_494803_1	49426
PN7RB_k141_566729	139533
PN7RD_k141_1051714	51011
PN7RE_k141_1084570	43516
PN7RF_k141_333289	128239
PN7RK_k141_784028	71066
PN7RL_k141_574037	22319
PN7RM_k141_471039	70350
PN7RO_k141_1162999	35467
PN7RO_k141_1695183	41999
PN7RO_k141_280888	193149
PN8RC_k141_809804_1	82555
PN8RF_k141_1002309_fragment_1	28418
PN8RF_k141_1171496	122309
PN8RF_k141_943175	43271
PN8RI_k141_1266294	27583
PN8RI_k141_446867	164260
PN8RJ_k141_321283	29812
PN8RK_k141_348541	40732
PN8RM_k141_1732426	102136
PN8RS_k141_1017623	47453
PN8RS_k141_882908	44335
PN9RD_k141_1241581	70631
PN9RE_k141_79029	48182
PN9RJ_k141_512882	87318
PN9RQ_k141_1850217	138136
PN9RQ_k141_893481	25344
Q21_NODE_20	54077
PN10RF_k141_1253203_1	48126
PN13RR_k141_312393	32793
PN1RB_k141_187696	116296
PN2CB_k141_509643	45550
PN3CA_k141_48453_1	60251
PN3RE_k141_2050610	38783
PN5LF_k141_777765	124319
PN5RG_k141_786192	44761
PN6RC_k141_247133	115054
PN6RI_k141_817900	40447
PN1CI_k141_168769	162150
PN6RD_k141_1018786	165615
PN15RE_k141_4251	58565
PN16RC_k141_623942_1	99013
PN10RL_k141_52239	198073
PN10RR_k141_331744	58664
PN13RI_k141_1793612	53229
PN13RM_k141_783761	158315
PN14RS_k141_832764	115792
PN14RT_k141_540033	17264
PN15RG_k141_820932	31879
PN16RM_k141_384964	52003
PN1LH_k141_1557523	58841
PN1RB_k141_3341536	57499
PN1RL_k141_440067_1	35429
PN3LD_k141_742240_1	45475
PN5CA_k141_68343	117315
PN5LA_k141_126812	39677
PN5LB_k141_25717_1	56449
PN5RE_k141_1091074	45232
PN5RH_k141_545367	44695
PN6RT_k141_457556	222030
PN7RG_k141_1226339_1	39299
PN8RD_k141_396277	114857
PN8RF_k141_1119899	49365
PN8RH_k141_292905	67206
PN8RO_k141_1457006	63150
PN8RR_k141_841908	122558
PN10RO_k141_1097065_1	59674
PN13RQ_k141_1230258_1	43350
PN14RE_k141_1087465	28552
PN15RB_k141_1065839_1	31293
PN15RI_k141_199759	44630
PN1LC_k141_1844129	49489
PN2LD_k141_1777483	130686
PN3CA_k141_194849	38357
PN4RF_k141_383589	126958
PN5RE_k141_517819_1	40386
PN8RL_k141_96936	36049
PN8RM_k141_1773463	41837
PN8RS_k141_1560205	134751
CH1_NODE_2_1	114850
G66_NODE_9_1	42879
GY2_NODE_15_1	41279
H198_NODE_12_1	21463
H35_NODE_4_1	119589
J1047_NODE_1_1	55344
J1121_NODE_9_1	25641
J113_NODE_10_1	40934
J1362_NODE_3_1	39813
J1365_NODE_2_1	61713
J433_NODE_22	83491
J607_NODE_4_1	43429
K297_NODE_12_1	35373
LY5_NODE_8_1	106593
MR53_NODE_2_1	41732
PN10RA_k141_1041235_1	44999
PN10RA_k141_1808564	48284
PN10RA_k141_566653	36449
PN10RA_k141_710348_fragment_1	36881
PN10RB_k141_19309	51231
PN10RB_k141_558530	59507
PN10RC_k141_1746601	54723
PN10RC_k141_691613	24816
PN10RF_k141_296775_1	56291
PN10RH_k141_1500470	29648
PN10RI_k141_52736	58588
PN10RJ_k141_1003606	57533
PN10RJ_k141_1465580	43434
PN10RJ_k141_303951	43997
PN10RK_k141_575665	37101
PN10RK_k141_722650	53043
PN10RL_k141_1719488	170251
PN10RL_k141_1760908	45409
PN10RL_k141_179092_1	21123
PN10RL_k141_781691	42157
PN10RM_k141_1445099_1	28436
PN10RO_k141_1159559_1	39994
PN10RO_k141_719054	43391
PN10RO_k141_873035	29009
PN10RP_k141_1203199_1	42171
PN10RQ_k141_1567984	22468
PN10RR_k141_289045	40244
PN11RD_k141_913945	55506
PN11RE_k141_1684690	60573
PN11RE_k141_1867749	41072
PN11RE_k141_2193118	156817
PN11RF_k141_2020053	63408
PN11RF_k141_2498614_1	34225
PN11RG_k141_1412603	66172
PN11RG_k141_1956374	31783
PN11RG_k141_2312877_1	38395
PN11RH_k141_1655963	40651
PN11RI_k141_1439699	45172
PN11RI_k141_1594643	41050
PN11RI_k141_2213543	37867
PN11RI_k141_370488	29252
PN11RI_k141_588403	51615
PN11RI_k141_904006	48820
PN11RI_k141_918064_1	57442
PN11RJ_k141_2121391_1	27329
PN11RK_k141_1376918	47344
PN11RK_k141_1840791	42205
PN11RK_k141_2789928_fragment_2	41185
PN11RL_k141_2405609_1	56238
PN11RL_k141_2671701	44482
PN11RM_k141_1525891	25352
PN12RA_k141_1616049	41089
PN12RA_k141_1658868	60480
PN12RA_k141_939738	25781
PN12RB_k141_1485626	49281
PN12RC_k141_1005560	76716
PN12RC_k141_1042439	202422
PN12RC_k141_1056741	43411
PN12RC_k141_1281605	37686
PN12RD_k141_1509333	31827
PN12RD_k141_1661800	33246
PN12RD_k141_502746	40576
PN12RD_k141_580629	24613
PN12RE_k141_142234	38508
PN12RG_k141_1342447	35281
PN12RG_k141_87488	32094
PN12RH_k141_135636	28959
PN12RJ_k141_187387	125718
PN12RJ_k141_344860	45872
PN13RA_k141_133115	24870
PN13RA_k141_1352655	36468
PN13RC_k141_247128	26416
PN13RE_k141_1129886	37183
PN13RE_k141_1263466_1	47995
PN13RE_k141_521551	36073
PN13RE_k141_941482	43650
PN13RF_k141_5278	130821
PN13RH_k141_2171396	138977
PN13RI_k141_1591433	31773
PN13RI_k141_217306	34178
PN13RI_k141_239335	29777
PN13RI_k141_543612	29859
PN13RI_k141_565106	95254
PN13RJ_k141_213519	32728
PN13RK_k141_1590112	47136
PN13RM_k141_130381_1	43888
PN13RM_k141_1891127	49897
PN13RM_k141_37173	20963
PN13RN_k141_1083873	26315
PN13RN_k141_1855542	34470
PN13RN_k141_1966076	43176
PN13RO_k141_1027099	68905
PN13RO_k141_1040795	55154
PN13RO_k141_1166741_1	29362
PN13RO_k141_1544917	30751
PN13RO_k141_438750	57838
PN13RO_k141_613435	33319
PN13RP_k141_511325_1	40264
PN13RQ_k141_1008874	39781
PN13RR_k141_1828686	43131
PN13RR_k141_467010	34215
PN13RS_k141_971043	35579
PN13RT_k141_1342196	36439
PN13RT_k141_1360987	40691
PN13RT_k141_632115	39674
PN13RT_k141_826743	233317
PN13RU_k141_1611605	113341
PN13RU_k141_65811	130377
PN14RB_k141_1567630	39353
PN14RB_k141_579942	30832
PN14RB_k141_822359	40309
PN14RC_k141_948108	91562
PN14RD_k141_833965	96507
PN14RE_k141_424524	24729
PN14RE_k141_73074	39607
PN14RE_k141_99212	24674
PN14RF_k141_1259262	29843
PN14RF_k141_499862_1	39612
PN14RF_k141_691655	29551
PN14RH_k141_1420007	114291
PN14RH_k141_1446393	82423
PN14RI_k141_2021711	60009
PN14RJ_k141_1322006	37415
PN14RJ_k141_25439	43516
PN14RK_k141_1756206	34918
PN14RM_k141_1089501_1	61256
PN14RM_k141_1215953	31106
PN14RM_k141_340305	131477
PN14RM_k141_658467	39798
PN14RM_k141_841894	29512
PN14RM_k141_908153	21746
PN14RN_k141_1011806_1	80520
PN14RN_k141_1174776	37329
PN14RN_k141_1263717_1	22054
PN14RN_k141_979263	34498
PN14RO_k141_820226	40962
PN14RQ_k141_728187	35231
PN14RQ_k141_993079	41555
PN14RR_k141_100095	96309
PN14RT_k141_354302_1	37809
PN15RA_k141_4599	27211
PN15RA_k141_528186	31745
PN15RB_k141_852833	58708
PN15RC_k141_1159300	41606
PN15RE_k141_477799	20911
PN15RE_k141_563086	34525
PN15RE_k141_885705_1	23262
PN15RF_k141_1027853	30494
PN15RF_k141_1067512	37438
PN15RF_k141_1232456	114545
PN15RF_k141_347714	36711
PN15RG_k141_1319005	35994
PN15RG_k141_724541	28151
PN15RH_k141_872876	100571
PN15RI_k141_1085109	42725
PN15RI_k141_1132865	100670
PN15RN_k141_696949	41841
PN15RO_k141_1303532	31855
PN15RO_k141_974444	33137
PN16RA_k141_1216877	38488
PN16RA_k141_1472926	32990
PN16RA_k141_2091094	30666
PN16RA_k141_2158984	38687
PN16RA_k141_782149	32727
PN16RC_k141_1034310	31051
PN16RC_k141_188200	104022
PN16RC_k141_457306	92253
PN16RD_k141_1186511	29447
PN16RE_k141_1152758	18378
PN16RE_k141_1303285	38914
PN16RE_k141_1485932	40850
PN16RE_k141_1662186	40051
PN16RE_k141_16676	26359
PN16RE_k141_262067	34183
PN16RE_k141_692188	92310
PN16RE_k141_749662	33671
PN16RH_k141_1777642	169693
PN16RH_k141_2020249	44002
PN16RH_k141_240247	97500
PN16RI_k141_467590	44236
PN16RJ_k141_122000	40033
PN16RJ_k141_2060264	25531
PN16RK_k141_1267035	43154
PN16RL_k141_1546703	39203
PN16RL_k141_854553	34429
PN16RN_k141_1041118	37496
PN16RN_k141_485721	91421
PN16RN_k141_946235	44884
PN16RO_k141_466326_1	33512
PN16RO_k141_813693	43339
PN16RP_k141_1578427	24285
PN16RP_k141_602364	135209
PN16RQ_k141_2066453_1	41882
PN16RV_k141_1830654	36220
PN16RV_k141_289434	30086
PN1CA_k141_1654912	44565
PN1CA_k141_708544	55194
PN1CB_k141_623707	37267
PN1CC_k141_985418	43950
PN1CD_k141_1205765	39907
PN1CD_k141_1900290	25291
PN1CD_k141_1901217	30966
PN1CD_k141_312920	51394
PN1CD_k141_394207	26616
PN1CE_k141_359237	36183
PN1CF_k141_159057	41105
PN1CG_k141_384633	50297
PN1CG_k141_428427	58769
PN1CG_k141_680684	41381
PN1CG_k141_71434	27320
PN1CH_k141_167370	43711
PN1CH_k141_340193	68197
PN1CI_k141_713826	34147
PN1CK_k141_1013677	9420
PN1CK_k141_6098	75948
PN1CL_k141_1205523	78052
PN1CL_k141_1296381	27959
PN1CL_k141_559533	23088
PN1CL_k141_887292	44224
PN1DC_k141_212255	38229
PN1DJ_k141_19856	32192
PN1GD_k141_138660_1	40683
PN1GE_k141_151069	31559
PN1GG_k141_407370	47236
PN1GH_k141_209348_1	127515
PN1GH_k141_220124	63225
PN1GJ_k141_182730	42466
PN1GJ_k141_367413	31557
PN1GJ_k141_371587_1	33205
PN1GK_k141_207041	31027
PN1JH_k141_34783	38911
PN1LD_k141_1754591	36524
PN1LD_k141_934251	39375
PN1LE_k141_255890	37931
PN1LG_k141_116881	43065
PN1LG_k141_136149	69213
PN1LG_k141_219046	43886
PN1LG_k141_849841	49744
PN1LH_k141_791062	23649
PN1LI_k141_778667	42166
PN1LI_k141_995855	51927
PN1LJ_k141_633328	34771
PN1LJ_k141_670607	22686
PN1RA_k141_1045131	22093
PN1RA_k141_1554209	38866
PN1RA_k141_990630	50698
PN1RB_k141_109241	51646
PN1RB_k141_2170370	94888
PN1RB_k141_2635681	27132
PN1RB_k141_3183071	83327
PN1RB_k141_359268	40514
PN1RC_k141_1008184	42185
PN1RC_k141_1329926	34437
PN1RC_k141_3016065	34247
PN1RD_k141_1647678	106171
PN1RD_k141_2893035	50795
PN1RD_k141_49004	33795
PN1RE_k141_1783984	38821
PN1RE_k141_26118	37536
PN1RE_k141_678223	41981
PN1RE_k141_915842	21921
PN1RE_k141_958800	21820
PN1RF_k141_51530	22749
PN1RG_k141_479762	76395
PN1RH_k141_1269626	27145
PN1RH_k141_1274566	42898
PN1RH_k141_1951773	119647
PN1RH_k141_392864	49549
PN1RH_k141_539546	20140
PN1RI_k141_1028619	43146
PN1RI_k141_1382870	237388
PN1RI_k141_292079	52133
PN1RI_k141_457342	25882
PN1RI_k141_944520	26721
PN1RJ_k141_27383	31550
PN1RK_k141_1664929	16281
PN1RK_k141_2812414	61345
PN1RK_k141_2832943	21143
PN1RL_k141_1096545	42151
PN1RL_k141_1963114	89902
PN1RL_k141_2131902	40604
PN1RL_k141_615930	43000
PN2CB_k141_197642	136801
PN2CB_k141_2346237	49843
PN2CC_k141_2019315	46542
PN2CG_k141_818479	111902
PN2CJ_k141_254222	35716
PN2GC_k141_301286_1	38267
PN2GC_k141_310173	37764
PN2GC_k141_387451	29210
PN2GJ_k141_102532	34076
PN2IE_k141_9706_1	37829
PN2JD_k141_346879	146665
PN2LA_k141_237341	41414
PN2LI_k141_1619864	35833
PN2RA_k141_2623216	38963
PN2RG_k141_159238	35132
PN2RG_k141_439579	29810
PN2RG_k141_439826	124993
PN2RG_k141_524246	82002
PN2RG_k141_598899_1	95212
PN2RH_k141_1808559	25411
PN2RH_k141_2555498	107888
PN3CA_k141_832697	39409
PN3CB_k141_1019777	88563
PN3CB_k141_1953516	147505
PN3CD_k141_1295373_1	32683
PN3CD_k141_223730	94980
PN3CE_k141_10097	27986
PN3CF_k141_1869057	113476
PN3CF_k141_659513	42582
PN3CF_k141_726552	32397
PN3CG_k141_580688	29217
PN3CG_k141_625098	28437
PN3DG_k141_102125_1	19554
PN3DG_k141_230299	22973
PN3DG_k141_310247	11730
PN3DG_k141_336931	32697
PN3DG_k141_53324	43980
PN3DG_k141_89532	60830
PN3GA_k141_155068	43575
PN3GB_k141_427642	28566
PN3GD_k141_955631	98930
PN3JA_k141_134333_1	57628
PN3JD_k141_270017	25913
PN3LA_k141_122690	66444
PN3LB_k141_135485	37841
PN3LB_k141_348410	51708
PN3LB_k141_568232	41932
PN3LC_k141_1201584	62566
PN3LC_k141_2376978	40463
PN3LD_k141_131447_1	40095
PN3LE_k141_194468_1	34817
PN3LF_k141_568477	40365
PN3LH_k141_2480863	46536
PN3LH_k141_708116	46021
PN3RB_k141_1114112	57634
PN3RD_k141_1780537_1	29862
PN3RD_k141_888777	37008
PN3RE_k141_1116381_1	78115
PN3RE_k141_719427	35583
PN3RE_k141_753278	19998
PN3RF_k141_146924	44580
PN3RF_k141_1713400	33471
PN3RF_k141_245775	39020
PN3RF_k141_3568528	85432
PN3RF_k141_429597	35563
PN3RF_k141_910095	44019
PN3RG_k141_239098	43418
PN3RG_k141_510562_1	45908
PN4RA_k141_1423728	37840
PN4RC_k141_1297131	202818
PN4RC_k141_1979397	71567
PN4RC_k141_490625	36815
PN4RD_k141_140468	44240
PN4RD_k141_1406870	74550
PN4RE_k141_106470	35362
PN4RE_k141_1882672	35718
PN4RG_k141_1377671	65994
PN4RH_k141_1221742	87014
PN4RH_k141_1506183	253771
PN4RH_k141_570929	105698
PN5CA_k141_592638	33112
PN5CB_k141_351246_1	42110
PN5CB_k141_424732	21538
PN5CC_k141_111826	25883
PN5CC_k141_313094_1	22976
PN5CC_k141_404087	25962
PN5CD_k141_117332	28731
PN5CF_k141_357173	39952
PN5CG_k141_411790	38303
PN5CH_k141_43157	22344
PN5GG_k141_615093	44520
PN5JD_k141_211777	48894
PN5LA_k141_201479_1	25877
PN5LB_k141_57906	39602
PN5LE_k141_25981	37517
PN5LE_k141_456910_1	24880
PN5LE_k141_478709	102424
PN5LG_k141_131526	39468
PN5LG_k141_307343	23418
PN5LG_k141_445741	51971
PN5LH_k141_674212	108396
PN5RA_k141_463198	47199
PN5RB_k141_980827	86472
PN5RC_k141_542528	36092
PN5RD_k141_374252	30405
PN5RD_k141_689835_1	41560
PN5RD_k141_915067	43430
PN5RE_k141_1091067	40429
PN5RE_k141_610336_fragment_1	26970
PN5RE_k141_662491	36881
PN5RF_k141_131739_1	33437
PN5RF_k141_223830_fragment_2	71365
PN5RF_k141_89759	128802
PN5RG_k141_1041932	28880
PN5RG_k141_466667_1	32312
PN6RA_k141_1875775	54005
PN6RA_k141_580130	23196
PN6RB_k141_1470258_1	51129
PN6RD_k141_1685719	101875
PN6RD_k141_902022	38073
PN6RE_k141_1369099	29191
PN6RF_k141_1255019	39306
PN6RF_k141_1444222	59884
PN6RF_k141_900960	30062
PN6RG_k141_1435022	22186
PN6RG_k141_598587	42036
PN6RG_k141_93475	41536
PN6RI_k141_1773155_1	40282
PN6RL_k141_1560894_1	48923
PN6RL_k141_1625672	79164
PN6RO_k141_1074403	47551
PN6RQ_k141_1170329_1	36486
PN6RQ_k141_1797231_1	42514
PN6RQ_k141_404369	26414
PN6RR_k141_365784	24838
PN6RR_k141_951171	29089
PN6RS_k141_139889	51044
PN7RC_k141_1577550	38301
PN7RC_k141_2058668	30193
PN7RD_k141_721189	13488
PN7RE_k141_1587084	35652
PN7RF_k141_1185523	29447
PN7RF_k141_1694725	38498
PN7RF_k141_680443_1	63207
PN7RG_k141_1370186	43157
PN7RG_k141_321675	46440
PN7RH_k141_1431146	38506
PN7RI_k141_335627_1	24365
PN7RI_k141_566264	67038
PN7RJ_k141_833167	168347
PN7RK_k141_2281091	57722
PN7RL_k141_1369860	100241
PN7RL_k141_1619953	86662
PN7RL_k141_51136	22389
PN7RN_k141_1856377	46974
PN7RO_k141_171157	32459
PN7RO_k141_259275	32836
PN7RO_k141_396886	36034
PN7RP_k141_169646	55265
PN7RQ_k141_1861587	40852
PN7RQ_k141_763731	24616
PN7RT_k141_1276693	30779
PN7RT_k141_1495462	22766
PN7RT_k141_1880644	26848
PN7RT_k141_1908550	37866
PN7RT_k141_917559	29386
PN7RU_k141_396071	35089
PN7RV_k141_1317608	76509
PN7RV_k141_205186	95021
PN7RV_k141_233694	38898
PN7RV_k141_649190	37344
PN8RA_k141_1396415	72736
PN8RA_k141_344685	92595
PN8RB_k141_112939	90613
PN8RC_k141_1034498	42260
PN8RC_k141_1126715	52265
PN8RC_k141_196357	45614
PN8RC_k141_6677	109471
PN8RC_k141_981860	64117
PN8RD_k141_528535	24001
PN8RE_k141_1157814	40541
PN8RE_k141_1306921	18950
PN8RF_k141_1192782	47820
PN8RF_k141_1259598_1	42744
PN8RF_k141_1290635	32358
PN8RF_k141_228088	41285
PN8RF_k141_282304	35999
PN8RF_k141_437826_1	35630
PN8RG_k141_259163	38982
PN8RI_k141_1115439	9312
PN8RI_k141_492557	65847
PN8RJ_k141_1103309	37002
PN8RJ_k141_14961	38826
PN8RJ_k141_883005	32239
PN8RL_k141_727472	30095
PN8RL_k141_933498_1	48548
PN8RM_k141_1041566	51322
PN8RM_k141_1773412	34146
PN8RM_k141_876744	34140
PN8RN_k141_1461164	35586
PN8RN_k141_771901	97717
PN8RO_k141_1454864	160343
PN8RP_k141_1039480_1	37587
PN8RR_k141_1044238	162076
PN8RR_k141_1070779	42900
PN8RR_k141_1252276	42824
PN8RR_k141_1415977	59117
PN8RR_k141_566957	159962
PN8RS_k141_1050122	28319
PN8RS_k141_1182416	38898
PN8RS_k141_1208161	36456
PN8RS_k141_1560207	54075
PN8RS_k141_487350	14605
PN9RB_k141_852840_1	24062
PN9RJ_k141_1074198	40367
PN9RJ_k141_1595492	26385
PN9RJ_k141_1616984	26414
PN9RJ_k141_1728523	23007
